Unique Identifier,episode_ref,track_name,date,decade,castaway_ref,std_name,std_artist,std_artist_id
11442,1432,Harlem Shuffle,2/8/1985,80,1486,julie walters,harlem shuffle,A1936
11444,1432,After Midnight by J.J. Cale,2/8/1985,80,1486,julie walters,j j cale,A2208
11445,1432,Not A Day Goes By by Stephen Sondheim,2/8/1985,80,1486,julie walters,stephen sondheim,A4538
11441,1432,It's Raining Men by The Weather Girls,2/8/1985,80,1486,julie walters,the weather girls,A5058
11437,1431,It Don't Mean A Thing If It Ain't Got That Swing by Duke Ellington,2/15/1985,80,825,elly ameling,duke ellington,A1262
11438,1431,Mignon (Kennst du das Land) by Elisabeth Schwarzkopf & Gerald Moore,2/15/1985,80,825,elly ameling,elisabeth schwarzkopf,A1358
11434,1431,"Nanny, Op. 2/1 by Ernest Chausson",2/15/1985,80,825,elly ameling,ernest chausson,A1454
11439,1431,String Quintet in C major - 2nd movement by Franz Schubert,2/15/1985,80,825,elly ameling,franz schubert,A1618
11433,1431,Shéhérazade by Maurice Ravel,2/15/1985,80,825,elly ameling,maurice ravel,A3201
11435,1431,Ich Muss Weider Einmal In Grinzing Sein by Ralph Benatzky,2/15/1985,80,825,elly ameling,ralph benatzky,A3957
11440,1431,Frauenliebe und -leben by Robert Schumann,2/15/1985,80,825,elly ameling,robert schumann,A4108
11436,1431,La Chansonnette by Yves Montand,2/15/1985,80,825,elly ameling,yves montand,A5469
11425,1430,The Four Seasons - Spring by Antonio Vivaldi,2/22/1985,80,1848,michael elkins,antonio vivaldi,A255
11432,1430,"Serenade for Tenor, Horn and Strings by Benjamin Britten",2/22/1985,80,1848,michael elkins,benjamin britten,A438
11431,1430,Loch Lomond by Benny Goodman and His Orchestra,2/22/1985,80,1848,michael elkins,benny goodman,A444
11426,1430,"In Paradisum (from Requiem), Op 48 by Gabriel Fauré",2/22/1985,80,1848,michael elkins,gabriel faure,A1657
11430,1430,Brandenburg Concerto No. 5 In D Major by Johann Sebastian Bach,2/22/1985,80,1848,michael elkins,johann sebastian bach,A2427
11427,1430,The Lonesome Train by Lon Clark,2/22/1985,80,1848,michael elkins,lon clark,A2931
11429,1430,"Piano Sonata No. 23 in F minor, Op. 57 'Appassionata' by Ludwig van Beethoven",2/22/1985,80,1848,michael elkins,ludwig van beethoven,A3004
11428,1430,Talking Union,2/22/1985,80,1848,michael elkins,talking union,A4629
11421,1429,"Etude in D sharp minor, Op. 8/12 by Alexander Scriabin",3/1/1985,80,154,anthony hopkins,alexander scriabin,A123
11423,1429,Masquerade Suite by Aram Khachaturian,3/1/1985,80,154,anthony hopkins,aram khachaturian,A264
11419,1429,Consolation No. 3 in D flat major by Franz Liszt,3/1/1985,80,154,anthony hopkins,franz liszt,A1616
11417,1429,The Pearl Fishers by Georges Bizet,3/1/1985,80,154,anthony hopkins,georges bizet,A1749
11420,1429,Rose Of Tralee by John McCormack,3/1/1985,80,154,anthony hopkins,john mccormack,A2484
11418,1429,Myfanwy by Treorchy Male Choir,3/1/1985,80,154,anthony hopkins,treorchy male choir,A5189
11424,1429,Mae Hen Wlad Fy Nhadau by Treorchy Male Choir,3/1/1985,80,154,anthony hopkins,treorchy male choir,A5189
11422,1429,Where The Blue Of The Night,3/1/1985,80,154,anthony hopkins,where the blue of the night,A5357
11415,1428,Der Ring des Nibelungen,3/8/1985,80,1443,jorge bolet,der ring des nibelungen,A1129
11414,1428,A Midsummer Nights Dream Overture by Felix Mendelssohn,3/8/1985,80,1443,jorge bolet,felix mendelssohn,A1515
11410,1428,Lemminkäinen in Tuonela by Jean Sibelius,3/8/1985,80,1443,jorge bolet,jean sibelius,A2304
11416,1428,Brazil by Les Paul,3/8/1985,80,1443,jorge bolet,les paul,A2856
11411,1428,Roman Festivals - 4th movement by Ottorino Respighi,3/8/1985,80,1443,jorge bolet,ottorino respighi,A3653
11409,1428,Piano Concerto No. 2 in F minor,3/8/1985,80,1443,jorge bolet,piano concerto no 2,A3861
11413,1428,Tristan und Isolde Symphonic Synthesis,3/8/1985,80,1443,jorge bolet,richard wagner,A4058
11412,1428,Violin Concerto in B minor by William Walton,3/8/1985,80,1443,jorge bolet,william walton,A5401
11402,1427,The Horse Named Bill by Carl Sandberg,3/15/1985,80,82,alison lurie,carl sandberg,A729
11408,1427,Octet in F major by Franz Schubert,3/15/1985,80,82,alison lurie,franz schubert,A1618
11404,1427,Groovin' High,3/15/1985,80,82,alison lurie,groovin high,A1880
11403,1427,Concerto for Two Violins in D minor by Johann Sebastian Bach,3/15/1985,80,82,alison lurie,johann sebastian bach,A2427
11407,1427,The Beggar's Opera (Act 1) by John Gay,3/15/1985,80,82,alison lurie,john gay,A2456
11406,1427,One's On The Way by Loretta Lynn,3/15/1985,80,82,alison lurie,loretta lynn,A2952
11401,1427,The Marriage of Figaro Overture by Wolfgang Amadeus Mozart,3/15/1985,80,82,alison lurie,wolfgang amadeus mozart,A5418
11405,1427,"Don Giovanni Act 2, Scene 5 by Wolfgang Amadeus Mozart",3/15/1985,80,82,alison lurie,wolfgang amadeus mozart,A5418
11394,1426,I'm In A Dancing Mood by The Dave Brubeck Quartet,3/22/1985,80,1031,gordon beningfield,dave brubeck,A1057
11397,1426,A Rookery In Spring by Eric Simms,3/22/1985,80,1031,gordon beningfield,eric simms,A1443
11396,1426,Trois Gymnopédies - No. 2 by Erik Satie,3/22/1985,80,1031,gordon beningfield,erik satie,A1448
11395,1426,On Hearing The First Cuckoo In Spring by Frederick Delius,3/22/1985,80,1031,gordon beningfield,frederick delius,A1639
11399,1426,Moonlight Serenade by Glenn Miller Orchestra,3/22/1985,80,1031,gordon beningfield,glenn miller,A1824
11400,1426,Jupiter (from The Planets) by Gustav Holst,3/22/1985,80,1031,gordon beningfield,gustav holst,A1897
11398,1426,Bushes and Briars by Isla Cameron,3/22/1985,80,1031,gordon beningfield,isla cameron,A2184
11393,1426,I'll Remember April by The George Shearing Quintet,3/22/1985,80,1031,gordon beningfield,the quintet,A4959
11389,1425,I'll Never Be The Same by Billie Holiday,3/29/1985,80,2277,richard eyre,billie holiday,A506
11386,1425,School Day (Ring Ring Goes The Bell) by Chuck Berry,3/29/1985,80,2277,richard eyre,chuck berry,A881
11387,1425,In A Sentimental Mood by Duke Ellington,3/29/1985,80,2277,richard eyre,duke ellington,A1262
11391,1425,Singin' in the Rain by Gene Kelly,3/29/1985,80,2277,richard eyre,gene kelly,A1695
11385,1425,Sanctus (from Requiem Mass) by Giuseppe Verdi,3/29/1985,80,2277,richard eyre,giuseppe verdi,A1815
11388,1425,"Cantata No. 202: Weichet nur, betrübte Schatten by Johann Sebastian Bach",3/29/1985,80,2277,richard eyre,johann sebastian bach,A2427
11392,1425,El Cant Dels Ocells by Pablo (Pau) Casals,3/29/1985,80,2277,richard eyre,pablo pau casals,A3666
11390,1425,"Fantasia in C minor, K475 by Wolfgang Amadeus Mozart",3/29/1985,80,2277,richard eyre,wolfgang amadeus mozart,A5418
11383,1424,Who Wants To Be A Millionaire? by Cole Porter,4/5/1985,80,1315,jimmy savile,cole porter,A936
11384,1424,Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory' by Edward Elgar,4/5/1985,80,1315,jimmy savile,edward elgar,A1326
11377,1424,Moonlight Serenade by Glenn Miller Orchestra,4/5/1985,80,1315,jimmy savile,glenn miller,A1824
11380,1424,It's Now Or Never,4/5/1985,80,1315,jimmy savile,it s now or never,A2193
11378,1424,Workin' In The Coal Mine by Lee Dorsey,4/5/1985,80,1315,jimmy savile,lee dorsey,A2800
11381,1424,I Can't Stop Loving by Ray Charles,4/5/1985,80,1315,jimmy savile,ray charles,A3977
11379,1424,Paperback Writer by The Beatles,4/5/1985,80,1315,jimmy savile,the beatles,A4705
11382,1424,Wake Me Up Before You Go-Go by Wham!,4/5/1985,80,1315,jimmy savile,wham,A5349
11371,1423,Morning Has Broken by Cat Stevens,4/12/1985,80,715,doris stokes,cat stevens,A764
11372,1423,On Mother Kelly's Doorstep by Danny La Rue,4/12/1985,80,715,doris stokes,danny la rue,A1043
11376,1423,Voices In My Ear by Doris Stokes,4/12/1985,80,715,doris stokes,doris stokes,A1228
11375,1423,My Way by Frank Sinatra,4/12/1985,80,715,doris stokes,frank sinatra,A1599
11373,1423,Have I Told You Lately That I Love You? by Freddie Starr,4/12/1985,80,715,doris stokes,freddie starr,A1634
11370,1423,I Love You Because by Jim Reeves,4/12/1985,80,715,doris stokes,jim reeves,A2353
11374,1423,May The Good Lord Bless and Keep You by Jim Reeves,4/12/1985,80,715,doris stokes,jim reeves,A2353
11369,1423,One Day At A Time by Lena Martell,4/12/1985,80,715,doris stokes,lena martell,A2810
11362,1422,Symphony No. 9 in E minor 'From the New World' - 2nd movement by Antonín Dvořák,4/19/1985,80,1445,joseph allen,antonin dvorak,A248
11367,1422,Carmina Burana by Carl Orff,4/19/1985,80,1445,joseph allen,carl orff,A726
11364,1422,Memory by Cast of Cats,4/19/1985,80,1445,joseph allen,cast of cats,A761
11363,1422,Minor Blue by David Darling,4/19/1985,80,1445,joseph allen,david darling,A1071
11368,1422,Rocket Man by Elton John,4/19/1985,80,1445,joseph allen,elton john,A1390
11366,1422,Canon by Johann Pachelbel,4/19/1985,80,1445,joseph allen,johann pachelbel,A2425
11365,1422,Joy To The World by Three Dog Night,4/19/1985,80,1445,joseph allen,three dog night,A5099
11361,1422,My Heroes Have Always Been Cowboys by Waylon Jennings,4/19/1985,80,1445,joseph allen,waylon jennings,A5333
11356,1421,"Die Forelle (The Trout), D550 by Franz Schubert",4/26/1985,80,2312,robert burchfield,franz schubert,A1618
11359,1421,The Beggar's Opera No 17 by Gay/Weinberger,4/26/1985,80,2312,robert burchfield,gay weinberger,A1686
11360,1421,Let the bright Seraphim (from Samson) by George Frideric Handel,4/26/1985,80,2312,robert burchfield,george frideric handel,A1725
11355,1421,E Lucevan Le Stelle (from Tosca) by Giacomo Puccini,4/26/1985,80,2312,robert burchfield,giacomo puccini,A1790
11358,1421,Tre sbirri (Te Deum) (from Tosca) by Giacomo Puccini,4/26/1985,80,2312,robert burchfield,giacomo puccini,A1790
11353,1421,Skye Boat Song by Royal Scottish National Orchestra,4/26/1985,80,2312,robert burchfield,royal scottish national orchestra,A4207
11354,1421,Pokarekare Ana by The St Joseph's Maori Girls Choir,4/26/1985,80,2312,robert burchfield,the st joseph s maori girls choir,A5015
11357,1421,Serenade No. 13 in G major 'Eine kleine Nachtmusik' by Wolfgang Amadeus Mozart,4/26/1985,80,2312,robert burchfield,wolfgang amadeus mozart,A5418
11350,1420,Memory by Elaine Paige,5/3/1985,80,220,barbara taylor bradford,elaine paige,A1348
11351,1420,You and Me by Frank Sinatra,5/3/1985,80,220,barbara taylor bradford,frank sinatra,A1599
11345,1420,Un bel di vedremo (One fine day) (from Madama Butterfly) by Giacomo Puccini,5/3/1985,80,220,barbara taylor bradford,giacomo puccini,A1790
11347,1420,O mio babbino caro (from Gianni Schicchi) by Giacomo Puccini,5/3/1985,80,220,barbara taylor bradford,giacomo puccini,A1790
11352,1420,Jerusalem by Hubert Parry,5/3/1985,80,220,barbara taylor bradford,hubert parry,A2074
11346,1420,Skye Boat Song by Moira Anderson,5/3/1985,80,220,barbara taylor bradford,moira anderson,A3352
11349,1420,Danny Boy by Robert White,5/3/1985,80,220,barbara taylor bradford,robert white,A4114
11348,1420,Amazing Grace by The Royal Scots Dragoon Guards,5/3/1985,80,220,barbara taylor bradford,the scots guards,A4991
11339,1419,Symphony No. 3 in C minor 'Organ' by Camille Saint-Saëns,5/10/1985,80,2397,rt hon david steel mp,camille saint saens,A702
11337,1419,The Flowers of the Forest by Eileen Cameron and Ensemble,5/10/1985,80,2397,rt hon david steel mp,eileen cameron and ensemble,A1338
11342,1419,Let their celestial concerts all unite (from Samson) by George Frideric Handel,5/10/1985,80,2397,rt hon david steel mp,george frideric handel,A1725
11340,1419,Let's Do It by George Melly,5/10/1985,80,2397,rt hon david steel mp,george melly,A1740
11341,1419,Variation No 23 by Julian Lloyd Webber,5/10/1985,80,2397,rt hon david steel mp,julian lloyd webber,A2614
11344,1419,Symphony No. 9 in D minor 'Choral' by Ludwig van Beethoven,5/10/1985,80,2397,rt hon david steel mp,ludwig van beethoven,A3004
11338,1419,I'm Back by Roger Whittaker,5/10/1985,80,2397,rt hon david steel mp,roger whittaker,A4139
11343,1419,Otche Nash by The Bulgarian Acapella,5/10/1985,80,2397,rt hon david steel mp,the bulgarian acapella,A4732
11331,1418,Young Person's Guide To The Orchestra by Benjamin Britten,5/17/1985,80,2484,sheila steafel,benjamin britten,A438
11329,1418,Hansel and Gretel by Engelbert Humperdinck,5/17/1985,80,2484,sheila steafel,engelbert humperdinck,A1413
11334,1418,Oboe Concerto in B Flat Major by George Frideric Handel,5/17/1985,80,2484,sheila steafel,george frideric handel,A1725
11333,1418,One (Finale) by Hamlisch/Kleban,5/17/1985,80,2484,sheila steafel,hamlisch kleban,A1925
11332,1418,Concerto  for Oboe and Violin in D minor by Johann Sebastian Bach,5/17/1985,80,2484,sheila steafel,johann sebastian bach,A2427
11335,1418,I'll Look Around by Nina Simone,5/17/1985,80,2484,sheila steafel,nina simone,A3524
11336,1418,Nkosi sikelel' iAfrika by Poppie Nongena,5/17/1985,80,2484,sheila steafel,poppie nongena,A3894
11330,1418,Country dance (from Façade) by William Walton,5/17/1985,80,2484,sheila steafel,william walton,A5401
11328,1417,The River by Bruce Springsteen,1/10/1986,80,45,alan parker,bruce springsteen,A651
11322,1417,It Doesn't Matter Anymore by Buddy Holly,1/10/1986,80,45,alan parker,buddy holly,A670
11325,1417,When The Music Stops by Daltrey,1/10/1986,80,45,alan parker,daltrey,A1020
11321,1417,Civilisation by Danny Kaye,1/10/1986,80,45,alan parker,danny kaye,A1042
11326,1417,"In Paradisum (from Requiem), Op 48 by Gabriel Fauré",1/10/1986,80,45,alan parker,gabriel faure,A1657
11327,1417,Here I Come by Levy and Ensemble,1/10/1986,80,45,alan parker,levy and ensemble,A2871
11324,1417,Violin Concerto in D major by Ludwig van Beethoven,1/10/1986,80,45,alan parker,ludwig van beethoven,A3004
11323,1417,A Day In The Life by The Beatles,1/10/1986,80,45,alan parker,the beatles,A4705
11316,1416,All Blues by Charlie Parker's Reboppers,1/17/1986,80,1957,nigel kennedy,charlie parker,A811
11318,1416,Violin Sonata No. 3 in C minor by Edvard Grieg,1/17/1986,80,1957,nigel kennedy,edvard grieg,A1325
11313,1416,"Nocturne in D flat major, Op. 27/2",1/17/1986,80,1957,nigel kennedy,frédéric chopin,A1637
11314,1416,Inbetweenies by Ian Dury & The Blockheads,1/17/1986,80,1957,nigel kennedy,ian dury,A2114
11319,1416,Canteloupe Island by Jean-Luc Ponty,1/17/1986,80,1957,nigel kennedy,jean luc ponty,A2298
11315,1416,Violin Concerto in D Minor by Jean Sibelius,1/17/1986,80,1957,nigel kennedy,jean sibelius,A2304
11320,1416,What's Going On? by Marvin Gaye,1/17/1986,80,1957,nigel kennedy,marvin gaye,A3168
11317,1416,Three Views Of A Secret by Weather Report,1/17/1986,80,1957,nigel kennedy,weather report,A5336
11305,1415,Dreamboat by Alma Cogan,1/24/1986,80,1811,maureen lipman,alma cogan,A152
11306,1415,True Love Ways by Buddy Holly,1/24/1986,80,1811,maureen lipman,buddy holly,A670
11309,1415,Lady With The Braid by Dory Previn,1/24/1986,80,1811,maureen lipman,dory previn,A1236
11310,1415,L'amour est un oiseau rebelle (Habanera) (from Carmen) by Georges Bizet,1/24/1986,80,1811,maureen lipman,georges bizet,A1749
11307,1415,Imagine,1/24/1986,80,1811,maureen lipman,john lennon,A2478
11308,1415,First Flight by Joyce Grenfell,1/24/1986,80,1811,maureen lipman,joyce grenfell,A2590
11312,1415,Lakmé Act 2 by Léo Delibes,1/24/1986,80,1811,maureen lipman,leo delibes,A2816
11311,1415,Triple Concerto in C major - 1st movement by Ludwig van Beethoven,1/24/1986,80,1811,maureen lipman,ludwig van beethoven,A3004
11302,1414,Sea Pictures - Where corals lie by Edward Elgar,1/31/1986,80,2383,roy hattersley,edward elgar,A1326
11299,1414,In summertime on Bredon by Graham Peel,1/31/1986,80,2383,roy hattersley,graham peel,A1857
11304,1414,Jerusalem by Hubert Parry,1/31/1986,80,2383,roy hattersley,hubert parry,A2074
11300,1414,Blame it on my Youth by Mercer & George Cory,1/31/1986,80,2383,roy hattersley,mercer george cory,A3245
11297,1414,Fantasia On A Theme By Thomas Tallis by Ralph Vaughan Williams,1/31/1986,80,2383,roy hattersley,ralph vaughan williams,A3962
11301,1414,It Never Entered My Mind by Shirley Ross,1/31/1986,80,2383,roy hattersley,shirley ross,A4384
11298,1414,Anyone Can Whistle by Stephen Sondheim,1/31/1986,80,2383,roy hattersley,stephen sondheim,A4538
11303,1414,In Praise of Limestone by W. H. Auden,1/31/1986,80,2383,roy hattersley,w h auden,A5303
11294,1413,Guilty by Barbra Streisand,2/7/1986,80,658,dennis taylor,barbra streisand,A375
11296,1413,Walk Of Life by Dire Straits,2/7/1986,80,658,dennis taylor,dire straits,A1170
11290,1413,Jailhouse Rock,2/7/1986,80,658,dennis taylor,jailhouse rock,A2252
11295,1413,On The Wings Of Love by Jeffrey Osborne,2/7/1986,80,658,dennis taylor,jeffrey osborne,A2315
11291,1413,Moon River by Johnny Mathis,2/7/1986,80,658,dennis taylor,johnny mathis,A2530
11292,1413,She Loves You by The Beatles,2/7/1986,80,658,dennis taylor,the beatles,A4705
11293,1413,The Answer To Everything by Joe Dolan and The Drifters,2/7/1986,80,658,dennis taylor,the drifters,A4800
11289,1413,Smoke Gets In Your Eyes by The Platters,2/7/1986,80,658,dennis taylor,the platters,A4952
11281,1412,Wholy Holy by Aretha Franklin,2/14/1986,80,359,bruce oldfield,aretha franklin,A272
11288,1412,Symphony No. 5 in B flat major - 1st movement by Franz Schubert,2/14/1986,80,359,bruce oldfield,franz schubert,A1618
11284,1412,Aria (from Macbeth) by Giuseppe Verdi,2/14/1986,80,359,bruce oldfield,giuseppe verdi,A1815
11287,1412,People's Parties by Joni Mitchell,2/14/1986,80,359,bruce oldfield,joni mitchell,A2554
11283,1412,What's Going On? by Marvin Gaye,2/14/1986,80,359,bruce oldfield,marvin gaye,A3168
11285,1412,Capriol Suite - 5th movement by Peter Warlock,2/14/1986,80,359,bruce oldfield,peter warlock,A3834
11282,1412,Soave sia il vento (from Cosi fan tutte) by Wolfgang Amadeus Mozart,2/14/1986,80,359,bruce oldfield,wolfgang amadeus mozart,A5418
11286,1412,The Magic Flute Act 1 by Wolfgang Amadeus Mozart,2/14/1986,80,359,bruce oldfield,wolfgang amadeus mozart,A5418
11276,1411,Walking In The Air by Aled Jones,2/21/1986,80,255,ben kingsley,aled jones,A106
11279,1411,Eagle Dance - PRIVATE TAPE by Ben Kingsley,2/21/1986,80,255,ben kingsley,ben kingsley,A430
11275,1411,War Requiem by Benjamin Britten,2/21/1986,80,255,ben kingsley,benjamin britten,A438
11278,1411,Pavane La Bataille by Early Music Consort of London,2/21/1986,80,255,ben kingsley,early music consort of london,A1285
11280,1411,Waiting For A Girl Like You by Foreigner,2/21/1986,80,255,ben kingsley,foreigner,A1554
11277,1411,Raghupati Raghava Raja Ram by Lakshmi Shankar,2/21/1986,80,255,ben kingsley,lakshmi shankar,A2760
11274,1411,Long Long Way To Go by Phil Collins,2/21/1986,80,255,ben kingsley,phil collins,A3839
11273,1411,Fantasia On A Theme By Thomas Tallis by Ralph Vaughan Williams,2/21/1986,80,255,ben kingsley,ralph vaughan williams,A3962
11272,1410,Una Ghil Bhan - PRIVATE TAPE by Eilidh and Gillie Mackenzie,2/28/1986,80,2478,selina scott,eilidh and gillie mackenzie,A1342
11271,1410,Violin Concerto in E Minor by Felix Mendelssohn,2/28/1986,80,2478,selina scott,felix mendelssohn,A1515
11269,1410,Pie Jesu (from Requiem) by Gabriel Fauré,2/28/1986,80,2478,selina scott,gabriel faure,A1657
11266,1410,The Lord is My Shepherd by Glasgow Orpheus Choir,2/28/1986,80,2478,selina scott,glasgow orpheus choir,A1818
11268,1410,Everybody's Talkin' by Harry Nilsson,2/28/1986,80,2478,selina scott,harry nilsson,A1960
11270,1410,Rothesay Bay by Kenneth McKellar,2/28/1986,80,2478,selina scott,kenneth mckellar,A2694
11267,1410,Symphony No. 6 in F major 'Pastoral' by Ludwig van Beethoven,2/28/1986,80,2478,selina scott,ludwig van beethoven,A3004
11265,1410,City Of New Orleans by Willie Nelson,2/28/1986,80,2478,selina scott,willie nelson,A5403
11257,1409,Clarinet a la King by Benny Goodman and His Orchestra,3/7/1986,80,1366,john dankworth,benny goodman,A444
11260,1409,When That I Was and A Little Tiny Boy by Cleo Laine,3/7/1986,80,1366,john dankworth,cleo laine,A912
11263,1409,Such Sweet Thunder: Lady Mac by Duke Ellington & His Orchestra,3/7/1986,80,1366,john dankworth,duke ellington,A1262
11258,1409,Vals Op 8 No 4 by John Williams,3/7/1986,80,1366,john dankworth,john williams,A2514
11264,1409,La Valse by Maurice Ravel,3/7/1986,80,1366,john dankworth,maurice ravel,A3201
11262,1409,My Bonnie Lass She Smelleth by Professor Peter Schickele,3/7/1986,80,1366,john dankworth,professor peter schickele,A3919
11261,1409,"Scherzo in B flat minor, Op. 31",3/7/1986,80,1366,john dankworth,scherzo in b flat minor op 31,A4299
11259,1409,The Argument,3/7/1986,80,1366,john dankworth,the argument,A4690
11254,1408,When You Were Sweet Sixteen by Davey Arthur,3/14/1986,80,278,beryl bainbridge,davey arthur,A1064
11256,1408,I Need A Little Sugar In My Bowl by George Melly and The Feetwarmers,3/14/1986,80,278,beryl bainbridge,george melly,A1740
11252,1408,There's Something In Your Eyes by Geraldo's Gaucho Tango Orchestra,3/14/1986,80,278,beryl bainbridge,geraldo s gaucho tango orchestra,A1766
11249,1408,For Old Times' Sake by Layton & Johnstone,3/14/1986,80,278,beryl bainbridge,layton johnstone,A2791
11251,1408,My Foolish Heart by Margaret Whiting and Frank DeVol,3/14/1986,80,278,beryl bainbridge,margaret whiting,A3099
11250,1408,Only a simple little melody (from The Land without Music) by Oscar Straus,3/14/1986,80,278,beryl bainbridge,oscar straus,A3646
11255,1408,Didn't We? by Richard Harris & Orchestra,3/14/1986,80,278,beryl bainbridge,richard harris,A4041
11253,1408,Ring Telephone Ring by The Ink Spots,3/14/1986,80,278,beryl bainbridge,the ink spots,A4860
11246,1407,The Love Inside by Barbra Streisand,3/21/1986,80,2356,ron pickering,barbra streisand,A375
11244,1407,I'll Be Seeing You by Billie Holiday,3/21/1986,80,2356,ron pickering,billie holiday,A506
11241,1407,Careless Love,3/21/1986,80,2356,ron pickering,careless love,A719
11242,1407,La Bohème Act 1 by Giacomo Puccini,3/21/1986,80,2356,ron pickering,giacomo puccini,A1790
11247,1407,Nessun dorma by Giacomo Puccini,3/21/1986,80,2356,ron pickering,giacomo puccini,A1790
11243,1407,"I Have A Dream (speech August 28 1963) by Martin Luther King, Jr.",3/21/1986,80,2356,ron pickering,martin luther king jr,A3161
11248,1407,Imagine by Randy Crawford,3/21/1986,80,2356,ron pickering,randy crawford,A3969
11245,1407,Chariots of Fire by Vangelis,3/21/1986,80,2356,ron pickering,vangelis,A5246
11236,1406,Appalachian Spring by Aaron Copland,3/28/1986,80,2422,rt hon shirley williams,aaron copland,A30
11234,1406,War Requiem by Benjamin Britten,3/28/1986,80,2422,rt hon shirley williams,benjamin britten,A438
11233,1406,Introduction and Allegro for Strings by Edward Elgar,3/28/1986,80,2422,rt hon shirley williams,edward elgar,A1326
11239,1406,La Forza Del Destino by Giuseppe Verdi,3/28/1986,80,2422,rt hon shirley williams,giuseppe verdi,A1815
11238,1406,Villanelle (from Les nuits d'été) by Hector Berlioz,3/28/1986,80,2422,rt hon shirley williams,hector berlioz,A1983
11240,1406,Piano Concerto No. 4 In G major by Ludwig van Beethoven,3/28/1986,80,2422,rt hon shirley williams,ludwig van beethoven,A3004
11237,1406,Scarborough Fair by Simon & Garfunkel,3/28/1986,80,2422,rt hon shirley williams,simon garfunkel,A4409
11235,1406,Guys and Dolls (Title Song) by Stubby Kaye,3/28/1986,80,2422,rt hon shirley williams,stubby kaye,A4577
11227,1405,Peter Grimes Act 1 by Benjamin Britten,4/4/1986,80,1261,jane glover,benjamin britten,A438
11229,1405,String Quartet No. 13 in  A minor by Franz Schubert,4/4/1986,80,1261,jane glover,franz schubert,A1618
11230,1405,Jephtha Act 3 by George Frideric Handel,4/4/1986,80,1261,jane glover,george frideric handel,A1725
11231,1405,Der Abschied  (from Das Lied von der Erde) by Gustav Mahler,4/4/1986,80,1261,jane glover,gustav mahler,A1898
11226,1405,Spem In Alium by Thomas Tallis,4/4/1986,80,1261,jane glover,thomas tallis,A5094
11225,1405,Piano Concerto No. 9 in E flat major by Wolfgang Amadeus Mozart,4/4/1986,80,1261,jane glover,wolfgang amadeus mozart,A5418
11228,1405,"Cosi fan tutte, Act 1 by Wolfgang Amadeus Mozart",4/4/1986,80,1261,jane glover,wolfgang amadeus mozart,A5418
11232,1405,Symphony No. 41 in C major 'Jupiter' by Wolfgang Amadeus Mozart,4/4/1986,80,1261,jane glover,wolfgang amadeus mozart,A5418
11222,1404,My Foolish Heart by Al Martino,4/11/1986,80,192,arthur hailey,al martino,A79
11219,1404,Symphony No. 9 in E minor 'From the New World' by Antonín Dvořák,4/11/1986,80,192,arthur hailey,antonin dvorak,A248
11217,1404,Piano Concerto No. 2 in B flat major by Johannes Brahms,4/11/1986,80,192,arthur hailey,johannes brahms,A2430
11220,1404,Somewhere My Love (Lara's Theme) by MGM Studio Orchestra,4/11/1986,80,192,arthur hailey,mgm studio orchestra,A3255
11224,1404,Merrie England by Monica Sinclair & The Williams Singers,4/11/1986,80,192,arthur hailey,monica sinclair,A3356
11223,1404,Symphony No. 5 in E minor by Peter Ilyich Tchaikovsky,4/11/1986,80,192,arthur hailey,pyotr ilyich tchaikovsky,A3932
11218,1404,I'll Be Seeing You by Vera Lynn,4/11/1986,80,192,arthur hailey,vera lynn,A5256
11221,1404,Horn Concerto No. 4 In E flat major by Wolfgang Amadeus Mozart,4/11/1986,80,192,arthur hailey,wolfgang amadeus mozart,A5418
11211,1403,A Nightingale Sang in Berkeley Square,5/30/1986,80,331,bobby robson,a nightingale sang in berkeley square,A26
11215,1403,The Girl From Ipanema by Astrud Gilberto,5/30/1986,80,331,bobby robson,astrud gilberto,A314
11209,1403,Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory' by Edward Elgar,5/30/1986,80,331,bobby robson,edward elgar,A1326
11210,1403,Try A Little Tenderness by Frank Sinatra,5/30/1986,80,331,bobby robson,frank sinatra,A1599
11213,1403,September Morn by Neil Diamond,5/30/1986,80,331,bobby robson,neil diamond,A3461
11212,1403,Swan Lake - Dance of the Swans by Peter Ilyich Tchaikovsky,5/30/1986,80,331,bobby robson,pyotr ilyich tchaikovsky,A3932
11214,1403,Slaughter on Tenth Avenue (from On Your Toes) by Richard Rodgers,5/30/1986,80,331,bobby robson,richard rodgers,A4052
11216,1403,I Dreamed A Dream by Schonberg/Kretzmer,5/30/1986,80,331,bobby robson,schonberg kretzmer,A4306
11203,1402,"Variations on an Original Theme, Op. 36: Variation IX ""Nimrod"" by Edward Elgar",6/6/1986,80,828,elton john,edward elgar,A1326
11207,1402,Stand By Me by John Lennon,6/6/1986,80,828,elton john,john lennon,A2478
11204,1402,Let It Rock,6/6/1986,80,828,elton john,let it rock,A2870
11202,1402,I Put A Spell On You by Nina Simone,6/6/1986,80,828,elton john,nina simone,A3524
11201,1402,Shine On You Crazy Diamond by Pink Floyd,6/6/1986,80,828,elton john,pink floyd,A3872
11206,1402,Misterioso by Thelonious Monk,6/6/1986,80,828,elton john,thelonious monk,A5072
11208,1402,Wake Me Up Before You Go-Go by Wham!,6/6/1986,80,828,elton john,wham,A5349
