Unique Identifier,episode_ref,track_name,date,decade,castaway_ref,std_name,std_artist,std_artist_id
13393,1676,Suite In A Minor by Christian Sinding,1/4/1980,80,1551,kyung wha chung,christian sinding,A868
13398,1676,Let's Do It (Let's Fall in Love) by Ella Fitzgerald,1/4/1980,80,1551,kyung wha chung,ella fitzgerald,A1368
13400,1676,Suite for Solo Cello No. 5 in C minor by Johann Sebastian Bach,1/4/1980,80,1551,kyung wha chung,johann sebastian bach,A2427
13399,1676,"String Quartet No. 13 in B flat major, Op. 130 by Ludwig van Beethoven",1/4/1980,80,1551,kyung wha chung,ludwig van beethoven,A3004
13396,1676,A Little Jazz Exercise by Oscar Peterson,1/4/1980,80,1551,kyung wha chung,oscar peterson,A3645
13397,1676,Don Quixote by Richard Strauss,1/4/1980,80,1551,kyung wha chung,richard strauss,A4054
13394,1676,Piano Trio No. 1 in D Minor by Robert Schumann,1/4/1980,80,1551,kyung wha chung,robert schumann,A4108
13395,1676,Violin Sonata in F major by Wolfgang Amadeus Mozart,1/4/1980,80,1551,kyung wha chung,wolfgang amadeus mozart,A5418
13392,1675,Prélude à l'après midi d'un faune by Claude Debussy,1/11/1980,80,2247,reginald goodall,claude debussy,A904
13390,1675,Ihn selbst am Kreuze (from Parsifal),1/11/1980,80,2247,reginald goodall,ihn selbst am kreuze from parsifal,A2133
13386,1675,"Well-tempered Clavier, Book 1 - Prelude & Fugue in C major by Johann Sebastian Bach",1/11/1980,80,2247,reginald goodall,johann sebastian bach,A2427
13387,1675,Mass in B minor - Kyrie eleison by Johann Sebastian Bach,1/11/1980,80,2247,reginald goodall,johann sebastian bach,A2427
13388,1675,Suite for Solo Cello No. 1 in G major by Johann Sebastian Bach,1/11/1980,80,2247,reginald goodall,johann sebastian bach,A2427
13389,1675,Symphony No. 9 in D minor 'Choral' by Ludwig van Beethoven,1/11/1980,80,2247,reginald goodall,ludwig van beethoven,A3004
13385,1675,Alleluia by Monks Of The Abbey Of St Pierre De Solesmes,1/11/1980,80,2247,reginald goodall,monks of the abbey of st pierre de solesmes,A3359
13391,1675,Symphony No. 6 in B minor 'Pathétique' by Peter Ilyich Tchaikovsky,1/11/1980,80,2247,reginald goodall,pyotr ilyich tchaikovsky,A3932
13382,1674,Better Than Anything by Al Jarreau,1/18/1980,80,2627,sir peter parker,al jarreau,A76
13379,1674,Nocturne by Benjamin Britten,1/18/1980,80,2627,sir peter parker,benjamin britten,A438
13377,1674,La Marseillaise by Claude-Joseph Rouget de l’Isle,1/18/1980,80,2627,sir peter parker,claude joseph rouget de l isle,A905
13384,1674,Symphony No. 7 in A major by Ludwig van Beethoven,1/18/1980,80,2627,sir peter parker,ludwig van beethoven,A3004
13381,1674,Mariette by Oscar Straus,1/18/1980,80,2627,sir peter parker,oscar straus,A3646
13380,1674,Adagio in G Minor for Organ & Strings by Tomaso Albinoni & Remo Giazotto,1/18/1980,80,2627,sir peter parker,tomaso albinoni remo giazotto,A5144
13383,1674,The Crystal Cabinet by William Blake,1/18/1980,80,2627,sir peter parker,william blake,A5381
13378,1674,Oboe Quartet in F major by Wolfgang Amadeus Mozart,1/18/1980,80,2627,sir peter parker,wolfgang amadeus mozart,A5418
13370,1673,Body and Soul by Art Tatum,1/25/1980,80,695,dizzy gillespie,art tatum,A285
13374,1673,You Don't Know What Love Is by Billy Eckstine & Eddie Fraser,1/25/1980,80,695,dizzy gillespie,billy eckstine,A511
13371,1673,Lament by Charlie Parker's Reboppers,1/25/1980,80,695,dizzy gillespie,charlie parker,A811
13375,1673,Parker's Mood by Charlie Parker All-Stars,1/25/1980,80,695,dizzy gillespie,charlie parker,A811
13373,1673,Daahoud by Clifford Brown Ensemble,1/25/1980,80,695,dizzy gillespie,clifford brown,A917
13376,1673,Passion Flower by Ella Fitzgerald,1/25/1980,80,695,dizzy gillespie,ella fitzgerald,A1368
13369,1673,"Rockin' Chair by Roy Eldridge, Gene Krupa Band",1/25/1980,80,695,dizzy gillespie,roy eldridge gene krupa band,A4184
13372,1673,Deep Purple by Sarah Vaughan,1/25/1980,80,695,dizzy gillespie,sarah vaughan,A4291
13364,1672,Les Biches Ballet Suite - 2nd movement by Francis Poulenc,2/1/1980,80,2533,sir cecil beaton,francis poulenc,A1576
13361,1672,Ich seh' schon (from The Merry Widow) by Franz Lehár,2/1/1980,80,2533,sir cecil beaton,franz lehar,A1615
13363,1672,Cheek To Cheek by Fred Astaire,2/1/1980,80,2533,sir cecil beaton,fred astaire,A1622
13362,1672,Les Sylphides,2/1/1980,80,2533,sir cecil beaton,frédéric chopin,A1637
13367,1672,Die zwei blauen Augen (from Lieder eines fahrenden Gesellen) by Gustav Mahler,2/1/1980,80,2533,sir cecil beaton,gustav mahler,A1898
13366,1672,Ballad of Mack the Knife (from The Threepenny Opera) by Kurt Weill,2/1/1980,80,2533,sir cecil beaton,kurt weill,A2745
13365,1672,Gigi by Louis Jourdan,2/1/1980,80,2533,sir cecil beaton,louis jourdan,A2979
13368,1672,Symphony No. 1 in C Major by Ludwig van Beethoven,2/1/1980,80,2533,sir cecil beaton,ludwig van beethoven,A3004
13358,1671,Advise and Consent (from),2/8/1980,80,2002,otto preminger,advise and consent from,A59
13357,1671,Almost Cried by Duke Ellington & His Orchestra,2/8/1980,80,2002,otto preminger,duke ellington,A1262
13354,1671,Frankie Machine by Elmer Bernstein,2/8/1980,80,2002,otto preminger,elmer bernstein,A1382
13353,1671,Laura by Frank Sinatra,2/8/1980,80,2002,otto preminger,frank sinatra,A1599
13355,1671,Beat Out Dat Rhythm on a Drum by Marilyn Horne,2/8/1980,80,2002,otto preminger,marilyn horne,A3117
13359,1671,A Woman Is A Sometime Thing by Robert McFerrin,2/8/1980,80,2002,otto preminger,robert mcferrin,A4101
13356,1671,The Moon Is Blue by Sally Sweetland,2/8/1980,80,2002,otto preminger,sally sweetland,A4260
13360,1671,Fight For Survival by Sinfonia of London,2/8/1980,80,2002,otto preminger,sinfonia of london,A4416
13349,1670,Symphony No. 7 in E major by Anton Bruckner,2/15/1980,80,478,claudio abbado,anton bruckner,A242
13346,1670,Fêtes (from Nocturnes) by Claude Debussy,2/15/1980,80,478,claudio abbado,claude debussy,A904
13348,1670,String Quintet in C major by Franz Schubert,2/15/1980,80,478,claudio abbado,franz schubert,A1618
13351,1670,Symphony No. 9 in D major by Gustav Mahler,2/15/1980,80,478,claudio abbado,gustav mahler,A1898
13347,1670,"St Matthew Passion - Kommt, ihr Töchter by Johann Sebastian Bach",2/15/1980,80,478,claudio abbado,johann sebastian bach,A2427
13345,1670,Symphony No. 9 in D minor 'Choral' by Ludwig van Beethoven,2/15/1980,80,478,claudio abbado,ludwig van beethoven,A3004
13352,1670,Liebestod (from Tristan und Isolde),2/15/1980,80,478,claudio abbado,richard wagner,A4058
13350,1670,The Magic Flute by Wolfgang Amadeus Mozart,2/15/1980,80,478,claudio abbado,wolfgang amadeus mozart,A5418
13339,1669,Octet for Strings in E flat major by Felix Mendelssohn,2/22/1980,80,2782,timothy west,felix mendelssohn,A1515
13343,1669,Mass in B minor  - Gloria in excelsis by Johann Sebastian Bach,2/22/1980,80,2782,timothy west,johann sebastian bach,A2427
13344,1669,Symphony No. 94 in G major 'Surprise' by Joseph Haydn,2/22/1980,80,2782,timothy west,joseph haydn,A2572
13340,1669,Don't Tell Mama by Judi Dench & Barry Dennen,2/22/1980,80,2782,timothy west,judi dench,A2599
13342,1669,"Bagatelles, Op. 119 - No. 11 in B flat major by Ludwig van Beethoven",2/22/1980,80,2782,timothy west,ludwig van beethoven,A3004
13338,1669,Beim Schlafengehen (from Four Last Songs) by Richard Strauss,2/22/1980,80,2782,timothy west,richard strauss,A4054
13337,1669,Ain't No Use by Sarah Vaughan,2/22/1980,80,2782,timothy west,sarah vaughan,A4291
13341,1669,Der Vogelfänger bin ich ja (from The Magic Flute) by Wolfgang Amadeus Mozart,2/22/1980,80,2782,timothy west,wolfgang amadeus mozart,A5418
22706,2839,Little Wheel Spin and Spin by Buffy Sainte-Marie,2/29/1980,80,876,fay weldon,buffy sainte marie,A673
22708,2839,Tis The Gift To Be Simple by Carolyn Hester,2/29/1980,80,876,fay weldon,carolyn hester,A752
22704,2839,"Angels, ever bright and fair (from Theodora) by George Frideric Handel",2/29/1980,80,876,fay weldon,george frideric handel,A1725
22705,2839,Never Let Your Braces Dangle by Harry Champion,2/29/1980,80,876,fay weldon,harry champion,A1948
22703,2839,Liverpool Lullaby by Judy Collins,2/29/1980,80,876,fay weldon,judy collins,A2602
22707,2839,Over the Rainbow by Judy Garland,2/29/1980,80,876,fay weldon,judy garland,A2603
22702,2839,La ronde de l'amour (from La Ronde) by Oscar Straus,2/29/1980,80,876,fay weldon,oscar straus,A3646
22701,2839,Piano Concerto in A Minor by Robert Schumann,2/29/1980,80,876,fay weldon,robert schumann,A4108
13329,1668,A Good Man Is Hard To Find by Bessie Smith,3/7/1980,80,2724,susannah york,bessie smith,A461
13332,1668,Desperado by Eagles,3/7/1980,80,2724,susannah york,eagles,A1280
13334,1668,Me and Bobby Mcgee by Full Tilt Boogie Band,3/7/1980,80,2724,susannah york,full tilt boogie band,A1652
13330,1668,Concerto  for Oboe and Violin in D minor by Johann Sebastian Bach,3/7/1980,80,2724,susannah york,johann sebastian bach,A2427
13336,1668,Tou Pikramenou by Maria Farandouri & John Williams,3/7/1980,80,2724,susannah york,john williams,A2514
13331,1668,Miss Otis Regrets by José Feliciano,3/7/1980,80,2724,susannah york,jose feliciano,A2560
13335,1668,Symphony No. 3 in E flat major 'Eroica' by Ludwig van Beethoven,3/7/1980,80,2724,susannah york,ludwig van beethoven,A3004
13333,1668,Clarinet Quintet in A major by Wolfgang Amadeus Mozart,3/7/1980,80,2724,susannah york,wolfgang amadeus mozart,A5418
13326,1667,Der Ring des Nibelungen,3/14/1980,80,1543,kiri te kanawa,der ring des nibelungen,A1129
13324,1667,Villanelle (from Les nuits d'été) by Hector Berlioz,3/14/1980,80,1543,kiri te kanawa,hector berlioz,A1983
13325,1667,Kyrie by Los Fronterizos,3/14/1980,80,1543,kiri te kanawa,los fronterizos,A2958
13328,1667,What A Wonderful World by Louis Armstrong,3/14/1980,80,1543,kiri te kanawa,louis armstrong,A2977
13323,1667,Tod und Verklärung (Death and Transfiguration) by Richard Strauss,3/14/1980,80,1543,kiri te kanawa,richard strauss,A4054
13327,1667,Women Of Ireland by The Chieftains,3/14/1980,80,1543,kiri te kanawa,the chieftains,A4752
13321,1667,Adagio in G Minor for Organ & Strings by Tomaso Albinoni & Remo Giazotto,3/14/1980,80,1543,kiri te kanawa,tomaso albinoni remo giazotto,A5144
13322,1667,Flute Concerto No. 1 in G major by Wolfgang Amadeus Mozart,3/14/1980,80,1543,kiri te kanawa,wolfgang amadeus mozart,A5418
13317,1666,Az Az Szep by Andor Korossy and Budapest Gypsy Orchestra,3/21/1980,80,958,geoffrey household,andor korossy and budapest gypsy orchestra,A183
13316,1666,Organ Grinder Blues by Ethel Waters & Clarence Williams,3/21/1980,80,958,geoffrey household,ethel waters,A1469
13313,1666,Symphony No. 8 in B minor 'Unfinished' by Franz Schubert,3/21/1980,80,958,geoffrey household,franz schubert,A1618
13315,1666,What Is This Thing Called Love by Jerry Gray and His Orchestra,3/21/1980,80,958,geoffrey household,jerry gray and his orchestra,A2335
13319,1666,Symphony No. 5 in C minor by Ludwig van Beethoven,3/21/1980,80,958,geoffrey household,ludwig van beethoven,A3004
13318,1666,Pavane pour une infante défunte by Maurice Ravel,3/21/1980,80,958,geoffrey household,maurice ravel,A3201
13314,1666,The old castle (from Pictures at an Exhibition) by Modest Mussorgsky,3/21/1980,80,958,geoffrey household,modest mussorgsky,A3348
13320,1666,Christ Is Born by Monks Of Greek Orthodox Church,3/21/1980,80,958,geoffrey household,monks of greek orthodox church,A3358
13305,1665,Soldiers' Chorus (from Faust) by Charles-François Gounod,3/28/1980,80,893,frances perry,charles francois gounod,A792
13310,1665,Morning (from Peer Gynt Suite No. 1) by Edvard Grieg,3/28/1980,80,893,frances perry,edvard grieg,A1325
13309,1665,Galapagos Sea Lions,3/28/1980,80,893,frances perry,galapagos sea lions,A1664
13307,1665,The Biggest Aspidistra in the World by Gracie Fields,3/28/1980,80,893,frances perry,gracie fields,A1853
13308,1665,The Blue Danube by Johann Strauss II,3/28/1980,80,893,frances perry,johann strauss ii,A2429
13312,1665,The Floral Dance by Peter Dawson,3/28/1980,80,893,frances perry,peter dawson,A3807
13311,1665,The Yeoman Of England by Peter Glossop,3/28/1980,80,893,frances perry,peter glossop,A3810
13306,1665,Stars and Stripes Forever by The Band of The Royal Military School of Music,3/28/1980,80,893,frances perry,royal military school of music,A4204
13302,1664,Concierto De Aranjuez by Charlie Parker's Reboppers,4/4/1980,80,703,donald pleasence,charlie parker,A811
13301,1664,Violin Concerto in B Minor by Edward Elgar,4/4/1980,80,703,donald pleasence,edward elgar,A1326
13304,1664,Dies irae (from Requiem Mass) by Giuseppe Verdi,4/4/1980,80,703,donald pleasence,giuseppe verdi,A1815
13297,1664,I Will Survive by Gloria Gaynor,4/4/1980,80,703,donald pleasence,gloria gaynor,A1828
13298,1664,French Suite No. 4 In E flat major by Johann Sebastian Bach,4/4/1980,80,703,donald pleasence,johann sebastian bach,A2427
13303,1664,Scouse The Mouse by Ringo Starr,4/4/1980,80,703,donald pleasence,ringo starr,A4072
13299,1664,A Day In The Life by The Beatles,4/4/1980,80,703,donald pleasence,the beatles,A4705
13300,1664,Blues In A Minor by The Modern Jazz Quartet,4/4/1980,80,703,donald pleasence,the modern jazz quartet,A4917
13294,1663,The Swan (from Carnival of the Animals) by Camille Saint-Saëns,4/11/1980,80,504,commissioner catherine bramwell booth,camille saint saens,A702
13292,1663,Hear My Prayer by Felix Mendelssohn,4/11/1980,80,504,commissioner catherine bramwell booth,felix mendelssohn,A1515
13293,1663,"Song without Words in A major, Op. 62/6 'Frühlingslied' by Felix Mendelssohn",4/11/1980,80,504,commissioner catherine bramwell booth,felix mendelssohn,A1515
13296,1663,Hallelujah Chorus (from Messiah) by George Frideric Handel,4/11/1980,80,504,commissioner catherine bramwell booth,george frideric handel,A1725
13289,1663,"Piano Sonata No. 14 in C sharp minor, Op.27/2 'Moonlight' by Ludwig van Beethoven",4/11/1980,80,504,commissioner catherine bramwell booth,ludwig van beethoven,A3004
13290,1663,Violin Concerto No. 1 in G minor by Max Bruch,4/11/1980,80,504,commissioner catherine bramwell booth,max bruch,A3206
13295,1663,The Fount by Portsmouth Citadel Band,4/11/1980,80,504,commissioner catherine bramwell booth,portsmouth citadel band,A3897
13291,1663,"Horn Concerto No. 1 in D major, K412 by Wolfgang Amadeus Mozart",4/11/1980,80,504,commissioner catherine bramwell booth,wolfgang amadeus mozart,A5418
13281,1662,Bach Goes To Town by Benny Goodman and His Orchestra,4/18/1980,80,1583,leonard rossiter,benny goodman,A444
13283,1662,"Suleika I (Was bedeutet die Bewegung), D720 by Franz Schubert",4/18/1980,80,1583,leonard rossiter,franz schubert,A1618
13284,1662,Sheep may safely graze (from Cantata No. 208) by Johann Sebastian Bach,4/18/1980,80,1583,leonard rossiter,johann sebastian bach,A2427
13287,1662,Symphony No. 5 in C minor by Ludwig van Beethoven,4/18/1980,80,1583,leonard rossiter,ludwig van beethoven,A3004
13285,1662,Max At The Met by Max Miller,4/18/1980,80,1583,leonard rossiter,max miller,A3212
13288,1662,I've Grown Accustomed to Her Face from My Fair Lady by Rex Harrison,4/18/1980,80,1583,leonard rossiter,rex harrison,A4026
13286,1662,Ya Got Trouble from The Music Man by Robert Preston,4/18/1980,80,1583,leonard rossiter,robert preston,A4106
13282,1662,Serenade No. 13 in G major 'Eine kleine Nachtmusik' by Wolfgang Amadeus Mozart,4/18/1980,80,1583,leonard rossiter,wolfgang amadeus mozart,A5418
13275,1661,Summer (from The Four Seasons) by Antonio Vivaldi,4/25/1980,80,855,erich segal,antonio vivaldi,A255
13277,1661,Our Love My Love by Charles Aznavour,4/25/1980,80,855,erich segal,charles aznavour,A786
13276,1661,Le boeuf sur le yoit by Darius Milhaud,4/25/1980,80,855,erich segal,darius milhaud,A1052
13280,1661,Fill Every Glass (The Beggar's Opera) by John Gay,4/25/1980,80,855,erich segal,john gay,A2456
13279,1661,Kol Nidrei by Max Bruch,4/25/1980,80,855,erich segal,max bruch,A3206
13274,1661,"Fight Fiercely, Harvard by Tom Lehrer",4/25/1980,80,855,erich segal,tom lehrer,A5135
13273,1661,A Fifth Of Beethoven by Walter Murphy,4/25/1980,80,855,erich segal,walter murphy,A5319
13278,1661,Horn Concerto No. 2 in E flat major by Wolfgang Amadeus Mozart,4/25/1980,80,855,erich segal,wolfgang amadeus mozart,A5418
13272,1660,Che farò senza Euridice (What is Life?) (from Orpheus and Euridice) by Christoph Willibald Gluck,5/2/1980,80,2456,salvatore accardo,christoph willibald gluck,A873
13267,1660,String Quartet No. 14 in D minor 'Death and the Maiden' by Franz Schubert,5/2/1980,80,2456,salvatore accardo,franz schubert,A1618
13271,1660,String Quintet in C major by Franz Schubert,5/2/1980,80,2456,salvatore accardo,franz schubert,A1618
13268,1660,Liebesleid by Fritz Kreisler,5/2/1980,80,2456,salvatore accardo,fritz kreisler,A1649
13265,1660,Dies irae (from Requiem Mass) by Giuseppe Verdi,5/2/1980,80,2456,salvatore accardo,giuseppe verdi,A1815
13266,1660,Violin Concerto in D major by Johannes Brahms,5/2/1980,80,2456,salvatore accardo,johannes brahms,A2430
13269,1660,Variations on a Theme by Paganini by Johannes Brahms,5/2/1980,80,2456,salvatore accardo,johannes brahms,A2430
13270,1660,Zigeunerweisen by Pablo de Sarasate,5/2/1980,80,2456,salvatore accardo,pablo de sarasate,A3665
13261,1659,Poor People by Alan Price,5/9/1980,80,1617,lindsay anderson,alan price,A91
13258,1659,Bushes and Briars by Baccholian Singers of London,5/9/1980,80,1617,lindsay anderson,baccholian singers of london,A338
13264,1659,Die Ballade Von Der Unzulanglichkeit by Bertolt Brecht,5/9/1980,80,1617,lindsay anderson,bertolt brecht,A459
13262,1659,Brandenburg Concerto No. 6 in B flat major by Johann Sebastian Bach,5/9/1980,80,1617,lindsay anderson,johann sebastian bach,A2427
13260,1659,She Wore A Yellow Ribbon by Kingsway Marching Band and Chorus,5/9/1980,80,1617,lindsay anderson,kingsway marching band and chorus,A2718
13263,1659,The Day Thou Gavest by Leeds Parish Church Choir,5/9/1980,80,1617,lindsay anderson,leeds parish church choir,A2805
13259,1659,Serenade for Strings in C major by Peter Ilyich Tchaikovsky,5/9/1980,80,1617,lindsay anderson,pyotr ilyich tchaikovsky,A3932
13257,1659,Scotland The Brave by The Military Band & Pipes & Drums of the Gordon Highlanders,5/9/1980,80,1617,lindsay anderson,the band,A4697
13253,1658,Just Like A Woman by Bob Dylan,5/16/1980,80,1926,natalie wood,bob dylan,A564
13251,1658,Greensleeves by Ambrosian Children's Choir and Players,5/16/1980,80,1926,natalie wood,children s choir,A832
13254,1658,American Pie by Don McLean,5/16/1980,80,1926,natalie wood,don mclean,A1205
13249,1658,Ständchen (Leise flehen meine Lieder) by Franz Schubert,5/16/1980,80,1926,natalie wood,franz schubert,A1618
13256,1658,Imagine,5/16/1980,80,1926,natalie wood,john lennon,A2478
13252,1658,"Piano Sonata No. 14 in C sharp minor, Op.27/2 'Moonlight' by Ludwig van Beethoven",5/16/1980,80,1926,natalie wood,ludwig van beethoven,A3004
13250,1658,Kalinka by The Red Army Ensemble: Moscow Military District,5/16/1980,80,1926,natalie wood,red army ensemble,A4000
13255,1658,We've Got Tonite by Bob Seger & the Silver Bullet Band,5/16/1980,80,1926,natalie wood,the band,A4697
13247,1657,"When I, good friends, was called to the bar (from Trial by Jury) by Arthur Sullivan",5/23/1980,80,2410,rt hon lord denning,arthur sullivan,A297
13248,1657,Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory' by Edward Elgar,5/23/1980,80,2410,rt hon lord denning,edward elgar,A1326
13241,1657,Fantasia On Greensleeves by Ralph Vaughan Williams,5/23/1980,80,2410,rt hon lord denning,ralph vaughan williams,A3962
13246,1657,Battle Hymn Of The Republic by Robert Shaw Chorale,5/23/1980,80,2410,rt hon lord denning,robert shaw chorale,A4110
13242,1657,"Colonel Bogey by Royal Marines Band, Portsmouth",5/23/1980,80,2410,rt hon lord denning,royal marines band portsmouth,A4202
13244,1657,I Whistle A Happy Tune by Valerie Hobson,5/23/1980,80,2410,rt hon lord denning,valerie hobson,A5235
13245,1657,Roses Of Picardy by Webster Booth & Fred Hartley's Quintet,5/23/1980,80,2410,rt hon lord denning,webster booth,A5337
13243,1657,He Who Would Valiant Be by Worcester Cathedral Choir,5/23/1980,80,2410,rt hon lord denning,worcester cathedral choir,A5424
13231,1655,Entrance of the Gods into Valhalla (from Das Rheingold),6/6/1980,80,2332,robert tear,entrance of the gods into valhalla from das rheingold,A1428
13229,1655,"Fantasia in F minor, D940 by Franz Schubert",6/6/1980,80,2332,robert tear,franz schubert,A1618
13230,1655,Sanctus (from Requiem Mass) by Giuseppe Verdi,6/6/1980,80,2332,robert tear,giuseppe verdi,A1815
13225,1655,Christmas Oratorio by Johann Sebastian Bach,6/6/1980,80,2332,robert tear,johann sebastian bach,A2427
13226,1655,And God created great whales (from The Creation) by Joseph Haydn,6/6/1980,80,2332,robert tear,joseph haydn,A2572
13228,1655,Piano Concerto No. 5 in E flat major 'Emperor' by Ludwig van Beethoven,6/6/1980,80,2332,robert tear,ludwig van beethoven,A3004
13232,1655,Concerto For Double String Orchestra by Michael Tippett,6/6/1980,80,2332,robert tear,michael tippett,A3280
13227,1655,Don Giovanni Act 2 by Wolfgang Amadeus Mozart,6/6/1980,80,2332,robert tear,wolfgang amadeus mozart,A5418
22694,2838,"La fille aux cheveux de lin (from Preludes, Book 1) by Claude Debussy",6/13/1980,80,927,freddie jones,claude debussy,A904
22693,2838,Rhapsody in Blue by George Gershwin,6/13/1980,80,927,freddie jones,george gershwin,A1727
22695,2838,Brandenburg Concerto No. 5 In D Major by Johann Sebastian Bach,6/13/1980,80,927,freddie jones,johann sebastian bach,A2427
22698,2838,Symphony No. 4 in E minor by Johannes Brahms,6/13/1980,80,927,freddie jones,johannes brahms,A2430
22696,2838,A Nightingale Sang In Berkeley Square by Leslie “Hutch” Hutchinson,6/13/1980,80,927,freddie jones,leslie hutch hutchinson,A2862
22700,2838,Make Believe,6/13/1980,80,927,freddie jones,make believe,A3053
22697,2838,The Wasps Overture by Ralph Vaughan Williams,6/13/1980,80,927,freddie jones,ralph vaughan williams,A3962
22699,2838,Die Meistersinger von Nürnberg Overture,6/13/1980,80,927,freddie jones,richard wagner,A4058
13217,1654,Ahi Che Sara Di Me by Alessandro Scarlatti,6/20/1980,80,486,clive james,alessandro scarlatti,A110
13222,1654,Pennies From Heaven by Billie Holiday,6/20/1980,80,486,clive james,billie holiday,A506
13224,1654,If I Had My Time Again by Julie Covington,6/20/1980,80,486,clive james,julie covington,A2616
13221,1654,En Sourdine by Maggie Teyte & Gerald Moore,6/20/1980,80,486,clive james,maggie teyte,A3046
13219,1654,Louise: Depuis Le Jour by Maria Callas,6/20/1980,80,486,clive james,maria callas,A3102
13220,1654,Marie Theres'! Hab' mir's gelobt (Act 3 Trio) (from Der Rosenkavalier) by Richard Strauss,6/20/1980,80,486,clive james,richard strauss,A4054
13223,1654,Baby Love by Diana Ross & The Supremes,6/20/1980,80,486,clive james,the supremes,A5027
13218,1654,Non so più cosa son (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,6/20/1980,80,486,clive james,wolfgang amadeus mozart,A5418
13215,1653,Piano Quintet in A major 'Trout' by Franz Schubert,6/27/1980,80,955,general sir john hackett,franz schubert,A1618
13211,1653,Violin Concerto in D major by Johannes Brahms,6/27/1980,80,955,general sir john hackett,johannes brahms,A2430
13212,1653,The Birth Of The Blues by Layton & Johnstone,6/27/1980,80,955,general sir john hackett,layton johnstone,A2791
13213,1653,"String Quartet No. 13 in B flat major, Op. 130 by Ludwig van Beethoven",6/27/1980,80,955,general sir john hackett,ludwig van beethoven,A3004
13216,1653,Brünnhilde's Immolation (from Götterdämmerung),6/27/1980,80,955,general sir john hackett,richard wagner,A4058
13214,1653,Im wunderschönen Monat Mai (from Dichterliebe) by Robert Schumann,6/27/1980,80,955,general sir john hackett,robert schumann,A4108
13210,1653,Some of These Days by Sophie Tucker,6/27/1980,80,955,general sir john hackett,sophie tucker,A4474
13209,1653,Non so più cosa son (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,6/27/1980,80,955,general sir john hackett,wolfgang amadeus mozart,A5418
13205,1652,Stranger On The Shore by Acker Bilk,7/4/1980,80,222,barbara woodhouse,acker bilk,A42
13207,1652,Skye Boat Song by Adrian Brett,7/4/1980,80,222,barbara woodhouse,adrian brett,A55
13201,1652,In A Monastery Garden by Albert Ketèlbey,7/4/1980,80,222,barbara woodhouse,albert ketelbey,A97
13202,1652,Charmaine by Mantovani,7/4/1980,80,222,barbara woodhouse,mantovani,A3076
13208,1652,Sweet Talking Rag,7/4/1980,80,222,barbara woodhouse,sweet talking rag,A4609
13203,1652,Whispering by The Victor Silvester Orchestra,7/4/1980,80,222,barbara woodhouse,the victor silvester orchestra,A5051
13206,1652,My Blue Heavenn by Turner Layton,7/4/1980,80,222,barbara woodhouse,turner layton,A5203
13204,1652,Will You Remember,7/4/1980,80,222,barbara woodhouse,will you remember,A5378
13193,1651,Poorbi-Dhun by Bismillah Khan,7/11/1980,80,2836,v s naipaul,bismillah khan,A532
13195,1651,Smoke Gets In Your Eyes by Dinah Shore,7/11/1980,80,2836,v s naipaul,dinah shore,A1164
13198,1651,Symphony No. 4 in G major by Gustav Mahler,7/11/1980,80,2836,v s naipaul,gustav mahler,A1898
13197,1651,Brandenburg Concerto No. 5 In D Major by Johann Sebastian Bach,7/11/1980,80,2836,v s naipaul,johann sebastian bach,A2427
13196,1651,Lilli Marlene by Lale Andersen,7/11/1980,80,2836,v s naipaul,lale andersen,A2761
13199,1651,"Piano Sonata No. 32 in C minor, Op. 111 by Ludwig van Beethoven",7/11/1980,80,2836,v s naipaul,ludwig van beethoven,A3004
13194,1651,Serenade for Strings in C major by Peter Ilyich Tchaikovsky,7/11/1980,80,2836,v s naipaul,pyotr ilyich tchaikovsky,A3932
13200,1651,Des Malhar by Ustad Ali Akbar Khan & Shankar Gohosh,7/11/1980,80,2836,v s naipaul,ustad ali akbar khan shankar gohosh,A5230
13185,1650,Loudly let the trumpets bray (Entry of the Peers) (from Iolanthe) by Arthur Sullivan,7/18/1980,80,2797,tom lehrer,arthur sullivan,A297
13188,1650,Vanilla Ice Cream by Barbara Cook,7/18/1980,80,2797,tom lehrer,barbara cook,A364
13191,1650,Send In The Clowns by Glynis Johns,7/18/1980,80,2797,tom lehrer,glynis johns,A1831
13186,1650,Nina (from Sigh No More) by Noël Coward,7/18/1980,80,2797,tom lehrer,noel coward,A3554
13190,1650,Sail Away by Randy Newman,7/18/1980,80,2797,tom lehrer,randy newman,A3971
13192,1650,Der Rosenkavalier Waltzes by Richard Strauss,7/18/1980,80,2797,tom lehrer,richard strauss,A4054
13187,1650,Luck Be A Lady by Robert Alda,7/18/1980,80,2797,tom lehrer,robert alda,A4087
13189,1650,Bon Voyage by William Ovis,7/18/1980,80,2797,tom lehrer,william ovis,A5394
13181,1649,For The Good Times by Al Green,7/25/1980,80,526,daley thompson,al green,A74
13180,1649,Together by Clifford Smith,7/25/1980,80,526,daley thompson,clifford smith,A918
13184,1649,Three Times A Lady by Commodores,7/25/1980,80,526,daley thompson,commodores,A947
13179,1649,Sho 'nuff Must Be Love by Heatwave,7/25/1980,80,526,daley thompson,heatwave,A1982
13178,1649,You've Got A Friend by James Taylor,7/25/1980,80,526,daley thompson,james taylor,A2271
