Source,Target,Type,Weight
A1448,A1616,Undirected,1
A515,A2346,Undirected,1
A2317,A4490,Undirected,1
A2304,A4538,Undirected,1
A1804,A4185,Undirected,1
A1287,A2140,Undirected,1
A444,A4026,Undirected,1
A1115,A3745,Undirected,1
A904,A1325,Undirected,2
A1262,A1599,Undirected,5
A1741,A2908,Undirected,1
A2217,A5418,Undirected,1
A1790,A2071,Undirected,1
A261,A2811,Undirected,1
A988,A1435,Undirected,1
A2722,A5256,Undirected,1
A4555,A4991,Undirected,1
A881,A3666,Undirected,1
A1618,A3648,Undirected,1
A1804,A3932,Undirected,1
A4313,A4705,Undirected,1
A433,A5147,Undirected,1
A1340,A3745,Undirected,1
A2862,A3351,Undirected,1
A1358,A2430,Undirected,1
A438,A1714,Undirected,1
A1325,A1618,Undirected,1
A1983,A2304,Undirected,1
A936,A4041,Undirected,1
A1241,A2427,Undirected,1
A461,A4705,Undirected,1
A526,A2830,Undirected,1
A1971,A3979,Undirected,1
A3201,A3440,Undirected,1
A3004,A5397,Undirected,6
A1804,A5418,Undirected,13
A3653,A4697,Undirected,1
A667,A1016,Undirected,1
A297,A1326,Undirected,2
A1637,A3126,Undirected,1
A297,A1169,Undirected,2
A506,A4468,Undirected,1
A1383,A2427,Undirected,1
A2430,A2430,Undirected,2
A2603,A3280,Undirected,1
A1677,A2692,Undirected,1
A3004,A4555,Undirected,3
A364,A3788,Undirected,1
A1280,A3004,Undirected,1
A533,A1599,Undirected,1
A3348,A3932,Undirected,1
A523,A1615,Undirected,1
A297,A3548,Undirected,1
A1594,A1725,Undirected,1
A721,A2375,Undirected,1
A1326,A3724,Undirected,1
A2236,A3910,Undirected,1
A278,A1983,Undirected,1
A1725,A4336,Undirected,1
A1727,A1790,Undirected,1
A3603,A5162,Undirected,1
A3745,A5246,Undirected,1
A1536,A2429,Undirected,2
A3548,A5418,Undirected,2
A3046,A5418,Undirected,2
A1962,A1983,Undirected,1
A1326,A1515,Undirected,2
A1448,A1618,Undirected,1
A3421,A5266,Undirected,1
A1326,A4108,Undirected,2
A3004,A4430,Undirected,1
A1467,A1622,Undirected,1
A3846,A5418,Undirected,2
A1725,A5027,Undirected,1
A442,A5135,Undirected,1
A673,A1948,Undirected,1
A2830,A4121,Undirected,1
A577,A1815,Undirected,1
A2132,A5385,Undirected,1
A2702,A4741,Undirected,1
A506,A4113,Undirected,1
A2572,A3376,Undirected,1
A1790,A2830,Undirected,1
A1263,A1924,Undirected,1
A346,A1942,Undirected,1
A2336,A2998,Undirected,1
A297,A1368,Undirected,2
A3564,A5401,Undirected,1
A799,A1325,Undirected,1
A4705,A4991,Undirected,2
A1831,A4022,Undirected,1
A1999,A5401,Undirected,1
A444,A2430,Undirected,1
A1725,A3748,Undirected,1
A1790,A4114,Undirected,2
A375,A3748,Undirected,1
A3169,A4797,Undirected,1
A1164,A3932,Undirected,1
A1442,A1618,Undirected,1
A3201,A3411,Undirected,1
A4993,A5256,Undirected,1
A268,A2572,Undirected,1
A438,A1983,Undirected,3
A1170,A1725,Undirected,1
A1622,A3788,Undirected,1
A1057,A2958,Undirected,1
A1560,A4131,Undirected,1
A433,A1262,Undirected,1
A1253,A2072,Undirected,1
A76,A3646,Undirected,1
A1515,A5383,Undirected,1
A1312,A4427,Undirected,1
A1624,A3867,Undirected,1
A1427,A4054,Undirected,1
A2669,A3571,Undirected,1
A4925,A5418,Undirected,1
A4991,A5418,Undirected,3
A442,A1618,Undirected,1
A1025,A2427,Undirected,1
A1326,A3771,Undirected,1
A3554,A4274,Undirected,1
A2396,A3710,Undirected,1
A1963,A2559,Undirected,1
A3932,A5370,Undirected,1
A3004,A3457,Undirected,1
A183,A1618,Undirected,1
A1368,A2809,Undirected,1
A2396,A2427,Undirected,1
A3351,A5469,Undirected,1
A1812,A5284,Undirected,1
A59,A3117,Undirected,1
A1766,A3646,Undirected,1
A444,A2427,Undirected,3
A2429,A3662,Undirected,1
A297,A364,Undirected,1
A4775,A5418,Undirected,1
A536,A1898,Undirected,1
A1576,A4124,Undirected,1
A726,A2014,Undirected,1
A4490,A5317,Undirected,1
A5235,A5424,Undirected,1
A2970,A3376,Undirected,1
A2602,A4443,Undirected,1
A2525,A3004,Undirected,1
A438,A3648,Undirected,3
A1727,A3004,Undirected,2
A1618,A2715,Undirected,2
A140,A2809,Undirected,1
A361,A3441,Undirected,1
A2799,A3748,Undirected,1
A3004,A5246,Undirected,3
A904,A1241,Undirected,1
A908,A3004,Undirected,7
A2868,A5317,Undirected,1
A3298,A3705,Undirected,1
A4326,A4802,Undirected,1
A2572,A5284,Undirected,1
A2317,A3206,Undirected,1
A1818,A4991,Undirected,1
A2977,A3445,Undirected,1
A73,A3146,Undirected,1
A5284,A5418,Undirected,4
A1618,A4026,Undirected,1
A2430,A4490,Undirected,1
A2478,A2870,Undirected,1
A564,A2478,Undirected,1
A2441,A4466,Undirected,1
A3004,A3201,Undirected,11
A1639,A4959,Undirected,1
A905,A5144,Undirected,1
A2014,A4476,Undirected,1
A30,A2570,Undirected,1
A1897,A4991,Undirected,1
A506,A737,Undirected,1
A904,A1616,Undirected,2
A387,A577,Undirected,1
A1417,A4274,Undirected,1
A1394,A2478,Undirected,2
A1057,A2184,Undirected,1
A4337,A5370,Undirected,1
A4284,A5418,Undirected,1
A255,A2376,Undirected,1
A5072,A5388,Undirected,1
A3748,A4413,Undirected,1
A1115,A2817,Undirected,1
A702,A3206,Undirected,3
A1836,A3727,Undirected,1
A255,A2572,Undirected,1
A1348,A4976,Undirected,1
A3492,A3895,Undirected,1
A651,A670,Undirected,1
A1540,A4409,Undirected,1
A32,A1618,Undirected,1
A3971,A4546,Undirected,1
A667,A2427,Undirected,2
A72,A3575,Undirected,1
A282,A2427,Undirected,1
A1727,A4291,Undirected,1
A4278,A5401,Undirected,3
A1130,A3932,Undirected,1
A1275,A4736,Undirected,1
A1536,A5256,Undirected,1
A912,A1884,Undirected,1
A1312,A4917,Undirected,1
A1618,A5362,Undirected,1
A604,A988,Undirected,1
A2038,A2572,Undirected,1
A1897,A4703,Undirected,1
A3140,A3745,Undirected,1
A357,A1169,Undirected,2
A1210,A3047,Undirected,1
A255,A4273,Undirected,1
A1848,A5397,Undirected,1
A1253,A3932,Undirected,1
A886,A1370,Undirected,1
A2531,A4517,Undirected,1
A1637,A2979,Undirected,1
A1326,A1622,Undirected,1
A1836,A3045,Undirected,1
A1368,A3802,Undirected,1
A80,A1490,Undirected,1
A3788,A3934,Undirected,1
A506,A651,Undirected,1
A248,A3564,Undirected,1
A1312,A3932,Undirected,1
A3004,A3212,Undirected,1
A3872,A5072,Undirected,1
A3983,A5158,Undirected,1
A319,A912,Undirected,1
A1848,A2210,Undirected,1
A651,A4553,Undirected,1
A2427,A3846,Undirected,2
A264,A2572,Undirected,1
A1898,A4108,Undirected,1
A1285,A2760,Undirected,1
A1657,A5418,Undirected,5
A1390,A1599,Undirected,1
A2383,A4533,Undirected,1
A1382,A4416,Undirected,1
A3952,A4144,Undirected,1
A1622,A2979,Undirected,1
A276,A1370,Undirected,1
A952,A3445,Undirected,1
A464,A2045,Undirected,1
A1790,A4147,Undirected,1
A651,A3380,Undirected,3
A1992,A3534,Undirected,1
A30,A438,Undirected,1
A285,A5418,Undirected,2
A1296,A1509,Undirected,1
A755,A1790,Undirected,1
A2466,A3004,Undirected,1
A1312,A4976,Undirected,1
A3932,A5158,Undirected,2
A165,A3484,Undirected,1
A651,A3174,Undirected,1
A357,A1368,Undirected,1
A385,A5256,Undirected,1
A1536,A4022,Undirected,1
A2430,A3962,Undirected,1
A2014,A2275,Undirected,1
A2604,A3524,Undirected,1
A2616,A4705,Undirected,2
A2012,A5370,Undirected,1
A811,A1815,Undirected,1
A1205,A2428,Undirected,1
A59,A4416,Undirected,1
A681,A2517,Undirected,1
A887,A2430,Undirected,1
A438,A2429,Undirected,1
A3745,A4761,Undirected,1
A1815,A2132,Undirected,2
A908,A5094,Undirected,1
A1016,A1515,Undirected,1
A385,A1262,Undirected,1
A2014,A5266,Undirected,1
A2560,A5418,Undirected,1
A2087,A4274,Undirected,1
A1427,A4058,Undirected,1
A1870,A3937,Undirected,1
A1615,A1815,Undirected,2
A1853,A2387,Undirected,1
A726,A4555,Undirected,1
A4058,A4705,Undirected,2
A44,A4236,Undirected,1
A1186,A4705,Undirected,1
A458,A4779,Undirected,1
A506,A4595,Undirected,1
A106,A3839,Undirected,1
A2012,A3388,Undirected,1
A1312,A5442,Undirected,1
A1540,A2429,Undirected,1
A1510,A2132,Undirected,1
A3443,A3445,Undirected,2
A111,A5072,Undirected,1
A1467,A3868,Undirected,1
A2235,A2356,Undirected,1
A1576,A5418,Undirected,3
A1540,A1840,Undirected,1
A2014,A4811,Undirected,1
A702,A3745,Undirected,1
A1639,A1898,Undirected,2
A526,A3554,Undirected,1
A1486,A1815,Undirected,1
A1622,A2572,Undirected,1
A1815,A4220,Undirected,1
A1652,A5418,Undirected,1
A2530,A3771,Undirected,1
A1594,A3004,Undirected,2
A4058,A5094,Undirected,1
A887,A2427,Undirected,1
A2430,A3206,Undirected,2
A152,A2478,Undirected,1
A1390,A1811,Undirected,1
A285,A2977,Undirected,2
A4038,A5064,Undirected,1
A3872,A5349,Undirected,1
A1368,A3745,Undirected,1
A3787,A4372,Undirected,1
A2014,A2763,Undirected,1
A678,A1326,Undirected,1
A324,A4016,Undirected,1
A679,A5058,Undirected,1
A1615,A1853,Undirected,1
A2857,A3004,Undirected,1
A1741,A4705,Undirected,1
A1205,A1615,Undirected,1
A1961,A1989,Undirected,1
A91,A3932,Undirected,1
A905,A5246,Undirected,1
A1287,A1983,Undirected,1
A2430,A4337,Undirected,2
A874,A2908,Undirected,1
A1042,A3206,Undirected,1
A567,A1815,Undirected,1
A1599,A2536,Undirected,1
A1815,A3376,Undirected,1
A792,A3445,Undirected,1
A2795,A3534,Undirected,1
A4976,A5115,Undirected,1
A1724,A1983,Undirected,1
A5165,A5412,Undirected,1
A4451,A4705,Undirected,1
A2429,A3004,Undirected,4
A1804,A4843,Undirected,1
A3004,A3748,Undirected,1
A1677,A4705,Undirected,1
A3488,A3895,Undirected,1
A417,A5278,Undirected,1
A3724,A4705,Undirected,1
A375,A4950,Undirected,1
A1599,A5158,Undirected,1
A592,A1639,Undirected,1
A1886,A5418,Undirected,1
A1326,A1413,Undirected,1
A435,A4337,Undirected,1
A1790,A3279,Undirected,1
A438,A3845,Undirected,1
A1042,A3802,Undirected,1
A1965,A4991,Undirected,1
A1982,A2271,Undirected,1
A2110,A3442,Undirected,1
A1594,A1897,Undirected,1
A3004,A4720,Undirected,1
A437,A3554,Undirected,1
A904,A1460,Undirected,1
A1217,A4950,Undirected,1
A832,A2427,Undirected,1
A1312,A1576,Undirected,1
A166,A1181,Undirected,1
A3536,A4705,Undirected,1
A2955,A5032,Undirected,1
A1394,A4973,Undirected,1
A4399,A5418,Undirected,3
A1280,A3837,Undirected,1
A1662,A5284,Undirected,1
A3242,A3560,Undirected,1
A3004,A4200,Undirected,1
A1790,A4991,Undirected,3
A2248,A3932,Undirected,1
A204,A2170,Undirected,1
A3917,A5418,Undirected,1
A1727,A3958,Undirected,1
A887,A4490,Undirected,1
A3168,A4131,Undirected,1
A1725,A2753,Undirected,1
A3004,A5011,Undirected,1
A1662,A5144,Undirected,2
A1804,A4377,Undirected,2
A3977,A4555,Undirected,1
A3348,A5267,Undirected,1
A3745,A4752,Undirected,1
A2402,A4973,Undirected,1
A1576,A1637,Undirected,1
A1326,A5469,Undirected,1
A1325,A3807,Undirected,1
A2604,A4106,Undirected,2
A278,A1326,Undirected,1
A1368,A4117,Undirected,1
A1253,A4772,Undirected,1
A811,A1325,Undirected,1
A1247,A3748,Undirected,1
A3832,A4419,Undirected,1
A2430,A3306,Undirected,1
A577,A5135,Undirected,1
A2429,A3199,Undirected,1
A1983,A5418,Undirected,7
A1815,A5284,Undirected,5
A5345,A5403,Undirected,1
A248,A1790,Undirected,1
A1326,A2531,Undirected,1
A1326,A1400,Undirected,1
A2345,A3004,Undirected,1
A1280,A2236,Undirected,1
A1205,A4000,Undirected,1
A1368,A3146,Undirected,1
A4000,A4697,Undirected,1
A1515,A1989,Undirected,1
A1359,A3146,Undirected,1
A299,A1853,Undirected,1
A1824,A2184,Undirected,1
A3445,A3571,Undirected,1
A1731,A4308,Undirected,1
A273,A3004,Undirected,1
A1509,A3705,Undirected,1
A1815,A2917,Undirected,1
A1662,A4982,Undirected,1
A1247,A2430,Undirected,1
A1205,A1599,Undirected,1
A1448,A3807,Undirected,1
A2415,A2459,Undirected,1
A3727,A3971,Undirected,1
A1727,A4058,Undirected,2
A297,A3554,Undirected,1
A2917,A2955,Undirected,1
A1824,A3270,Undirected,1
A1657,A4480,Undirected,1
A908,A4058,Undirected,1
A1690,A3335,Undirected,1
A1725,A5013,Undirected,1
A1725,A3897,Undirected,1
A2217,A4313,Undirected,1
A2342,A3140,Undirected,1
A2528,A2795,Undirected,1
A111,A1368,Undirected,1
A255,A1657,Undirected,2
A3868,A5053,Undirected,1
A3744,A5401,Undirected,2
A3199,A3199,Undirected,1
A702,A1725,Undirected,3
A324,A1637,Undirected,1
A2456,A3206,Undirected,1
A1296,A3298,Undirected,1
A248,A3359,Undirected,1
A1312,A4993,Undirected,1
A2170,A2346,Undirected,1
A2922,A2970,Undirected,1
A526,A1727,Undirected,1
A990,A1343,Undirected,1
A2522,A4937,Undirected,1
A1390,A2288,Undirected,1
A3206,A4273,Undirected,1
A2427,A3602,Undirected,1
A1368,A1725,Undirected,1
A1376,A2498,Undirected,1
A255,A4110,Undirected,1
A1178,A1233,Undirected,1
A2282,A2603,Undirected,1
A3831,A5284,Undirected,2
A4056,A5233,Undirected,1
A1326,A3434,Undirected,1
A1804,A1815,Undirected,7
A3270,A4811,Undirected,1
A3932,A5144,Undirected,1
A2791,A3126,Undirected,1
A1207,A3973,Undirected,1
A248,A3004,Undirected,9
A725,A4185,Undirected,1
A2791,A3646,Undirected,1
A365,A1657,Undirected,1
A1181,A1983,Undirected,1
A2572,A4336,Undirected,2
A3541,A4720,Undirected,1
A4811,A4978,Undirected,1
A1129,A1515,Undirected,1
A2427,A4991,Undirected,1
A3205,A4230,Undirected,1
A1368,A3544,Undirected,1
A1326,A1370,Undirected,1
A1898,A2761,Undirected,1
A3771,A4705,Undirected,1
A255,A1312,Undirected,3
A438,A2071,Undirected,1
A845,A1618,Undirected,1
A2158,A2842,Undirected,1
A3445,A3521,Undirected,1
A4993,A5067,Undirected,1
A1724,A2715,Undirected,1
A3199,A4705,Undirected,1
A1702,A4555,Undirected,1
A261,A4797,Undirected,1
A1067,A2430,Undirected,1
A3201,A3515,Undirected,1
A3197,A4923,Undirected,2
A912,A3644,Undirected,1
A248,A1898,Undirected,4
A725,A5418,Undirected,2
A3745,A3962,Undirected,1
A1725,A3894,Undirected,1
A255,A1749,Undirected,1
A299,A5454,Undirected,1
A1368,A3983,Undirected,1
A1020,A1042,Undirected,1
A3872,A5176,Undirected,1
A1677,A1824,Undirected,1
A2427,A5238,Undirected,1
A1454,A3201,Undirected,1
A438,A5107,Undirected,1
A702,A1924,Undirected,1
A532,A3932,Undirected,1
A1130,A4843,Undirected,1
A2768,A3281,Undirected,1
A2478,A5364,Undirected,1
A1724,A4336,Undirected,1
A1042,A2871,Undirected,1
A2570,A4705,Undirected,1
A264,A2660,Undirected,1
A3201,A4510,Undirected,1
A1187,A5246,Undirected,1
A444,A3919,Undirected,1
A2517,A5418,Undirected,1
A1725,A2275,Undirected,1
A2913,A4811,Undirected,1
A1657,A4409,Undirected,1
A377,A3662,Undirected,1
A264,A1312,Undirected,1
A1067,A2427,Undirected,2
A1639,A1824,Undirected,1
A1637,A1657,Undirected,1
A2342,A2429,Undirected,1
A222,A5058,Undirected,1
A1312,A5401,Undirected,1
A936,A2306,Undirected,1
A3825,A5158,Undirected,1
A1836,A3831,Undirected,1
A1618,A4476,Undirected,1
A1725,A5266,Undirected,1
A523,A1205,Undirected,1
A1262,A3639,Undirected,1
A1064,A1740,Undirected,1
A2087,A5353,Undirected,1
A1232,A1315,Undirected,2
A506,A3445,Undirected,1
A1262,A1425,Undirected,1
A1599,A2074,Undirected,1
A1326,A5424,Undirected,1
A2425,A4870,Undirected,1
A438,A4399,Undirected,1
A4131,A5208,Undirected,1
A848,A2086,Undirected,1
A896,A2263,Undirected,1
A2478,A4976,Undirected,1
A1815,A5246,Undirected,2
A4419,A4705,Undirected,1
A1725,A4811,Undirected,2
A375,A4811,Undirected,1
A1294,A5418,Undirected,1
A2197,A4459,Undirected,1
A528,A3544,Undirected,1
A2771,A5418,Undirected,1
A2842,A3445,Undirected,1
A384,A1217,Undirected,1
A248,A4705,Undirected,2
A1815,A3201,Undirected,1
A2177,A4065,Undirected,1
A526,A5358,Undirected,1
A3701,A5358,Undirected,1
A1657,A4686,Undirected,1
A3745,A4981,Undirected,1
A899,A1262,Undirected,1
A4235,A5358,Undirected,1
A3004,A3962,Undirected,4
A1554,A2760,Undirected,1
A3135,A4409,Undirected,1
A91,A4697,Undirected,1
A4336,A5401,Undirected,2
A2817,A3140,Undirected,1
A166,A3872,Undirected,1
A511,A917,Undirected,1
A4705,A5350,Undirected,1
A574,A1725,Undirected,1
A2009,A2038,Undirected,1
A525,A2427,Undirected,1
A1325,A4973,Undirected,1
A5015,A5418,Undirected,1
A2430,A3662,Undirected,1
A1537,A3204,Undirected,1
A1618,A1820,Undirected,1
A1815,A2970,Undirected,1
A904,A2478,Undirected,1
A3612,A4235,Undirected,1
A1618,A4204,Undirected,1
A4546,A5284,Undirected,1
A4337,A5189,Undirected,1
A2611,A3046,Undirected,1
A49,A1326,Undirected,1
A255,A4041,Undirected,1
A2514,A4690,Undirected,1
A651,A1833,Undirected,1
A1599,A5397,Undirected,1
A702,A1662,Undirected,1
A2132,A4274,Undirected,1
A4676,A4929,Undirected,1
A3076,A5051,Undirected,1
A55,A4609,Undirected,1
A702,A1790,Undirected,3
A492,A1628,Undirected,1
A434,A1657,Undirected,1
A4024,A4114,Undirected,1
A1618,A4177,Undirected,1
A1253,A3604,Undirected,1
A1536,A3554,Undirected,1
A2271,A4131,Undirected,1
A2616,A5412,Undirected,1
A3735,A4476,Undirected,1
A699,A3744,Undirected,1
A1275,A4187,Undirected,1
A1232,A4929,Undirected,2
A306,A3745,Undirected,1
A874,A4705,Undirected,1
A1247,A5169,Undirected,1
A140,A4384,Undirected,1
A2528,A5418,Undirected,2
A248,A761,Undirected,1
A4409,A4705,Undirected,1
A3004,A3206,Undirected,4
A848,A5418,Undirected,1
A255,A481,Undirected,1
A1824,A2694,Undirected,1
A1296,A1325,Undirected,1
A255,A3934,Undirected,1
A1368,A1790,Undirected,2
A1599,A2170,Undirected,1
A1618,A2275,Undirected,1
A3771,A4725,Undirected,1
A726,A2427,Undirected,3
A285,A679,Undirected,1
A1348,A3004,Undirected,3
A1326,A1768,Undirected,1
A3457,A4705,Undirected,1
A3788,A4993,Undirected,1
A387,A1815,Undirected,1
A1442,A2248,Undirected,1
A4058,A5412,Undirected,1
A1804,A5286,Undirected,1
A3207,A5115,Undirected,1
A5147,A5450,Undirected,1
A2245,A2715,Undirected,1
A3004,A4337,Undirected,3
A3201,A5158,Undirected,1
A1,A4705,Undirected,1
A2427,A4181,Undirected,1
A844,A3004,Undirected,2
A3348,A4054,Undirected,1
A1637,A1965,Undirected,1
A3630,A4705,Undirected,1
A1312,A4313,Undirected,1
A3745,A3745,Undirected,1
A4101,A4260,Undirected,1
A2608,A4269,Undirected,1
A725,A3280,Undirected,1
A4705,A5284,Undirected,1
A345,A1613,Undirected,1
A345,A3803,Undirected,1
A947,A5403,Undirected,1
A1275,A3849,Undirected,1
A1312,A3104,Undirected,1
A1599,A2862,Undirected,1
A1515,A3845,Undirected,1
A1897,A2014,Undirected,1
A1205,A5397,Undirected,1
A4947,A5450,Undirected,1
A2554,A5418,Undirected,3
A2427,A2478,Undirected,1
A2631,A4188,Undirected,1
A1460,A1599,Undirected,1
A285,A3977,Undirected,1
A506,A3394,Undirected,1
A1898,A2012,Undirected,1
A567,A1618,Undirected,1
A438,A4629,Undirected,1
A2830,A4697,Undirected,1
A1616,A1989,Undirected,1
A3045,A3831,Undirected,1
A1654,A3910,Undirected,1
A3199,A4058,Undirected,1
A1087,A2484,Undirected,1
A1591,A5233,Undirected,1
A1536,A4703,Undirected,1
A297,A1296,Undirected,1
A297,A2517,Undirected,1
A1983,A3744,Undirected,1
A2427,A3515,Undirected,2
A1348,A1897,Undirected,1
A702,A3004,Undirected,4
A1662,A4336,Undirected,1
A345,A5284,Undirected,1
A661,A3297,Undirected,1
A1618,A3554,Undirected,1
A1326,A2323,Undirected,1
A365,A4842,Undirected,1
A1731,A4054,Undirected,1
A1491,A5418,Undirected,1
A384,A2132,Undirected,1
A2905,A2977,Undirected,1
A526,A1599,Undirected,1
A779,A4976,Undirected,1
A1325,A2218,Undirected,1
A1368,A3004,Undirected,4
A1657,A3845,Undirected,1
A1725,A4038,Undirected,1
A1280,A1312,Undirected,1
A3273,A3711,Undirected,1
A3146,A4624,Undirected,1
A285,A1853,Undirected,1
A1207,A2014,Undirected,1
A5233,A5256,Undirected,1
A306,A3561,Undirected,1
A1599,A3445,Undirected,6
A1884,A3644,Undirected,1
A2228,A2603,Undirected,1
A1662,A3748,Undirected,1
A1870,A3004,Undirected,1
A1828,A4705,Undirected,1
A1853,A3468,Undirected,1
A268,A3932,Undirected,1
A353,A3940,Undirected,1
A2837,A4697,Undirected,1
A873,A4274,Undirected,1
A988,A3515,Undirected,1
A952,A3913,Undirected,1
A1381,A3201,Undirected,1
A1983,A2649,Undirected,1
A1666,A2356,Undirected,1
A4108,A5321,Undirected,1
A3004,A3745,Undirected,2
A1818,A2694,Undirected,1
A459,A2955,Undirected,1
A1436,A1510,Undirected,1
A4947,A5147,Undirected,1
A1455,A5147,Undirected,1
A887,A1467,Undirected,1
A1622,A3934,Undirected,1
A464,A899,Undirected,1
A4274,A5256,Undirected,2
A2282,A3280,Undirected,1
A1510,A4336,Undirected,1
A1790,A3680,Undirected,1
A2087,A3977,Undirected,1
A2603,A4108,Undirected,1
A907,A1804,Undirected,1
A2530,A3270,Undirected,1
A1207,A4161,Undirected,1
A4413,A4705,Undirected,1
A1178,A1790,Undirected,1
A1390,A4719,Undirected,1
A4686,A5138,Undirected,1
A2613,A3932,Undirected,1
A2853,A4829,Undirected,1
A1815,A3748,Undirected,1
A574,A1790,Undirected,1
A1394,A1677,Undirected,1
A353,A908,Undirected,1
A1594,A2205,Undirected,1
A2917,A5397,Undirected,1
A4697,A4779,Undirected,1
A1749,A4409,Undirected,2
A80,A1343,Undirected,1
A2101,A3979,Undirected,1
A1275,A5284,Undirected,1
A364,A2603,Undirected,1
A1727,A2304,Undirected,1
A873,A5418,Undirected,3
A444,A2413,Undirected,1
A4709,A5147,Undirected,1
A3411,A4705,Undirected,1
A1312,A1455,Undirected,1
A908,A2304,Undirected,1
A2939,A4274,Undirected,1
A4131,A4705,Undirected,1
A3546,A4705,Undirected,1
A3047,A3645,Undirected,1
A4030,A5144,Undirected,1
A4236,A5146,Undirected,1
A1766,A4041,Undirected,1
A3793,A4151,Undirected,1
A1467,A4697,Undirected,2
A2682,A2830,Undirected,1
A795,A1725,Undirected,1
A1815,A2430,Undirected,7
A817,A2433,Undirected,1
A2263,A4200,Undirected,1
A1790,A5115,Undirected,1
A1853,A3807,Undirected,1
A2888,A3348,Undirected,1
A1815,A5011,Undirected,1
A795,A2319,Undirected,1
A3831,A3971,Undirected,1
A3932,A4336,Undirected,1
A4991,A5420,Undirected,1
A4420,A4775,Undirected,1
A3831,A4336,Undirected,1
A1637,A2603,Undirected,1
A526,A2383,Undirected,1
A3199,A4479,Undirected,2
A1358,A1454,Undirected,1
A1067,A3859,Undirected,1
A123,A2572,Undirected,1
A1209,A1599,Undirected,1
A1370,A2770,Undirected,1
A2304,A3201,Undirected,4
A908,A1312,Undirected,1
A2248,A4313,Undirected,1
A4331,A4705,Undirected,1
A1146,A1657,Undirected,1
A4058,A4474,Undirected,1
A481,A506,Undirected,1
A3831,A4419,Undirected,1
A1385,A5418,Undirected,1
A3127,A4038,Undirected,1
A285,A1325,Undirected,1
A2530,A4952,Undirected,1
A2430,A3004,Undirected,14
A255,A3932,Undirected,2
A438,A3554,Undirected,1
A908,A1413,Undirected,1
A4054,A5144,Undirected,2
A1312,A4054,Undirected,1
A415,A5296,Undirected,1
A1622,A2603,Undirected,1
A1790,A2388,Undirected,2
A1448,A2602,Undirected,1
A912,A3807,Undirected,1
A918,A3168,Undirected,1
A1815,A2427,Undirected,11
A4207,A5015,Undirected,1
A4705,A5246,Undirected,1
A255,A5418,Undirected,9
A974,A1727,Undirected,1
A492,A1206,Undirected,1
A255,A444,Undirected,1
A3230,A4058,Undirected,2
A1815,A2559,Undirected,1
A1745,A1983,Undirected,1
A272,A3834,Undirected,1
A3004,A3146,Undirected,3
A1325,A1394,Undirected,1
A4030,A4922,Undirected,1
A3169,A4165,Undirected,1
A2315,A4800,Undirected,1
A1042,A3004,Undirected,1
A790,A3788,Undirected,1
A1790,A4220,Undirected,2
A2427,A2447,Undirected,2
A3348,A5368,Undirected,1
A3811,A5418,Undirected,1
A1325,A3344,Undirected,1
A242,A5418,Undirected,4
A792,A2167,Undirected,1
A651,A5412,Undirected,1
A2841,A3359,Undirected,1
A3135,A4217,Undirected,1
A912,A1448,Undirected,1
A3207,A4222,Undirected,1
A105,A4337,Undirected,1
A1749,A2429,Undirected,1
A904,A2132,Undirected,1
A4054,A5397,Undirected,2
A799,A4973,Undirected,1
A248,A536,Undirected,1
A1749,A3917,Undirected,1
A3969,A5246,Undirected,1
A2841,A3004,Undirected,4
A1025,A1898,Undirected,1
A564,A4336,Undirected,1
A1815,A3230,Undirected,1
A769,A1233,Undirected,1
A1326,A1708,Undirected,1
A2444,A3962,Undirected,1
A2441,A2663,Undirected,1
A3004,A3564,Undirected,1
A1639,A1657,Undirected,1
A283,A448,Undirected,1
A1815,A5403,Undirected,1
A1390,A1510,Undirected,1
A2012,A2749,Undirected,1
A881,A4697,Undirected,1
A69,A1658,Undirected,1
A896,A5418,Undirected,1
A1064,A3099,Undirected,1
A438,A3550,Undirected,1
A1129,A2958,Undirected,1
A2304,A3606,Undirected,1
A26,A3461,Undirected,1
A1599,A3281,Undirected,1
A3270,A4705,Undirected,3
A506,A1280,Undirected,1
A2429,A3205,Undirected,1
A129,A3979,Undirected,1
A526,A4840,Undirected,1
A2923,A4337,Undirected,1
A19,A5162,Undirected,1
A2888,A5368,Undirected,1
A346,A4686,Undirected,1
A2715,A4705,Undirected,1
A2072,A3932,Undirected,1
A1815,A5138,Undirected,1
A2977,A4993,Undirected,1
A2430,A4705,Undirected,3
A2074,A2917,Undirected,1
A2373,A4991,Undirected,1
A116,A1725,Undirected,1
A1865,A2430,Undirected,1
A779,A1725,Undirected,1
A3102,A4054,Undirected,1
A1727,A5060,Undirected,1
A3004,A3544,Undirected,1
A1790,A4278,Undirected,1
A438,A598,Undirected,1
A936,A2800,Undirected,1
A189,A461,Undirected,1
A32,A2977,Undirected,1
A1725,A4283,Undirected,1
A792,A3745,Undirected,1
A1348,A4058,Undirected,1
A2074,A2342,Undirected,1
A2304,A5336,Undirected,1
A1840,A2429,Undirected,1
A1178,A4705,Undirected,2
A2383,A2427,Undirected,3
A2012,A4336,Undirected,1
A1725,A1804,Undirected,2
A3201,A4555,Undirected,2
A264,A2484,Undirected,1
A1815,A3593,Undirected,1
A2014,A4650,Undirected,1
A248,A3488,Undirected,1
A2114,A3554,Undirected,1
A1368,A3958,Undirected,1
A725,A1815,Undirected,1
A3280,A4054,Undirected,2
A3455,A5401,Undirected,1
