Unique Identifier,episode_ref,track_name,date,castaway_ref,std_artist,std_name
323,3266,Kaari Kaari by Quratulain Balouch,2/14/2021,2982,quratulain balouch,malala yousafzai
324,3266,Love Always Comes as a Surprise by Peter Asher,2/14/2021,2982,peter asher,malala yousafzai
325,3266,Bibi Sherina by Sardar Ali Takkar,2/14/2021,2982,sardar ali takkar,malala yousafzai
326,3267,I've Got You Under My Skin by Ella Fitzgerald,2/21/2021,2983,ella fitzgerald,sophia loren
327,3267,"Debussy: Suite bergamasque, L.75 - 3. Clair de lune by Claude Debussy",2/21/2021,2983,claude debussy,sophia loren
328,3267,Lara Says Goodbye to Yuri by Maurice Jarre,2/21/2021,2983,maurice jarre,sophia loren
329,3267,Fly Me To The Moon (In Other Words) by Frank Sinatra,2/21/2021,2983,frank sinatra,sophia loren
331,3267,The Marketplace at Limoges by Modest Mussorgsky,2/21/2021,2983,modest mussorgsky,sophia loren
332,3267,Io Sì (Seen) by Laura Pausini,2/21/2021,2983,laura pausini,sophia loren
333,3267,Caruso by Lucio Dalla,2/21/2021,2983,lucio dalla,sophia loren
334,3268,Howlin' for You by The Black Keys,2/28/2021,2984,the black keys,claire horton
335,3268,"Drink, Drink, Drink by Mario Lanza",2/28/2021,2984,mario lanza,claire horton
336,3268,Wuthering Heights by Kate Bush,2/28/2021,2984,kate bush,claire horton
337,3268,Ghost Town by The Specials,2/28/2021,2984,the specials,claire horton
338,3268,"Agnus Dei, Op 11 by Samuel Barber",2/28/2021,2984,samuel barber,claire horton
339,3268,Affirmation by Savage Garden,2/28/2021,2984,savage garden,claire horton
340,3268,Heroes' by David Bowie,2/28/2021,2984,david bowie,claire horton
341,3268,Benedictus by Karl Jenkins,2/28/2021,2984,karl jenkins,claire horton
342,3269,Spanish Stroll by Mink DeVille,7/3/2021,2985,mink deville,mark strong
343,3269,Are You Lonesome Tonight? (Laughing Version) by Elvis Presley,7/3/2021,2985,elvis presley,mark strong
344,3269,Helden' by David Bowie,7/3/2021,2985,david bowie,mark strong
345,3269,Police and Thieves by The Clash,7/3/2021,2985,the clash,mark strong
347,3269,You've Got the Love (Erens Bootleg Mix) by The Source,7/3/2021,2985,the source,mark strong
349,3269,WHOLE LOTTA LOVE by Ike & Tina Turner,7/3/2021,2985,ike & tina turner,mark strong
351,3270,What A Wonderful World by Louis Armstrong,3/14/2021,2986,louis armstrong,dame louise casey
352,3270,G Puccini: La Boheme / Act 1: Che Gelida Manina by Giacomo Puccini,3/14/2021,2986,giacomo puccini,dame louise casey
353,3270,Love Train by The O’Jays,3/14/2021,2986,the o’jays,dame louise casey
354,3270,Abide With Me by Shirley Bassey and the Morriston Rugby Club Choir,3/14/2021,2986,shirley bassey and the morriston rugby club choir,dame louise casey
355,3270,Danny Boy by The Grimethorpe Colliery RJB Band,3/14/2021,2986,the grimethorpe colliery rjb band,dame louise casey
356,3270,Op. 9/2 in E flat major by Frédéric Chopin,3/14/2021,2986,frédéric chopin,dame louise casey
357,3270,Quanta Qualia by The Self-Isolation Choir,3/14/2021,2986,the self-isolation choir,dame louise casey
359,3271,Sit Down By The Fire by The Pogues,3/21/2021,2987,the pogues,maggie o'farrell
360,3271,Lovesong by The Cure,3/21/2021,2987,the cure,maggie o'farrell
361,3271,Scherzo no.2 in B flat minor Op.31 by Frédéric Chopin,3/21/2021,2987,frédéric chopin,maggie o'farrell
363,3271,Little Star by Stina Nordenstam,3/21/2021,2987,stina nordenstam,maggie o'farrell
364,3271,Feeling Good by Nina Simone,3/21/2021,2987,nina simone,maggie o'farrell
365,3271,Prophet (Better Watch It) by Rizzle Kicks,3/21/2021,2987,rizzle kicks,maggie o'farrell
366,3272,Think by Aretha Franklin,3/28/2021,2988,aretha franklin,professor sir simon wessely
367,3272,"String Quartet No. 1 (""From My Life"") in E minor (Allegro vivo appassionato) by Bedrich Smetana",3/28/2021,2988,bedrich smetana,professor sir simon wessely
368,3272,Soave sia il vento by Wolfgang Amadeus Mozart,3/28/2021,2988,wolfgang amadeus mozart,professor sir simon wessely
369,3272,How Long has This Been Going On? by Dexter Gordon and Lonette McKee,3/28/2021,2988,dexter gordon and lonette mckee,professor sir simon wessely
370,3272,"The Room Where it Happens by Leslie Odom, Jr.",3/28/2021,2988,"leslie odom, jr.",professor sir simon wessely
371,3272,France - La Marseillaise - Hymne national français by Ensemble du monde,3/28/2021,2988,ensemble du monde,professor sir simon wessely
372,3272,"Serenade No. 10 in B flat major, K. 361, ""Gran Partita"": Adagio by Wolfgang Amadeus Mozart",3/28/2021,2988,wolfgang amadeus mozart,professor sir simon wessely
373,3272,Tuxedo Junction by Jools Holland & His Rhythm & Blues Orchestra,3/28/2021,2988,jools holland & his rhythm & blues orchestra,professor sir simon wessely
374,3273,Pure Imagination by Gene Wilder,9/5/2021,2989,gene wilder,billie piper
375,3273,This Must Be the Place (Naïve Melody) by Talking Heads,9/5/2021,2989,talking heads,billie piper
376,3273,Sara by Fleetwood Mac,9/5/2021,2989,fleetwood mac,billie piper
377,3273,Out of Space by The Prodigy,9/5/2021,2989,the prodigy,billie piper
379,3273,Turn the Page by The Streets,9/5/2021,2989,the streets,billie piper
381,3273,Juicy by The Notorious B.I.G.,9/5/2021,2989,the notorious b.i.g.,billie piper
382,3274,"Icarus at the Edge of Time by Orchestra of St Lukes, conducted by Brad Lubman and narrated by John Lithgow",5/16/2021,2990,"orchestra of st lukes, conducted by brad lubman and narrated by john lithgow",brian greene
383,3274,Rockin' in the Rockies by The Cappy Barra Boys Harmonica Quartet,5/16/2021,2990,the cappy barra boys harmonica quartet,brian greene
384,3274,Turn Around by Harry Belafonte,5/16/2021,2990,harry belafonte,brian greene
385,3274,Light Falls by Hollywood Chamber Orchestra,5/16/2021,2990,hollywood chamber orchestra,brian greene
386,3274,"Brahms Rhapsody in G minor, Op. 79 no 2 by Johannes Brahms",5/16/2021,2990,johannes brahms,brian greene
387,3274,Somewhere Over The Rainbow by Judy Garland,5/16/2021,2990,judy garland,brian greene
388,3274,A Million Dreams by Ziv Zaifman,5/16/2021,2990,ziv zaifman,brian greene
390,3275,Volver by Carlos Gardel,5/23/2021,2991,carlos gardel,alexei sayle
391,3275,Joe Hill by Joan Baez,5/23/2021,2991,joan baez,alexei sayle
392,3275,Aviator’s March by Yuli Khayt,5/23/2021,2991,yuli khayt,alexei sayle
393,3275,Seerauber-Jenny (from The Threepenny Opera) by Kurt Weill,5/23/2021,2991,kurt weill,alexei sayle
394,3275,Me And Bobby McGee by Janis Joplin,5/23/2021,2991,janis joplin,alexei sayle
395,3275,Shipbuilding by Robert Wyatt,5/23/2021,2991,robert wyatt,alexei sayle
396,3275,It Was a Good Day by Ice Cube,5/23/2021,2991,ice cube,alexei sayle
397,3275,Bonkers by Dizzee Rascal,5/23/2021,2991,dizzee rascal,alexei sayle
398,3276,Pata Pata by Miriam Makeba,5/30/2021,2992,miriam makeba,amanda khozi mukwashi
399,3276,Ave Maria (after Arcadelt) by Jacques Arcadelt,5/30/2021,2992,jacques arcadelt,amanda khozi mukwashi
400,3276,My Hometown by Bruce Springsteen,5/30/2021,2992,bruce springsteen,amanda khozi mukwashi
401,3276,Jerusalema by Master KG,5/30/2021,2992,master kg,amanda khozi mukwashi
402,3276,You Know My Name by Tasha Cobbs Leonard,5/30/2021,2992,tasha cobbs leonard,amanda khozi mukwashi
403,3276,(Red)emption Song by John Legend,5/30/2021,2992,john legend,amanda khozi mukwashi
405,3276,It Is Well With My Soul by Wintley Phipps,5/30/2021,2992,wintley phipps,amanda khozi mukwashi
406,3277,Caroline (Live) by Status Quo,6/6/2021,2993,status quo,heather hallett
407,3277,Climb Ev'ry Mountain by Peggy Wood (Mother Abbess),6/6/2021,2993,peggy wood (mother abbess),heather hallett
409,3277,The Best by Tina Turner,6/6/2021,2993,tina turner,heather hallett
410,3277,I Heard It Through The Grapevine by Marvin Gaye,6/6/2021,2993,marvin gaye,heather hallett
411,3277,Dear Lord and Father of Mankind by Temple Church Choir,6/6/2021,2993,temple church choir,heather hallett
412,3277,Vissi d'Arte by Giuseppe Giacosa,6/6/2021,2993,giuseppe giacosa,heather hallett
413,3278,Hallelujah by Leonard Cohen,6/13/2021,2994,leonard cohen,yo-yo ma
414,3278,Erbame Dich by Johann Sebastian Bach,6/13/2021,2994,johann sebastian bach,yo-yo ma
415,3278,"Brahms: Piano Concerto No. 1 in D Minor, Op. 15: Maestoso by Johannes Brahms",6/13/2021,2994,johannes brahms,yo-yo ma
416,3278,"Elgar: 1st movement Cello Concerto in E Minor, Op 85 by Edward Elgar",6/13/2021,2994,edward elgar,yo-yo ma
417,3278,Tin Tin Deo (Live) by The Oscar Peterson Trio,6/13/2021,2994,the oscar peterson trio,yo-yo ma
418,3278,"M4 Lieder, Op.27: Morgen! by Richard Strauss",6/13/2021,2994,richard strauss,yo-yo ma
419,3278,Podmoskovnye Vechera - Moscow Nights by Vasily Pavlovich Solovyov-Sedoy,6/13/2021,2994,vasily pavlovich solovyov-sedoy,yo-yo ma
420,3278,"Schubert- Piano Trio #2 In E Flat, Op. 100, D 929 - 4. Allegro Moderato by Franz Schubert",6/13/2021,2994,franz schubert,yo-yo ma
421,3279,"Symphony No. 6 in D minor, Op. 104 - 4th movement - Allegro molto by Jean Sibelius",6/20/2021,2995,jean sibelius,richard wilson
422,3279,Farewell to Stromness by Peter Maxwell Davies,6/20/2021,2995,peter maxwell davies,richard wilson
423,3279,"Four Last Songs - ""Im Abendrot"" by Richard Strauss",6/20/2021,2995,richard strauss,richard wilson
424,3279,The Rite of Spring by Igor Stravinsky,6/20/2021,2995,igor stravinsky,richard wilson
425,3279,Cucurrucucu Paloma by Caetano Veloso,6/20/2021,2995,caetano veloso,richard wilson
426,3279,The First Time Ever I Saw Your Face by Roberta Flack,6/20/2021,2995,roberta flack,richard wilson
427,3279,Hammond Song by The Roches,6/20/2021,2995,the roches,richard wilson
428,3279,"Cello Concerto in E minor, Op. 85 ‚Äì 1st movement: Adagio Moderato by Edward Elgar",6/20/2021,2995,edward elgar,richard wilson
429,3280,7 Seconds by Youssou Ndour,6/27/2021,2996,youssou ndour,margaret busby
430,3280,Haiti by David Rudder,6/27/2021,2996,david rudder,margaret busby
431,3280,Ave Maria by Johann Sebastian Bach,6/27/2021,2996,johann sebastian bach,margaret busby
432,3280,Visions by Stevie Wonder,6/27/2021,2996,stevie wonder,margaret busby
433,3280,My Baby Just Cares For Me by Nina Simone,6/27/2021,2996,nina simone,margaret busby
434,3280,Masanga by Jean Bosco Mwenda,6/27/2021,2996,jean bosco mwenda,margaret busby
435,3280,Soweto Blues by Miriam Makeba,6/27/2021,2996,miriam makeba,margaret busby
436,3280,"On The Sunny Side Of The Street by Dizzy Gillespie, Sonny Rollins And Sonny Stitt",6/27/2021,2996,"dizzy gillespie, sonny rollins and sonny stitt",margaret busby
437,3281,Don't Be Cruel by Elvis Presley,4/7/2021,2997,elvis presley,paul costelloe
438,3281,Raglan Road by Luke Kelly and The Dubliners,4/7/2021,2997,luke kelly and the dubliners,paul costelloe
439,3281,Save The Last Dance For Me by The Drifters,4/7/2021,2997,the drifters,paul costelloe
440,3281,Les Champs-Elysees by Joe Dassin,4/7/2021,2997,joe dassin,paul costelloe
441,3281,Ol' Man River by Paul Robeson,4/7/2021,2997,paul robeson,paul costelloe
442,3281,Did You Not Hear My Lady by Aled Jones,4/7/2021,2997,aled jones,paul costelloe
443,3281,"Di Capua, Capurro: O Sole Mio! by Luciano Pavarotti",4/7/2021,2997,luciano pavarotti,paul costelloe
444,3281,Grace by Rod Stewart,4/7/2021,2997,rod stewart,paul costelloe
447,3282,Stairway To Heaven by Led Zeppelin,11/7/2021,2998,led zeppelin,professor noel fitzpatrick
448,3282,Do Anything You Want To by Thin Lizzy,11/7/2021,2998,thin lizzy,professor noel fitzpatrick
449,3282,Walking in My Shoes by Depeche Mode,11/7/2021,2998,depeche mode,professor noel fitzpatrick
450,3282,Ruby Tuesday by The Rolling Stones,11/7/2021,2998,the rolling stones,professor noel fitzpatrick
452,3282,Nothing Else Matters (Live) by Metallica And San Francisco Symphony,11/7/2021,2998,metallica and san francisco symphony,professor noel fitzpatrick
453,3283,Moment 4 Life by Nicki Minaj,7/18/2021,2999,nicki minaj,dame jessica ennis-hill
454,3283,Street Life by Randy Crawford,7/18/2021,2999,randy crawford,dame jessica ennis-hill
457,3283,Mo Money Mo Problems by The Notorious B.I.G.,7/18/2021,2999,the notorious b.i.g.,dame jessica ennis-hill
458,3283,Unfinished Sympathy by Massive Attack,7/18/2021,2999,massive attack,dame jessica ennis-hill
460,3283,Try A Little Tenderness by Otis Redding,7/18/2021,2999,otis redding,dame jessica ennis-hill
461,3284,Nature Boy by Nat King Cole,7/25/2021,3000,nat king cole,robert macfarlane
462,3284,The Ghost of O'Donahue by Johnny Flynn,7/25/2021,3000,johnny flynn,robert macfarlane
463,3284,California Dreamin' by The Mamas & the Papas,7/25/2021,3000,the mamas & the papas,robert macfarlane
464,3284,Birdhouse In Your Soul by They Might Be Giants,7/25/2021,3000,they might be giants,robert macfarlane
465,3284,Blessing by The Lost Words,7/25/2021,3000,the lost words,robert macfarlane
467,3284,The Swimming Song by Loudon Wainwright III,7/25/2021,3000,loudon wainwright iii,robert macfarlane
468,3284,Quartet for the End of Time by Olivier Messiaen,7/25/2021,3000,olivier messiaen,robert macfarlane
469,3285,Jump Around by House of Pain,1/8/2021,3001,house of pain,nazir afzal
470,3285,This Woman's Work by Kate Bush,1/8/2021,3001,kate bush,nazir afzal
474,3285,Woman in Chains by Tears For Fears With Oleta Adams,1/8/2021,3001,tears for fears with oleta adams,nazir afzal
475,3285,One by Mary J. Blige & U2,1/8/2021,3001,mary j. blige & u2,nazir afzal
476,3285,Talkin' Bout A Revolution by Tracy Chapman,1/8/2021,3001,tracy chapman,nazir afzal
477,3277,Wing Commander Hancock by Tony Hancock and Kenneth Williams,6/6/2021,2993,tony hancock and kenneth williams,heather hallett
478,3257,Muezzin Call To Prayer by David Fanshawe,6/12/2020,2974,david fanshawe,professor sir jeremy farrar
479,3262,Tonight Will Be Fine by Teddy Thompson,1/17/2021,2978,teddy thompson,samantha power
0,1,The Marriage of Figaro / Duettino - Sull'aria by Lorenzo Da Ponte,2/21/2020,1160,lorenzo da ponte,ian wright
1,1,Looking For You by Kirk Franklin,2/21/2020,1160,kirk franklin,ian wright
2,1,River Deep - Mountain High by Ike & Tina Turner,2/21/2020,1160,tina turner,ian wright
3,1,Redemption Song by Bob Marley & The Wailers,2/21/2020,1160,bob marley,ian wright
5,1,Endlessly by Randy Crawford,2/21/2020,1160,randy crawford,ian wright
7,1,Just Fine by Mary J. Blige,2/21/2020,1160,mary j blige,ian wright
8,2,Where Am I Going? by Barbra Streisand,2/14/2020,2940,barbra streisand,zoe ball
10,2,Righteous by Ocean Wisdom,2/14/2020,2940,ocean wisdom,zoe ball
11,2,Shoot You Down by The Stone Roses,2/14/2020,2940,the stone roses,zoe ball
12,2,Love Having You Around by First Choice,2/14/2020,2940,first choice,zoe ball
13,2,Do I Love You (Indeed I Do) by Frank Wilson,2/14/2020,2940,frank wilson,zoe ball
14,2,Truth by Kamasi Washington,2/14/2020,2940,kamasi washington,zoe ball
15,2,You Can't Always Get What You Want by The Rolling Stones,2/14/2020,2940,the rolling stones,zoe ball
16,3,I've Known Rivers by Gary Bartz & NTU Troop,2/7/2020,2667,gary bartz ntu troop,sonita alleyne
17,3,Les Fleurs by Minnie Riperton,2/7/2020,2667,minnie riperton,sonita alleyne
18,3,Key To The World by L J Reynolds,2/7/2020,2667,l j reynolds,sonita alleyne
19,3,Martha by Tom Waits,2/7/2020,2667,tom waits,sonita alleyne
20,3,Tennessee by Arrested Development,2/7/2020,2667,arrested development,sonita alleyne
22,3,Last Train to Clarksville by Cassandra Wilson,2/7/2020,2667,cassandra wilson,sonita alleyne
23,3,Swing Low Sweet Chariot by Marvin 'Hannibal' Peterson,2/7/2020,2667,marvin hannibal peterson,sonita alleyne
24,4,"Brahms Intermezzos: Op. 117, No.1 by Johannes Brahms",1/31/2020,134,johannes brahms,anne enright
25,4,Jersey Girl by Tom Waits,1/31/2020,134,tom waits,anne enright
26,4,A Case Of You by Joni Mitchell,1/31/2020,134,joni mitchell,anne enright
27,4,Then You'll Remember Me by De Dannan,1/31/2020,134,de dannan,anne enright
28,4,The Man Comes Around by Johnny Cash,1/31/2020,134,johnny cash,anne enright
29,4,Hiawatha by Laurie Anderson,1/31/2020,134,laurie anderson,anne enright
30,4,Tower of Song by Leonard Cohen,1/31/2020,134,leonard cohen,anne enright
31,4,Soave sia il vento by Wolfgang Amadeus Mozart,1/31/2020,134,wolfgang amadeus mozart,anne enright
32,5,Dare to Dream by John Farnham,1/24/2020,557,john farnham,dame sue campbell
33,5,Music Of My Heart by Gloria Estefan And *N SYNC,1/24/2020,557,gloria estefan,dame sue campbell
34,5,Land Of Hope And Glory by Edward Elgar,1/24/2020,557,edward elgar,dame sue campbell
35,5,I Dreamed A Dream by Susan Boyle,1/24/2020,557,susan boyle,dame sue campbell
36,5,The Wind Beneath My Wings by Bette Midler,1/24/2020,557,bette midler,dame sue campbell
37,5,Proud by Heather Small,1/24/2020,557,heather small,dame sue campbell
38,5,One Moment in Time by Whitney Houston,1/24/2020,557,whitney houston,dame sue campbell
39,5,Reach Out and Touch (Somebody's Hand) by Diana Ross,1/24/2020,557,diana ross,dame sue campbell
40,6,I Want You Back by The Jackson 5,1/17/2020,1859,the jackson 5,michael lewis
42,6,Stairway To Heaven by Led Zeppelin,1/17/2020,1859,led zeppelin,michael lewis
43,6,Barcelona by Freddie Mercury,1/17/2020,1859,freddie mercury,michael lewis
44,6,Romeo and Juliet by Dire Straits,1/17/2020,1859,dire straits,michael lewis
45,6,Losing My Religion by R.E.M.,1/17/2020,1859,r e m,michael lewis
46,6,Better Man by Pearl Jam,1/17/2020,1859,pearl jam,michael lewis
49,7,You've Changed by Billie Holiday,1/10/2020,2436,billie holiday,rupert everett
50,7,Feed The Birds (Tuppence A Bag) by Julie Andrews,1/10/2020,2436,julie andrews,rupert everett
51,7,Ghost Town by The Specials,1/10/2020,2436,the specials,rupert everett
52,7,Being Boring by Pet Shop Boys,1/10/2020,2436,pet shop boys,rupert everett
53,7,Desafinado by Stan Getz,1/10/2020,2436,stan getz,rupert everett
54,7,"Parsifal - Prelude, Act 1 by Richard Wagner",1/10/2020,2436,richard wagner,rupert everett
56,8,The Whole of the Moon by The Waterboys,12/27/2019,2694,the waterboys,stephen merchant
59,8,Regulate (Jammin' Remix) by Warren G,12/27/2019,2694,warren g,stephen merchant
60,8,Thunder Road by Bruce Springsteen,12/27/2019,2694,bruce springsteen,stephen merchant
61,8,A Case Of You by Joni Mitchell,12/27/2019,2694,joni mitchell,stephen merchant
