,episode_ref,track_name,trackNo,favourite,artist,disc,date,name,castaway_ref,std_artist,std_disc,std_name,disc_ref
7982,999,Nutcracker ballet - Act  2 Pas de deux by Pyotr Ilyich Tchaikovsky,6,0,,,8/9/1996,,429,pyotr ilyich tchaikovsky,pyotr ilyich tchaikovsky  #  pas de deux,chili bouchier,9750
7983,999,The Third Man Theme by Anton Karas,7,0,,,8/9/1996,,429,anton karas,anton karas  #  the third man theme,chili bouchier,451
7984,999,O Sole Mio by The Three Tenors,8,0,,,8/9/1996,,429,the three tenors,the three tenors  #  o sole mio,chili bouchier,12205
7985,1000,When I Fall In Love by Nat King Cole,1,1,,,1/19/1996,,1313,nat king cole,nat king cole  #  when i fall in love,jimmy mcgovern,8636
7986,1000,Pittsburgh Pennsylvania by Guy Mitchell,2,0,,,1/19/1996,,1313,guy mitchell,guy mitchell  #  pittsburgh pennsylvania,jimmy mcgovern,4997
7987,1000,You'll Never Walk Alone by Gerry & the Pacemakers,3,0,,,1/19/1996,,1313,gerry the pacemakers,gerry the pacemakers  #  you ll never walk alone,jimmy mcgovern,4617
7988,1000,Sorrow by The Merseys,4,0,,,1/19/1996,,1313,the merseys,the merseys  #  sorrow,jimmy mcgovern,11928
7989,1000,"Another Brick In The Wall, Part 2 by Pink Floyd",5,0,,,1/19/1996,,1313,pink floyd,pink floyd  #  another brick in the wall part 2,jimmy mcgovern,9634
7990,1000,Theme From Brookside by Dave Roylance / Steve Wright,6,0,,,1/19/1996,,1313,dave roylance steve wright,dave roylance steve wright  #  brookside,jimmy mcgovern,2427
7991,1000,Chattanooga Choo Choo by Glenn Miller Orchestra,7,0,,,1/19/1996,,1313,glenn miller,glenn miller  #  chattanooga choo choo,jimmy mcgovern,4811
7992,1000,Come On Eileen by Dexys Midnight Runners,8,0,,,1/19/1996,,1313,dexys midnight runners,dexys midnight runners  #  come on,jimmy mcgovern,2562
7993,1001,"Concerto for Four Violins in B minor, Op. 3/10 by Antonio Vivaldi",1,0,,,1/12/1996,,451,antonio vivaldi,antonio vivaldi  #  concerto in b minor,christopher hampton,502
7994,1001,Clarinet Concerto in A major by Wolfgang Amadeus Mozart,2,0,,,1/12/1996,,451,wolfgang amadeus mozart,wolfgang amadeus mozart  #  clarinet concerto in a major,christopher hampton,13039
7995,1001,Love Is Strange by Buddy Holly,3,0,,,1/12/1996,,451,buddy holly,buddy holly  #  love is strange,christopher hampton,1609
7996,1001,String Quintet in C major by Franz Schubert,4,0,,,1/12/1996,,451,franz schubert,franz schubert  #  string quintet in c major,christopher hampton,4096
7997,1001,St Matthew Passion - Erbarme dich by Johann Sebastian Bach,5,1,,,1/12/1996,,451,johann sebastian bach,johann sebastian bach  #  st matthew passion,christopher hampton,6149
7998,1001,Angel Of The Morning by Juice Newton,6,0,,,1/12/1996,,451,juice newton,juice newton  #  angel of the morning,christopher hampton,6762
7999,1001,Satyagraha by Philip Glass,7,0,,,1/12/1996,,451,philip glass,philip glass  #  satyagraha,christopher hampton,9602
8000,1001,Requiem in D minor - Lacrymosa by Wolfgang Amadeus Mozart,8,0,,,1/12/1996,,451,wolfgang amadeus mozart,wolfgang amadeus mozart  #  requiem in d minor,christopher hampton,13120
8001,1002,A String Of Pearls by Glenn Miller,1,0,,,7/5/1996,,1556,glenn miller,glenn miller  #  a string of pearls,lady margaret tebbit,4807
8002,1002,"Ach, ich fühl's (from The Magic Flute) by Wolfgang Amadeus Mozart",2,0,,,7/5/1996,,1556,wolfgang amadeus mozart,wolfgang amadeus mozart  #  the magic flute,lady margaret tebbit,13160
8003,1002,Just An Old Fashioned Girl by Eartha Kitt,3,0,,,7/5/1996,,1556,eartha kitt,eartha kitt  #  just an old fashioned girl,lady margaret tebbit,2954
8004,1002,Morning Has Broken by Cat Stevens,4,0,,,7/5/1996,,1556,cat stevens,cat stevens  #  morning has broken,lady margaret tebbit,1788
8005,1002,God Be In My Head by Harry Secombe,5,0,,,7/5/1996,,1556,harry secombe,harry secombe  #  god be in my head,lady margaret tebbit,5111
8006,1002,Trumpet Voluntary by The Band of the Coldstream Guards,6,0,,,7/5/1996,,1556,the band,the band  #  trumpet voluntary,lady margaret tebbit,11463
8007,1002,My Way by Frank Sinatra,7,0,,,7/5/1996,,1556,frank sinatra,frank sinatra  #  my way,lady margaret tebbit,3901
8008,1002,Nocturne by Evert Taube,8,1,,,7/5/1996,,1556,evert taube,evert taube  #  nocturne,lady margaret tebbit,3566
8009,1003,Tell Me It's Not True by Petula Clark,1,0,,,12/29/1995,,2125,petula clark,petula clark  #  tell me its not true,petula clark,9559
8010,1003,Hen Wlad Fy Nhadau (Land Of My Fathers) by Morriston Orpheus Choir,2,0,,,12/29/1995,,2125,morriston orpheus choir,morriston orpheus choir  #  land of my fathers,petula clark,8477
8011,1003,No More I Love You's by Annie Lennox,3,0,,,12/29/1995,,2125,annie lennox,annie lennox  #  no more,petula clark,425
8012,1003,Symphony No 3 Symphony No 3 Opus 36 by Henryk Mikolaj Górecki,4,0,,,12/29/1995,,2125,henryk mikolaj gorecki,henryk mikolaj gorecki  #  symphony no 3,petula clark,5244
8013,1003,Birdland by Quincy Jones,5,0,,,12/29/1995,,2125,quincy jones,quincy jones  #  birdland,petula clark,9794
8014,1003,What A Fool Believes by The Doobie Brothers,6,0,,,12/29/1995,,2125,the doobie brothers,the doobie brothers  #  what a fool believes,petula clark,11709
8015,1003,Goldberg variations by Johann Sebastian Bach,7,0,,,12/29/1995,,2125,johann sebastian bach,johann sebastian bach  #  goldberg variations,petula clark,6100
8016,1003,Piano Concerto No. 21 in C major - 2nd movement by Wolfgang Amadeus Mozart,8,1,,,12/29/1995,,2125,wolfgang amadeus mozart,wolfgang amadeus mozart  #  piano concerto no 21 in c major,petula clark,13105
8017,1004,The Deadwood Stage (Whip-Crack-Away) by Doris Day,1,0,,,12/22/1995,,212,doris day,doris day  #  deadwood stage,barbara dickson,2776
8018,1004,Fantasia On A Theme By Thomas Tallis by Ralph Vaughan Williams,2,0,,,12/22/1995,,212,ralph vaughan williams,ralph vaughan williams  #  fantasia on a theme,barbara dickson,9843
8019,1004,Come All Ye Tramps And Hawkers by Jimmy MacBeath,3,0,,,12/22/1995,,212,jimmy macbeath,jimmy macbeath  #  come all ye tramps and hawkers,barbara dickson,5881
8020,1004,Rock 'n' Roll Doctor by Little Feat,4,0,,,12/22/1995,,212,little feat,little feat  #  rock n roll doctor,barbara dickson,7420
8021,1004,Don't Let Me Be Lonely Tonight by James Taylor,5,1,,,12/22/1995,,212,james taylor,james taylor  #  don t let me be lonely tonight,barbara dickson,5668
8022,1004,My Boomerang Won't Come Back by Charlie Drake,6,0,,,12/22/1995,,212,charlie drake,charlie drake  #  my boomerang won t come back,barbara dickson,1893
8023,1004,Dixie Flyer by Randy Newman,7,0,,,12/22/1995,,212,randy newman,randy newman  #  dixie flyer,barbara dickson,9887
8024,1004,The Irish Rover by The Pogues,8,0,,,12/22/1995,,212,the pogues,the pogues  #  the irish rover,barbara dickson,12011
8025,1005,The Way You Look Tonight by Peter Skellern,1,0,,,12/8/1995,,85,peter skellern,peter skellern  #  the way you look tonight,alison steadman,9542
8026,1005,Harlem Nocturne by Marty Gold & His Orchestra,2,0,,,12/8/1995,,85,marty gold his orchestra,marty gold his orchestra  #  harlem nocturne,alison steadman,8028
8027,1005,Imagine by John Lennon,3,0,,,12/8/1995,,85,john lennon,john lennon  #  imagine,alison steadman,6395
8028,1005,Bailero by English Chamber Orchestra,4,0,,,12/8/1995,,85,english chamber orchestra,english chamber orchestra  #  bailero,alison steadman,3380
8029,1005,Concierto De Aranjuez by John Williams,5,0,,,12/8/1995,,85,john williams,john williams  #  concierto de aranjuez,alison steadman,6493
8030,1005,E lucevan le stelle (from Tosca) by Giacomo Puccini,6,1,,,12/8/1995,,85,giacomo puccini,giacomo puccini  #  tosca,alison steadman,4671
8031,1005,Halfway To Paradise by Billy Fury,7,0,,,12/8/1995,,85,billy fury,billy fury  #  halfway to paradise,alison steadman,1199
8032,1005,Ev'ry Time We Say Goodbye by Ella Fitzgerald,8,0,,,12/8/1995,,85,ella fitzgerald,ella fitzgerald  #  ev ry time we say goodbye,alison steadman,3187
8033,1006,Daphnis and Chloe -Daybreak by Maurice Ravel,1,0,,,7/12/1996,,979,maurice ravel,maurice ravel  #  daphnis and chloe,george martin,8125
8034,1006,I Want To Hold Your Hand by The Beatles,2,0,,,7/12/1996,,979,the beatles,the beatles  #  i want to hold your hand,george martin,11527
8035,1006,Aftermyth of War by Peter Cook,3,0,,,7/12/1996,,979,peter cook,peter cook  #  aftermyth of war,george martin,9423
8036,1006,Oboe Quartet in F major by Wolfgang Amadeus Mozart,4,0,,,7/12/1996,,979,wolfgang amadeus mozart,wolfgang amadeus mozart  #  quartet in f major,george martin,13117
8037,1006,"Foggy, Foggy Dew by Benjamin Britten",5,0,,,7/12/1996,,979,benjamin britten,benjamin britten  #  foggy foggy dew,george martin,944
