Unique Identifier,episode_ref,track_name,date,decade,decade_episode,decade_episode_castaway_name,castaway_ref,std_artist,std_name
17151,2144,Pli selon pli by Pierre Boulez,11/9/1970,70,70-355,70-355-vilem tausky,2864,pierre boulez,vilem tausky
17136,2143,Sempre libera (from La traviata) by Giuseppe Verdi,11/16/1970,70,70-356,70-356-margaret powell,1734,giuseppe verdi,margaret powell
17137,2143,Vedi! le fosche (Anvil Chorus) (from Il trovatore) by Giuseppe Verdi,11/16/1970,70,70-357,70-357-margaret powell,1734,giuseppe verdi,margaret powell
17138,2143,Invitation To The Dance by Carl Maria von Weber,11/16/1970,70,70-358,70-358-margaret powell,1734,carl maria von weber,margaret powell
17139,2143,Valencia by Edmundo Ros and His Orchestra,11/16/1970,70,70-359,70-359-margaret powell,1734,edmundo ros and his orchestra,margaret powell
17140,2143,Orpheus in the Underworld by Jacques Offenbach,11/16/1970,70,70-360,70-360-margaret powell,1734,jacques offenbach,margaret powell
17141,2143,Solitude by Paul Robeson,11/16/1970,70,70-361,70-361-margaret powell,1734,paul robeson,margaret powell
17142,2143,Entry March of the Boyars,11/16/1970,70,70-362,70-362-margaret powell,1734,entry march of the boyars,margaret powell
17143,2143,Orchestral Suite No. 3 in D major by Johann Sebastian Bach,11/16/1970,70,70-363,70-363-margaret powell,1734,johann sebastian bach,margaret powell
17128,2142,Carmen Prelude by Georges Bizet,11/23/1970,70,70-364,70-364-david hughes,605,georges bizet,david hughes
17129,2142,"Angels Guard Thee by John McCormack, Fritz Kreisler",11/23/1970,70,70-365,70-365-david hughes,605,john mccormack,david hughes
17130,2142,Suo-Gân,11/23/1970,70,70-366,70-366-david hughes,605,suo gan,david hughes
17131,2142,Placido è il mar (from Idomeneno) by Wolfgang Amadeus Mozart,11/23/1970,70,70-367,70-367-david hughes,605,wolfgang amadeus mozart,david hughes
17132,2142,Werther Act 3 by Jules Massenet,11/23/1970,70,70-368,70-368-david hughes,605,jules massenet,david hughes
17133,2142,Marie Theres'! Hab' mir's gelobt (Act 3 Trio) (from Der Rosenkavalier) by Richard Strauss,11/23/1970,70,70-369,70-369-david hughes,605,richard strauss,david hughes
17134,2142,Otello Act 1 by Giuseppe Verdi,11/23/1970,70,70-370,70-370-david hughes,605,giuseppe verdi,david hughes
17135,2142,Requiem Mass by Giuseppe Verdi,11/23/1970,70,70-371,70-371-david hughes,605,giuseppe verdi,david hughes
17120,2141,Adagio in G Minor for Organ & Strings by Tomaso Giovanni Albinoni,11/30/1970,70,70-372,70-372-diana rigg,679,tomaso giovanni albinoni,diana rigg
17121,2141,In A Silent Way by Miles Davis,11/30/1970,70,70-373,70-373-diana rigg,679,miles davis,diana rigg
17122,2141,The Jewels of the Madonna by Ermanno Wolf-Ferrari,11/30/1970,70,70-374,70-374-diana rigg,679,ermanno wolf ferrari,diana rigg
17123,2141,Concerto for Flute & Harp in C Major by Wolfgang Amadeus Mozart,11/30/1970,70,70-375,70-375-diana rigg,679,wolfgang amadeus mozart,diana rigg
17124,2141,At A Secret Beach by Mikis Theodorakis,11/30/1970,70,70-376,70-376-diana rigg,679,mikis theodorakis,diana rigg
17125,2141,Symphony No. 5 by Carl Nielsen,11/30/1970,70,70-377,70-377-diana rigg,679,carl nielsen,diana rigg
17126,2141,What A Wonderful World by Louis Armstrong,11/30/1970,70,70-378,70-378-diana rigg,679,louis armstrong,diana rigg
17127,2141,Trois Gymnopédies - No. 1 by Erik Satie,11/30/1970,70,70-379,70-379-diana rigg,679,erik satie,diana rigg
17112,2140,Spring (ballet) (from I Vespri siciliani) by Giuseppe Verdi,12/7/1970,70,70-380,70-380-wally herbert,2885,giuseppe verdi,wally herbert
17113,2140,Brownskin Sugarplum by Blind Boy Fuller,12/7/1970,70,70-381,70-381-wally herbert,2885,blind boy fuller,wally herbert
17114,2140,Piano Concerto No. 20 in D minor by Wolfgang Amadeus Mozart,12/7/1970,70,70-382,70-382-wally herbert,2885,wolfgang amadeus mozart,wally herbert
17115,2140,Concerto  for Oboe and Violin in D minor by Johann Sebastian Bach,12/7/1970,70,70-383,70-383-wally herbert,2885,johann sebastian bach,wally herbert
17116,2140,Besame Mucho by Los Paraguayos,12/7/1970,70,70-384,70-384-wally herbert,2885,los paraguayos,wally herbert
17117,2140,Bourrée II by Johann Sebastian Bach,12/7/1970,70,70-385,70-385-wally herbert,2885,johann sebastian bach,wally herbert
17118,2140,Symphony No. 4 in E minor by Johannes Brahms,12/7/1970,70,70-386,70-386-wally herbert,2885,johannes brahms,wally herbert
17119,2140,Orchestral Suite No. 3 in D major - 2nd movement  (Air on a G string) by Johann Sebastian Bach,12/7/1970,70,70-387,70-387-wally herbert,2885,johann sebastian bach,wally herbert
17104,2139,Parted by Peter Dawson,12/14/1970,70,70-388,70-388-arthur lowe,194,peter dawson,arthur lowe
17105,2139,Love Is The Sweetest Thing by Al Bowlly,12/14/1970,70,70-389,70-389-arthur lowe,194,al bowlly,arthur lowe
17106,2139,At Last by Glenn Miller Orchestra,12/14/1970,70,70-390,70-390-arthur lowe,194,glenn miller,arthur lowe
17107,2139,Concerto symphonique No. 4 in D minor by Henry Litolff,12/14/1970,70,70-391,70-391-arthur lowe,194,henry litolff,arthur lowe
17108,2139,It's A Lovely Day Today by Shani Wallis & Jeff Warren,12/14/1970,70,70-392,70-392-arthur lowe,194,shani wallis jeff warren,arthur lowe
17109,2139,Concerto in C minor by Johann Sebastian Bach,12/14/1970,70,70-393,70-393-arthur lowe,194,johann sebastian bach,arthur lowe
17110,2139,La Mer by Claude Debussy,12/14/1970,70,70-394,70-394-arthur lowe,194,claude debussy,arthur lowe
17111,2139,Who Do You Think You Are Kidding Mr Hitler? by Bud Flanagan,12/14/1970,70,70-395,70-395-arthur lowe,194,bud flanagan,arthur lowe
17096,2138,Pokarekare Ana by The St Joseph's Maori Girls Choir,12/21/1970,70,70-396,70-396-ivan mauger,1184,the st joseph s maori girls choir,ivan mauger
17097,2138,The Lonely Bull by Herb Alpert & The Tijuana Brass,12/21/1970,70,70-397,70-397-ivan mauger,1184,herb alpert,ivan mauger
17098,2138,Distant Drums by Jim Reeves,12/21/1970,70,70-398,70-398-ivan mauger,1184,jim reeves,ivan mauger
17099,2138,Chitty Chitty Bang Bang by Dick Van Dyke,12/21/1970,70,70-399,70-399-ivan mauger,1184,dick van dyke,ivan mauger
17100,2138,Consider Yourself,12/21/1970,70,70-400,70-400-ivan mauger,1184,consider yourself,ivan mauger
17101,2138,I Don't Believe In If Anymore by Roger Whittaker,12/21/1970,70,70-401,70-401-ivan mauger,1184,roger whittaker,ivan mauger
17102,2138,Ring Of Fire by Johnny Cash,12/21/1970,70,70-402,70-402-ivan mauger,1184,johnny cash,ivan mauger
17103,2138,Tijuana Taxi by Herb Alpert & The Tijuana Brass,12/21/1970,70,70-403,70-403-ivan mauger,1184,herb alpert,ivan mauger
17088,2137,"Mars (The Bringer of War) From The Planets ‚Äì Suite, op.32 by Gustav Holst",12/28/1970,70,70-404,70-404-quentin poole,2203,gustav holst,quentin poole
17089,2137,"Remember not, Lord, our offences by Henry Purcell",12/28/1970,70,70-405,70-405-quentin poole,2203,henry purcell,quentin poole
17090,2137,"Flute Sonata No. 2 in E flat major, BWV 1031 by Johann Sebastian Bach",12/28/1970,70,70-406,70-406-quentin poole,2203,johann sebastian bach,quentin poole
17091,2137,Sea Symphony by Ralph Vaughan Williams,12/28/1970,70,70-407,70-407-quentin poole,2203,ralph vaughan williams,quentin poole
17092,2137,Flute Concerto No. 2 in D major by Wolfgang Amadeus Mozart,12/28/1970,70,70-408,70-408-quentin poole,2203,wolfgang amadeus mozart,quentin poole
17093,2137,The Oxford Elegy by Ralph Vaughan Williams,12/28/1970,70,70-409,70-409-quentin poole,2203,ralph vaughan williams,quentin poole
17094,2137,Deep Purple by The Scholars,12/28/1970,70,70-410,70-410-quentin poole,2203,the scholars,quentin poole
17095,2137,Mariner man (from Façade) by William Walton,12/28/1970,70,70-411,70-411-quentin poole,2203,william walton,quentin poole
17080,2136,Mack the Knife by Louis Armstrong,1/4/1971,70,70-412,70-412-sacha distel,2451,louis armstrong,sacha distel
17081,2136,Parker's Mood by Charlie Parker,1/4/1971,70,70-413,70-413-sacha distel,2451,charlie parker,sacha distel
17082,2136,La Valse by Maurice Ravel,1/4/1971,70,70-414,70-414-sacha distel,2451,maurice ravel,sacha distel
17083,2136,Israel by Miles Davis and His Orchestra,1/4/1971,70,70-415,70-415-sacha distel,2451,miles davis,sacha distel
17084,2136,Georgia On My Mind by Ray Charles and His Orchestra,1/4/1971,70,70-416,70-416-sacha distel,2451,ray charles,sacha distel
17085,2136,People by Dionne Warwick,1/4/1971,70,70-417,70-417-sacha distel,2451,dionne warwick,sacha distel
17086,2136,To Wait For Love by Sacha Distel,1/4/1971,70,70-418,70-418-sacha distel,2451,sacha distel,sacha distel
17087,2136,Only The Lonely by Frank Sinatra,1/4/1971,70,70-419,70-419-sacha distel,2451,frank sinatra,sacha distel
17072,2135,Act 4 Duet (from La Bohème) by Giacomo Puccini,1/11/1971,70,70-420,70-420-james fitton,1237,giacomo puccini,james fitton
17073,2135,Sinfonia Concertante in E flat major by Wolfgang Amadeus Mozart,1/11/1971,70,70-421,70-421-james fitton,1237,wolfgang amadeus mozart,james fitton
17074,2135,"Nocturne in E minor, Op. 72",1/11/1971,70,70-422,70-422-james fitton,1237,nocturne in e minor op 72,james fitton
17075,2135,The Firebird by Igor Stravinsky,1/11/1971,70,70-423,70-423-james fitton,1237,igor stravinsky,james fitton
17076,2135,"Quartet for Flute & Strings No. 1 in D major, K285 by Wolfgang Amadeus Mozart",1/11/1971,70,70-424,70-424-james fitton,1237,wolfgang amadeus mozart,james fitton
17077,2135,Thou That Sitteth At The Right Hand Of God The Father by Johann Sebastian Bach,1/11/1971,70,70-425,70-425-james fitton,1237,johann sebastian bach,james fitton
17078,2135,St James' Infirmary by Louis Armstrong and His Savoy Ballroom Five,1/11/1971,70,70-426,70-426-james fitton,1237,louis armstrong,james fitton
17079,2135,Adagio in G Minor for Organ & Strings by Tomaso Albinoni & Remo Giazotto,1/11/1971,70,70-427,70-427-james fitton,1237,tomaso albinoni remo giazotto,james fitton
17064,2134,I Vespri siciliani Act 5 by Giuseppe Verdi,1/18/1971,70,70-428,70-428-robert bolt,2311,giuseppe verdi,robert bolt
17065,2134,Way Down Yonder in New Orleans by Dutch Swing College Band,1/18/1971,70,70-429,70-429-robert bolt,2311,dutch swing college band,robert bolt
17066,2134,Clarinet Quintet in A major by Wolfgang Amadeus Mozart,1/18/1971,70,70-430,70-430-robert bolt,2311,wolfgang amadeus mozart,robert bolt
17067,2134,Underneath The Arches by Flanagan and Allen,1/18/1971,70,70-431,70-431-robert bolt,2311,flanagan and allen,robert bolt
17068,2134,Zadok the Priest by George Frideric Handel,1/18/1971,70,70-432,70-432-robert bolt,2311,george frideric handel,robert bolt
17069,2134,Concerto for Two Violins in D minor by Johann Sebastian Bach,1/18/1971,70,70-433,70-433-robert bolt,2311,johann sebastian bach,robert bolt
17070,2134,Missa brevis in D major by Benjamin Britten,1/18/1971,70,70-434,70-434-robert bolt,2311,benjamin britten,robert bolt
17071,2134,Stars and Stripes Forever by Fairey & Fodens Massed Bands,1/18/1971,70,70-435,70-435-robert bolt,2311,massed bands,robert bolt
17056,2133,Serenade To Music by Ralph Vaughan Williams,1/25/1971,70,70-436,70-436-madame lilian stiles allen,1705,ralph vaughan williams,madame lilian stiles allen
17057,2133,Rhapsody in Blue by George Gershwin,1/25/1971,70,70-437,70-437-madame lilian stiles allen,1705,george gershwin,madame lilian stiles allen
17058,2133,Lazy Afternoon by Julie Andrews,1/25/1971,70,70-438,70-438-madame lilian stiles allen,1705,julie andrews,madame lilian stiles allen
17059,2133,Symphony No. 8 in B minor 'Unfinished' by Franz Schubert,1/25/1971,70,70-439,70-439-madame lilian stiles allen,1705,franz schubert,madame lilian stiles allen
17060,2133,Vissi d'arte (from Tosca) by Giacomo Puccini,1/25/1971,70,70-440,70-440-madame lilian stiles allen,1705,giacomo puccini,madame lilian stiles allen
17061,2133,Ständchen (from Schwanengesang) by Franz Schubert,1/25/1971,70,70-441,70-441-madame lilian stiles allen,1705,franz schubert,madame lilian stiles allen
17062,2133,Liebestod (from Tristan und Isolde),1/25/1971,70,70-442,70-442-madame lilian stiles allen,1705,richard wagner,madame lilian stiles allen
17063,2133,Hallelujah Chorus (from Messiah) by George Frideric Handel,1/25/1971,70,70-443,70-443-madame lilian stiles allen,1705,george frideric handel,madame lilian stiles allen
17048,2132,Stevedore Stomp by Duke Ellington & His Orchestra,2/1/1971,70,70-444,70-444-laurie lee,1568,duke ellington,laurie lee
17049,2132,Seguidillas by Niño Ricardo,2/1/1971,70,70-445,70-445-laurie lee,1568,nino ricardo,laurie lee
17050,2132,Bells Of Bethlehem by Victoria De Los Angeles & Renata Tarrago,2/1/1971,70,70-446,70-446-laurie lee,1568,victoria de los angeles,laurie lee
17051,2132,Lachrimae Antiquae by Julian Bream,2/1/1971,70,70-447,70-447-laurie lee,1568,julian bream,laurie lee
17052,2132,"Nocturne in B flat minor, Op. 9/1",2/1/1971,70,70-448,70-448-laurie lee,1568,nocturne in b flat minor op 9 1,laurie lee
17053,2132,Isn't it a Pity? by George Harrison,2/1/1971,70,70-449,70-449-laurie lee,1568,george harrison,laurie lee
17054,2132,"String Quartet No. 15 in A minor, Op. 132 by Ludwig van Beethoven",2/1/1971,70,70-450,70-450-laurie lee,1568,ludwig van beethoven,laurie lee
17055,2132,Partita for Solo Violin No. 2 in D minor - 5th movement by Johann Sebastian Bach,2/1/1971,70,70-451,70-451-laurie lee,1568,johann sebastian bach,laurie lee
17040,2131,Je Tire Ma Reverence by Jean Sablon,2/8/1971,70,70-452,70-452-alan keith,42,jean sablon,alan keith
17041,2131,Violin Concerto in B Minor by Edward Elgar,2/8/1971,70,70-453,70-453-alan keith,42,edward elgar,alan keith
17042,2131,Symphonie Fantastique by Hector Berlioz,2/8/1971,70,70-454,70-454-alan keith,42,hector berlioz,alan keith
17043,2131,"The Surrey With the Fringe on Top by Gordon Macrae, Shirley Jones, Charlotte Greenwood",2/8/1971,70,70-455,70-455-alan keith,42,shirley jones,alan keith
17044,2131,Jerusalem by Hubert Parry,2/8/1971,70,70-456,70-456-alan keith,42,hubert parry,alan keith
17045,2131,Là ci darem la mano (from Don Giovanni) by Wolfgang Amadeus Mozart,2/8/1971,70,70-457,70-457-alan keith,42,wolfgang amadeus mozart,alan keith
17046,2131,Symphony No. 5 in C minor by Ludwig van Beethoven,2/8/1971,70,70-458,70-458-alan keith,42,ludwig van beethoven,alan keith
17047,2131,Miserere by Roy Goodman,2/8/1971,70,70-459,70-459-alan keith,42,roy goodman,alan keith
17032,2130,The North Star March by Hammond Sauce Works Band,2/15/1971,70,70-460,70-460-harvey smith,1084,hammond sauce works band,harvey smith
17033,2130,The Fool On The Hill by Shirley Bassey,2/15/1971,70,70-461,70-461-harvey smith,1084,shirley bassey,harvey smith
17034,2130,We'll Keep A Welcome by Lyrian Singers,2/15/1971,70,70-462,70-462-harvey smith,1084,lyrian singers,harvey smith
17035,2130,Quando Quando Quando by Marino Marini ed il suo Quartetto,2/15/1971,70,70-463,70-463-harvey smith,1084,marino marini ed il suo quartetto,harvey smith
17036,2130,On The Street Where You Live by The Band of the Welsh Guards,2/15/1971,70,70-464,70-464-harvey smith,1084,the band,harvey smith
17037,2130,Somewhere My Love (Lara's Theme) by Maurice Jarre,2/15/1971,70,70-465,70-465-harvey smith,1084,maurice jarre,harvey smith
17038,2130,Serenade by Mario Lanza,2/15/1971,70,70-466,70-466-harvey smith,1084,mario lanza,harvey smith
17039,2130,On Ilkla Moor Baht 'at by Muriel George,2/15/1971,70,70-467,70-467-harvey smith,1084,muriel george,harvey smith
17024,2129,Mock Morris by Percy Grainger,2/22/1971,70,70-468,70-468-wendy craig,2896,percy grainger,wendy craig
17025,2129,A Shropshire Lad by George Butterworth,2/22/1971,70,70-469,70-469-wendy craig,2896,george butterworth,wendy craig
17026,2129,Middlesex by Sir John Betjeman,2/22/1971,70,70-470,70-470-wendy craig,2896,sir john betjeman,wendy craig
17027,2129,Serenade for Strings In E minor by Edward Elgar,2/22/1971,70,70-471,70-471-wendy craig,2896,edward elgar,wendy craig
17028,2129,Joyeuse marche by Emmanuel Chabrier,2/22/1971,70,70-472,70-472-wendy craig,2896,emmanuel chabrier,wendy craig
17029,2129,Violin Concerto in A minor by Alexander Glazunov,2/22/1971,70,70-473,70-473-wendy craig,2896,alexander glazunov,wendy craig
17030,2129,Petronella by Jimmy Shand and His Band,2/22/1971,70,70-474,70-474-wendy craig,2896,jimmy shand,wendy craig
17031,2129,Oboe Concerto in C by Cimarosa/Benjamin,2/22/1971,70,70-475,70-475-wendy craig,2896,cimarosa benjamin,wendy craig
17016,2128,Jamunaketeer by Ustad Abdul Karim Khan,3/1/1971,70,70-476,70-476-ravi shankar,2224,ustad abdul karim khan,ravi shankar
17017,2128,Perpetual Motion (Perpetuum mobile),3/1/1971,70,70-477,70-477-ravi shankar,2224,perpetual motion perpetuum mobile,ravi shankar
17018,2128,Harpsichord Sonata in D minor by Domenico Scarlatti,3/1/1971,70,70-478,70-478-ravi shankar,2224,domenico scarlatti,ravi shankar
17019,2128,Concerto for Flute & Harp in C Major by Wolfgang Amadeus Mozart,3/1/1971,70,70-479,70-479-ravi shankar,2224,wolfgang amadeus mozart,ravi shankar
17020,2128,Scarborough Fair by Simon & Garfunkel,3/1/1971,70,70-480,70-480-ravi shankar,2224,simon garfunkel,ravi shankar
17021,2128,Worried Dream,3/1/1971,70,70-481,70-481-ravi shankar,2224,worried dream,ravi shankar
17022,2128,Fiesta En Sevilla by Paco Peña,3/1/1971,70,70-482,70-482-ravi shankar,2224,paco pena,ravi shankar
17023,2128,My Sweet Lord by George Harrison,3/1/1971,70,70-483,70-483-ravi shankar,2224,george harrison,ravi shankar
17008,2127,Leonora Overture No. 3 by Ludwig van Beethoven,3/8/1971,70,70-484,70-484-ludovic kennedy,1693,ludwig van beethoven,ludovic kennedy
17009,2127,Manhattan by Ella Fitzgerald,3/8/1971,70,70-485,70-485-ludovic kennedy,1693,ella fitzgerald,ludovic kennedy
17010,2127,Scotland The Brave by Scots Guards Massed Bands,3/8/1971,70,70-486,70-486-ludovic kennedy,1693,massed bands,ludovic kennedy
17011,2127,Giselle by Adolphe Adam,3/8/1971,70,70-487,70-487-ludovic kennedy,1693,adolphe adam,ludovic kennedy
17012,2127,Annie Laurie by Maxine Sullivan,3/8/1971,70,70-488,70-488-ludovic kennedy,1693,maxine sullivan,ludovic kennedy
17013,2127,Concerto in The Italian Style by Johann Sebastian Bach,3/8/1971,70,70-489,70-489-ludovic kennedy,1693,johann sebastian bach,ludovic kennedy
17014,2127,Liebestod (from Tristan und Isolde),3/8/1971,70,70-490,70-490-ludovic kennedy,1693,richard wagner,ludovic kennedy
17015,2127,Climax Rag by Chris Barber's Jazz Band,3/8/1971,70,70-491,70-491-ludovic kennedy,1693,chris barber,ludovic kennedy
17000,2126,Tales from the Vienna Woods,3/15/1971,70,70-492,70-492-patrick cargill,2037,johann strauss ii,patrick cargill
17001,2126,Is That All There Is? by Peggy Lee,3/15/1971,70,70-493,70-493-patrick cargill,2037,peggy lee,patrick cargill
17002,2126,Colonel Bogey by Mitch Miller & His Orchestra,3/15/1971,70,70-494,70-494-patrick cargill,2037,mitch miller his orchestra,patrick cargill
17003,2126,"I'll See You Again by Vanessa Lee, Roberto Cardinali",3/15/1971,70,70-495,70-495-patrick cargill,2037,vanessa lee,patrick cargill
17004,2126,This Is My Song by P. Chaplin,3/15/1971,70,70-496,70-496-patrick cargill,2037,p chaplin,patrick cargill
17005,2126,The Blood Donor (from Hancock's Half Hour) by Tony Hancock,3/15/1971,70,70-497,70-497-patrick cargill,2037,tony hancock,patrick cargill
17006,2126,Meditation by Frank Sinatra,3/15/1971,70,70-498,70-498-patrick cargill,2037,frank sinatra,patrick cargill
17007,2126,We'll Meet Again by The Ink Spots,3/15/1971,70,70-499,70-499-patrick cargill,2037,the ink spots,patrick cargill
16992,2125,Concerto for Two Violins in D minor by Johann Sebastian Bach,3/22/1971,70,70-500,70-500-sir louis gluckstein,2600,johann sebastian bach,sir louis gluckstein
16993,2125,Symphony No. 4 in A major 'Italian' by Felix Mendelssohn,3/22/1971,70,70-501,70-501-sir louis gluckstein,2600,felix mendelssohn,sir louis gluckstein
16994,2125,"Variations on an Original Theme, Op. 36: Variation IX ""Nimrod"" by Edward Elgar",3/22/1971,70,70-502,70-502-sir louis gluckstein,2600,edward elgar,sir louis gluckstein
16995,2125,When all night long a chap remains (from Iolanthe) by Arthur Sullivan,3/22/1971,70,70-503,70-503-sir louis gluckstein,2600,arthur sullivan,sir louis gluckstein
16996,2125,Violin Concerto No. 1 in G minor by Max Bruch,3/22/1971,70,70-504,70-504-sir louis gluckstein,2600,max bruch,sir louis gluckstein
16997,2125,Piano Concerto No. 1 in D minor by Johannes Brahms,3/22/1971,70,70-505,70-505-sir louis gluckstein,2600,johannes brahms,sir louis gluckstein
16998,2125,Liebestod (from Tristan und Isolde),3/22/1971,70,70-506,70-506-sir louis gluckstein,2600,richard wagner,sir louis gluckstein
16999,2125,Zadok the Priest by George Frideric Handel,3/22/1971,70,70-507,70-507-sir louis gluckstein,2600,george frideric handel,sir louis gluckstein
16984,2124,"Resurrection Shuffle by Ashton, Gardner & Dyke",3/29/1971,70,70-508,70-508-clodagh rodgers,489,ashton gardner dyke,clodagh rodgers
16985,2124,Watching and Waiting by The Moody Blues,3/29/1971,70,70-509,70-509-clodagh rodgers,489,the moody blues,clodagh rodgers
16986,2124,Mental Journey by Trini Lopez,3/29/1971,70,70-510,70-510-clodagh rodgers,489,trini lopez,clodagh rodgers
16987,2124,By The Time I Get To Phoenix by Glen Campbell,3/29/1971,70,70-511,70-511-clodagh rodgers,489,glen campbell,clodagh rodgers
16988,2124,Martha My Dear by The Beatles,3/29/1971,70,70-512,70-512-clodagh rodgers,489,the beatles,clodagh rodgers
16989,2124,Snowbird by Anne Murray,3/29/1971,70,70-513,70-513-clodagh rodgers,489,anne murray,clodagh rodgers
16991,2124,Also Sprach Zarathustra by Richard Strauss,3/29/1971,70,70-514,70-514-clodagh rodgers,489,richard strauss,clodagh rodgers
16976,2123,I'll Follow My Secret Heart by Yvonne Printemps,4/5/1971,70,70-515,70-515-peter daubeny,2097,yvonne printemps,peter daubeny
16977,2123,Lilacs Out Of The Dead Land by Manos Hadjidakis,4/5/1971,70,70-516,70-516-peter daubeny,2097,manos hadjidakis,peter daubeny
16978,2123,Vissi d'arte (from Tosca) by Giacomo Puccini,4/5/1971,70,70-517,70-517-peter daubeny,2097,giacomo puccini,peter daubeny
16979,2123,Symphony No. 5 in E minor by Peter Ilyich Tchaikovsky,4/5/1971,70,70-518,70-518-peter daubeny,2097,pyotr ilyich tchaikovsky,peter daubeny
16980,2123,Borsalino (Theme From Film) by Claude Bolling,4/5/1971,70,70-519,70-519-peter daubeny,2097,claude bolling,peter daubeny
16981,2123,Ev'ry Time We Say Goodbye by Ella Fitzgerald,4/5/1971,70,70-520,70-520-peter daubeny,2097,ella fitzgerald,peter daubeny
16982,2123,Symphony No. 1 in E minor by Jean Sibelius,4/5/1971,70,70-521,70-521-peter daubeny,2097,jean sibelius,peter daubeny
16983,2123,London Pride by Noël Coward,4/5/1971,70,70-522,70-522-peter daubeny,2097,noel coward,peter daubeny
16968,2122,I Say A Little Prayer by Dionne Warwick,4/12/1971,70,70-523,70-523-geoff boycott,956,dionne warwick,geoff boycott
16969,2122,Twelfth Of Never by Johnny Mathis,4/12/1971,70,70-524,70-524-geoff boycott,956,johnny mathis,geoff boycott
16970,2122,If I Had A Hammer by Trini Lopez,4/12/1971,70,70-525,70-525-geoff boycott,956,trini lopez,geoff boycott
16971,2122,Rhapsody on a Theme of Paganini by Sergey Rachmaninov,4/12/1971,70,70-526,70-526-geoff boycott,956,sergey rachmaninov,geoff boycott
16972,2122,Yesterday by The Beatles,4/12/1971,70,70-527,70-527-geoff boycott,956,the beatles,geoff boycott
16973,2122,Somewhere by Reri Grist,4/12/1971,70,70-528,70-528-geoff boycott,956,reri grist,geoff boycott
16974,2122,Nutcracker Suite - Dance of the Sugar Plum Fairy by Peter Ilyich Tchaikovsky,4/12/1971,70,70-529,70-529-geoff boycott,956,pyotr ilyich tchaikovsky,geoff boycott
16975,2122,My Way by Frank Sinatra,4/12/1971,70,70-530,70-530-geoff boycott,956,frank sinatra,geoff boycott
16960,2121,I Love You and Don't You Forget It by Perry Como,4/19/1971,70,70-531,70-531-mrs mills,1913,perry como,mrs mills
16961,2121,Somewhere My Love (Lara's Theme) by The Mike Sammes Singers,4/19/1971,70,70-532,70-532-mrs mills,1913,the mike sammes singers,mrs mills
16962,2121,My Very Good Friend the Milkman by Fats Waller and His Rhythm,4/19/1971,70,70-533,70-533-mrs mills,1913,fats waller,mrs mills
16963,2121,The Sewing Machine by Betty Hutton,4/19/1971,70,70-534,70-534-mrs mills,1913,betty hutton,mrs mills
16964,2121,Moonlight and Roses by Victor Silvester & His Ballroom Orchestra,4/19/1971,70,70-535,70-535-mrs mills,1913,victor silvester his ballroom orchestra,mrs mills
16966,2121,Theme from Match Of The Day by Barry Stoller,4/19/1971,70,70-536,70-536-mrs mills,1913,barry stoller,mrs mills
16967,2121,Poet and Peasant Overture by Franz von Suppé,4/19/1971,70,70-537,70-537-mrs mills,1913,franz von suppe,mrs mills
16952,2120,Sambre Et Meuse by Batteries Et Musique De La Garde République,4/26/1971,70,70-538,70-538-dr jonathan miller,740,batteries et musique de la garde republique,dr jonathan miller
16953,2120,"Der Hirt auf dem Felsen (The Shepherd on the Rock), D965 by Franz Schubert",4/26/1971,70,70-539,70-539-dr jonathan miller,740,franz schubert,dr jonathan miller
16954,2120,Sound the trumpet (from Birthday Ode 'Come ye sons of art away') by Henry Purcell,4/26/1971,70,70-540,70-540-dr jonathan miller,740,henry purcell,dr jonathan miller
16955,2120,"Immortal, Invisible, God Only Wise by Choir of St John’s College, Cambridge",4/26/1971,70,70-541,70-541-dr jonathan miller,740,"choir of st john’s college, cambridge",dr jonathan miller
16956,2120,Harpsichord Sonata in E major by Domenico Scarlatti,4/26/1971,70,70-542,70-542-dr jonathan miller,740,domenico scarlatti,dr jonathan miller
16957,2120,Goldberg variations by Johann Sebastian Bach,4/26/1971,70,70-543,70-543-dr jonathan miller,740,johann sebastian bach,dr jonathan miller
16958,2120,"String Quartet No. 13 in B flat major, Op. 130 by Ludwig van Beethoven",4/26/1971,70,70-544,70-544-dr jonathan miller,740,ludwig van beethoven,dr jonathan miller
16959,2120,Goodnight Irene by Lead Belly,4/26/1971,70,70-545,70-545-dr jonathan miller,740,lead belly,dr jonathan miller
16944,2119,Singin' in the Rain by Gene Kelly,5/3/1971,70,70-546,70-546-billie whitelaw,308,gene kelly,billie whitelaw
16945,2119,Symphony No. 7 in E major by Anton Bruckner,5/3/1971,70,70-547,70-547-billie whitelaw,308,anton bruckner,billie whitelaw
16946,2119,America by Chita Rivera,5/3/1971,70,70-548,70-548-billie whitelaw,308,chita rivera,billie whitelaw
16947,2119,Symphony No. 5 in E flat major by Jean Sibelius,5/3/1971,70,70-549,70-549-billie whitelaw,308,jean sibelius,billie whitelaw
16948,2119,Raindrops Keep Fallin' On My Head by Sacha Distel,5/3/1971,70,70-550,70-550-billie whitelaw,308,sacha distel,billie whitelaw
16949,2119,Sanctus and Benedictus by Les Troubadours du Roi Baudouin,5/3/1971,70,70-551,70-551-billie whitelaw,308,les troubadours du roi baudouin,billie whitelaw
16950,2119,I Concentrate On You by Frank Sinatra,5/3/1971,70,70-552,70-552-billie whitelaw,308,frank sinatra,billie whitelaw
