Id,Label,std_artist
60-3678,60-3678-billy russell,julie andrews
60-3679,60-3679-billy russell,george frideric handel
60-3680,60-3680-billy russell,aram khachaturian
60-3681,60-3681-billy russell,gracie fields
60-3682,60-3682-raymond postgate,wolfgang amadeus mozart
60-3683,60-3683-raymond postgate,james joyce
60-3684,60-3684-raymond postgate,george robey violet loraine
60-3685,60-3685-raymond postgate,wilfred owen
60-3686,60-3686-raymond postgate,lucienne boyer
60-3687,60-3687-raymond postgate,henry mancini his orchestra
60-3688,60-3688-raymond postgate,t s eliot
60-3689,60-3689-raymond postgate,hubert parry
60-3690,60-3690-barbara murray,frederick delius
60-3691,60-3691-barbara murray,richard wagner
60-3692,60-3692-barbara murray,treorchy male choir
60-3693,60-3693-barbara murray,rex harrison
60-3694,60-3694-barbara murray,bbc concert orchestra
60-3695,60-3695-barbara murray,dionne warwick
60-3696,60-3696-barbara murray,the beatles
60-3697,60-3697-barbara murray,giacomo puccini
60-3698,60-3698-richard baker,antonin dvorak
60-3699,60-3699-richard baker,frédéric chopin
60-3700,60-3700-richard baker,william shakespeare
60-3701,60-3701-richard baker,franz schubert
60-3702,60-3702-richard baker,ella shields
60-3703,60-3703-richard baker,richard strauss
60-3704,60-3704-richard baker,wolfgang amadeus mozart
60-3705,60-3705-richard baker,arthur sullivan
60-3706,60-3706-peggy mount,sergey rachmaninov
60-3707,60-3707-peggy mount,the bachelors
60-3708,60-3708-peggy mount,manuel the music of the mountains
60-3709,60-3709-peggy mount,sergei prokofiev
60-3710,60-3710-peggy mount,frank sinatra
60-3711,60-3711-peggy mount,pyotr ilyich tchaikovsky
60-3712,60-3712-peggy mount,judy garland
60-3713,60-3713-peggy mount,edvard grieg
60-3714,60-3714-dan maskell,mumenthaler and vreni pfyl rigibuebe landlerkapelle
60-3715,60-3715-dan maskell,george frideric handel
60-3716,60-3716-dan maskell,edward elgar
60-3717,60-3717-dan maskell,the band
60-3718,60-3718-dan maskell,julie andrews
60-3719,60-3719-dan maskell,richard addinsell
60-3720,60-3720-dan maskell,julie andrews
60-3721,60-3721-dan maskell,maurice ravel
60-3722,60-3722-sir paul gore booth,johann sebastian bach
60-3723,60-3723-sir paul gore booth,wolfgang amadeus mozart
60-3724,60-3724-sir paul gore booth,ludwig van beethoven
60-3725,60-3725-sir paul gore booth,giuseppe verdi
60-3726,60-3726-sir paul gore booth,johannes brahms
60-3727,60-3727-sir paul gore booth,johann strauss ii
60-3728,60-3728-sir paul gore booth,edythe wright
60-3729,60-3729-sir paul gore booth,robert schumann
60-3730,60-3730-lieutenant colonel c h jaeger,felix mendelssohn
60-3731,60-3731-lieutenant colonel c h jaeger,johann sebastian bach
60-3732,60-3732-lieutenant colonel c h jaeger,hubert parry
60-3733,60-3733-lieutenant colonel c h jaeger,johannes brahms
60-3734,60-3734-lieutenant colonel c h jaeger,edward elgar
60-3735,60-3735-lieutenant colonel c h jaeger,sergei prokofiev
60-3736,60-3736-lieutenant colonel c h jaeger,the band
60-3737,60-3737-lieutenant colonel c h jaeger,the band
60-3738,60-3738-sandy powell,ken dodd
60-3739,60-3739-sandy powell,bob newhart
60-3740,60-3740-sandy powell,camille saint saens
60-3741,60-3741-sandy powell,gracie fields
60-3742,60-3742-sandy powell,frank chacksfield his orchestra
60-3743,60-3743-sandy powell,morecambe & wise
60-3744,60-3744-sandy powell,silent night holy night
60-3745,60-3745-sandy powell,pyotr ilyich tchaikovsky
60-3746,60-3746-des wilson,prelude in a major op 287
60-3747,60-3747-des wilson,john rowles
60-3748,60-3748-des wilson,the scots guards
60-3749,60-3749-des wilson,john f kennedy
60-3750,60-3750-des wilson,bob dylan
60-3751,60-3751-des wilson,william shakespeare
60-3752,60-3752-des wilson,johannes brahms
60-3753,60-3753-des wilson,george frideric handel
60-3754,60-3754-professor asa briggs,william walton
60-3755,60-3755-professor asa briggs,wolfgang amadeus mozart
60-3756,60-3756-professor asa briggs,domenico scarlatti
60-3757,60-3757-professor asa briggs,claudio monteverdi
60-3758,60-3758-professor asa briggs,franz schubert
60-3759,60-3759-professor asa briggs,mighty sparrow
60-3760,60-3760-professor asa briggs,dmitry shostakovich
60-3761,60-3761-professor asa briggs,ludwig van beethoven
60-3762,60-3762-arthur askey,edvard grieg
60-3763,60-3763-arthur askey,julie andrews
60-3764,60-3764-arthur askey,alexander borodin
60-3765,60-3765-arthur askey,arthur askey
60-3766,60-3766-arthur askey,pyotr ilyich tchaikovsky
60-3767,60-3767-arthur askey,the beatles
60-3768,60-3768-arthur askey,sergey rachmaninov
60-3769,60-3769-arthur askey,val doonican
60-3770,60-3770-rosea kemp,the kingston trio
60-3771,60-3771-rosea kemp,ludwig van beethoven
60-3772,60-3772-rosea kemp,joan baez
60-3773,60-3773-rosea kemp,burl ives
60-3774,60-3774-rosea kemp,elaine derek
60-3775,60-3775-rosea kemp,eartha kitt
60-3776,60-3776-rosea kemp,george frideric handel
60-3777,60-3777-rosea kemp,richard beymer
60-3778,60-3778-bob braithwaite,johann strauss i
60-3779,60-3779-bob braithwaite,jim reeves
60-3780,60-3780-bob braithwaite,the scots guards
60-3781,60-3781-bob braithwaite,josef strauss
60-3782,60-3782-bob braithwaite,the band
60-3783,60-3783-bob braithwaite,johannes brahms
60-3784,60-3784-bob braithwaite,franz von suppe
60-3785,60-3785-bob braithwaite,silent night holy night
60-3786,60-3786-heather harper,pyotr ilyich tchaikovsky
60-3787,60-3787-heather harper,johann sebastian bach
60-3788,60-3788-heather harper,richard strauss
60-3789,60-3789-heather harper,gustav mahler
60-3790,60-3790-heather harper,ludwig van beethoven
60-3791,60-3791-heather harper,brunnhilde heilige braut from gotterdammerung
60-3792,60-3792-heather harper,jean sibelius
60-3793,60-3793-heather harper,william shakespeare
60-3794,60-3794-alan pegler,acker bilk
60-3795,60-3795-alan pegler,george frideric handel
60-3796,60-3796-alan pegler,christoph willibald gluck
60-3797,60-3797-alan pegler,no 44472 flying scotsman trackside sounds
60-3798,60-3798-alan pegler,joseph haydn
60-3799,60-3799-alan pegler,george frideric handel
60-3800,60-3800-alan pegler,franz von suppe
60-3801,60-3801-alan pegler,arthur sullivan
60-3802,60-3802-maurice jacobson,andre isoir
60-3803,60-3803-maurice jacobson,maurice ravel
60-3804,60-3804-maurice jacobson,shakespeare morley
60-3805,60-3805-maurice jacobson,igor stravinsky
60-3806,60-3806-maurice jacobson,gustav holst
60-3807,60-3807-maurice jacobson,orpington junior singers
60-3808,60-3808-maurice jacobson,ludwig van beethoven
60-3809,60-3809-maurice jacobson,kathleen ferrier
60-3810,60-3810-maggie fitzgibbon,frank sinatra
60-3811,60-3811-maggie fitzgibbon,polonaise in a major op 40 1 military
60-3812,60-3812-maggie fitzgibbon,noel coward
60-3813,60-3813-maggie fitzgibbon,giuseppe verdi
60-3814,60-3814-maggie fitzgibbon,alfred drake
60-3815,60-3815-maggie fitzgibbon,paul scofield
60-3816,60-3816-maggie fitzgibbon,graham smacka fitzgibbon
60-3817,60-3817-maggie fitzgibbon,pyotr ilyich tchaikovsky
60-3818,60-3818-lord david cecil,franz schubert
60-3819,60-3819-lord david cecil,piano sonata no 3 in b minor op 58
60-3820,60-3820-lord david cecil,johann strauss ii
60-3821,60-3821-lord david cecil,fred astaire
60-3822,60-3822-lord david cecil,giuseppe verdi
60-3823,60-3823-lord david cecil,gabriel faure
60-3824,60-3824-lord david cecil,wolfgang amadeus mozart
60-3825,60-3825-lord david cecil,johann sebastian bach
60-3826,60-3826-hylda baker,look to the rainbow
60-3827,60-3827-hylda baker,mario lanza
60-3828,60-3828-hylda baker,frankie howerd
60-3829,60-3829-hylda baker,giacomo puccini
60-3830,60-3830-hylda baker,supercalifragilisticexpialidocius from mary poppins
60-3831,60-3831-hylda baker,los paraguayos
60-3832,60-3832-hylda baker,shirley bassey
60-3833,60-3833-hylda baker,hylda baker
60-3834,60-3834-edward downes,george gershwin
60-3835,60-3835-edward downes,anton bruckner
60-3836,60-3836-edward downes,alexander borodin
60-3837,60-3837-edward downes,modest mussorgsky
60-3838,60-3838-edward downes,claude debussy
60-3839,60-3839-edward downes,madeleine grey
60-3840,60-3840-edward downes,william butler yeats
60-3841,60-3841-edward downes,richard wagner
60-3842,60-3842-angus wilson,nellie wallace
60-3843,60-3843-angus wilson,fats waller
60-3844,60-3844-angus wilson,alice faye
60-3845,60-3845-angus wilson,benjamin britten
60-3846,60-3846-angus wilson,carl maria von weber
60-3847,60-3847-angus wilson,felix mendelssohn
60-3848,60-3848-angus wilson,george frideric handel
60-3849,60-3849-angus wilson,wolfgang amadeus mozart
60-3850,60-3850-zena skinner,sergei prokofiev
60-3851,60-3851-zena skinner,harriet cohen
60-3852,60-3852-zena skinner,lizbeth webb
60-3853,60-3853-zena skinner,the mantovani orchestra
60-3854,60-3854-zena skinner,hubert parry
60-3855,60-3855-zena skinner,vanessa lee
60-3856,60-3856-zena skinner,herb alpert
60-3857,60-3857-zena skinner,peggy wood
60-3858,60-3858-mary wilson,frederick william faber
60-3859,60-3859-mary wilson,country dance players
60-3860,60-3860-mary wilson,peggy wood
60-3861,60-3861-mary wilson,andre ernest modeste gretry
60-3862,60-3862-mary wilson,giacomo puccini
60-3863,60-3863-mary wilson,jean sibelius
60-3864,60-3864-mary wilson,william shakespeare
60-3865,60-3865-mary wilson,charles francois gounod
60-3866,60-3866-l marsland gander,robert johnson
60-3867,60-3867-l marsland gander,savoy orpheans
60-3868,60-3868-l marsland gander,frédéric chopin
60-3869,60-3869-l marsland gander,arthur sullivan
60-3870,60-3870-l marsland gander,richard wagner
60-3871,60-3871-l marsland gander,jimmie rodgers
60-3872,60-3872-l marsland gander,noel coward
60-3873,60-3873-l marsland gander,henry wood
60-3874,60-3874-lady diana cooper,yvonne printemps
60-3875,60-3875-lady diana cooper,ludwig van beethoven
60-3876,60-3876-lady diana cooper,richard wagner
60-3877,60-3877-lady diana cooper,engelbert humperdinck
60-3878,60-3878-lady diana cooper,robert schumann
60-3879,60-3879-lady diana cooper,frédéric chopin
60-3880,60-3880-lady diana cooper,enrique granados
60-3881,60-3881-lady diana cooper,noel coward
60-3882,60-3882-jill bennett,wolfgang amadeus mozart
60-3883,60-3883-jill bennett,i left my heart in san francisco
60-3884,60-3884-jill bennett,dave brubeck
60-3885,60-3885-jill bennett,the supremes
60-3886,60-3886-jill bennett,richard strauss
60-3887,60-3887-jill bennett,fats waller
60-3888,60-3888-jill bennett,max miller
60-3889,60-3889-jill bennett,george frideric handel
60-3890,60-3890-sir alec rose,monica sinclair
60-3891,60-3891-sir alec rose,pyotr ilyich tchaikovsky
60-3892,60-3892-sir alec rose,lizbeth webb
60-3893,60-3893-sir alec rose,the melachrino strings
60-3894,60-3894-sir alec rose,louis armstrong
60-3895,60-3895-sir alec rose,hubert parry
60-3896,60-3896-sir alec rose,ludwig van beethoven
60-3897,60-3897-sir alec rose,eric rogers choir and orchestra
60-3898,60-3898-hetty king,frank sinatra
60-3899,60-3899-hetty king,tony martin
60-3900,60-3900-hetty king,jose collins
60-3901,60-3901-hetty king,paul robeson
60-3902,60-3902-hetty king,al read
60-3903,60-3903-hetty king,night and day
60-3904,60-3904-hetty king,harry secombe
60-3905,60-3905-hetty king,frankie vaughan
60-3906,60-3906-mary stewart,johann sebastian bach
60-3907,60-3907-mary stewart,wolfgang amadeus mozart
60-3908,60-3908-mary stewart,william shakespeare
60-3909,60-3909-mary stewart,giuseppe tartini
60-3910,60-3910-mary stewart,kathleen ferrier
60-3911,60-3911-mary stewart,johannes brahms
60-3912,60-3912-mary stewart,ludwig van beethoven
60-3913,60-3913-mary stewart,johann sebastian bach
60-3914,60-3914-dr elsie hall,domenico scarlatti
60-3915,60-3915-dr elsie hall,gabriel faure
60-3916,60-3916-dr elsie hall,ludwig van beethoven
60-3917,60-3917-dr elsie hall,johannes brahms
60-3918,60-3918-dr elsie hall,richard strauss
60-3919,60-3919-dr elsie hall,noel coward
60-3920,60-3920-dr elsie hall,richard strauss
60-3921,60-3921-dr elsie hall,johannes brahms
60-3922,60-3922-alvar lidell,emil nikolaus von reznicek
60-3923,60-3923-alvar lidell,barcarolle in f sharp major op 60
60-3924,60-3924-alvar lidell,ludwig van beethoven
60-3925,60-3925-alvar lidell,edvard grieg
60-3926,60-3926-alvar lidell,edward elgar
60-3927,60-3927-alvar lidell,gabriel faure
60-3928,60-3928-alvar lidell,franz schubert
60-3929,60-3929-alvar lidell,johannes brahms
60-3930,60-3930-nicolai gedda,don kosaken chor
60-3931,60-3931-nicolai gedda,giuseppe verdi
60-3932,60-3932-nicolai gedda,victoria de los angeles
60-3933,60-3933-nicolai gedda,giacomo puccini
60-3934,60-3934-nicolai gedda,franz lehar
60-3935,60-3935-nicolai gedda,vladimir troshin
60-3936,60-3936-nicolai gedda,mikis theodorakis
60-3937,60-3937-nicolai gedda,the beatles
60-3938,60-3938-virginia wade,sergey rachmaninov
60-3939,60-3939-virginia wade,dylan thomas
60-3940,60-3940-virginia wade,johann sebastian bach
60-3941,60-3941-virginia wade,johannes brahms
60-3942,60-3942-virginia wade,cheek to cheek
60-3943,60-3943-virginia wade,dmitry shostakovich
60-3944,60-3944-virginia wade,joan baez
60-3945,60-3945-virginia wade,ludwig van beethoven
60-3946,60-3946-ginger rogers,harry james and his orchestra
60-3947,60-3947-ginger rogers,edward elgar
60-3948,60-3948-ginger rogers,pyotr ilyich tchaikovsky
60-3949,60-3949-ginger rogers,my one and only highland fling from the barkleys of broadway
60-3950,60-3950-ginger rogers,erno dohnanyi
60-3951,60-3951-ginger rogers,george enescu
60-3952,60-3952-ginger rogers,edouard lalo
60-3953,60-3953-ginger rogers,mchenry boatwright
60-3954,60-3954-antonia fraser,giuseppe verdi
60-3955,60-3955-antonia fraser,gioachino rossini
60-3956,60-3956-antonia fraser,charles trenet
60-3957,60-3957-antonia fraser,giuseppe verdi
60-3958,60-3958-antonia fraser,andy stewart
60-3959,60-3959-antonia fraser,richard wagner
60-3960,60-3960-antonia fraser,johannes brahms
60-3961,60-3961-antonia fraser,ludwig van beethoven
60-3962,60-3962-stanford robinson,leslie hutch hutchinson
60-3963,60-3963-stanford robinson,nikolai rimsky korsakov
60-3964,60-3964-stanford robinson,frederick delius
60-3965,60-3965-stanford robinson,noel coward
60-3966,60-3966-stanford robinson,william shakespeare
60-3967,60-3967-stanford robinson,maurice ravel
60-3968,60-3968-stanford robinson,fenella fielding
60-3969,60-3969-stanford robinson,jules massenet
60-3970,60-3970-john trevelyan,johann sebastian bach
60-3971,60-3971-john trevelyan,kathleen ferrier
60-3972,60-3972-john trevelyan,ludwig van beethoven
60-3973,60-3973-john trevelyan,george frideric handel
60-3974,60-3974-john trevelyan,oscar peterson
60-3975,60-3975-john trevelyan,franz schubert
60-3976,60-3976-john trevelyan,king s college chapel choir
60-3977,60-3977-john trevelyan,johannes brahms
60-3978,60-3978-evelyn laye,frederick delius
60-3979,60-3979-evelyn laye,claude debussy
60-3980,60-3980-evelyn laye,noel coward
60-3981,60-3981-evelyn laye,wolfgang amadeus mozart
60-3982,60-3982-evelyn laye,george gershwin
60-3983,60-3983-evelyn laye,winston churchill
60-3984,60-3984-evelyn laye,johann sebastian bach
60-3985,60-3985-evelyn laye,pyotr ilyich tchaikovsky
60-3986,60-3986-kenneth more,thunder and lightning polka
60-3987,60-3987-kenneth more,esther phillips
60-3988,60-3988-kenneth more,sergey rachmaninov
60-3989,60-3989-kenneth more,max miller
60-3990,60-3990-kenneth more,keely smith
60-3991,60-3991-kenneth more,felix mendelssohn
60-3992,60-3992-kenneth more,frank sinatra
60-3993,60-3993-kenneth more,antonin dvorak
60-3994,60-3994-leonard henry,george frideric handel
60-3995,60-3995-leonard henry,rawicz and landauer
60-3996,60-3996-leonard henry,judy garland
60-3997,60-3997-leonard henry,peter sellers
60-3998,60-3998-leonard henry,fritz kreisler
60-3999,60-3999-leonard henry,nikolai rimsky korsakov
60-4000,60-4000-leonard henry,frederick delius
60-4001,60-4001-leonard henry,mario lanza
60-4002,60-4002-vincent price,claude debussy
60-4003,60-4003-vincent price,robert schumann
60-4004,60-4004-vincent price,ludwig van beethoven
60-4005,60-4005-vincent price,franklin d roosevelt
60-4006,60-4006-vincent price,william shakespeare
60-4007,60-4007-vincent price,vincent price
60-4008,60-4008-vincent price,nat king cole
60-4009,60-4009-vincent price,t s eliot
60-4010,60-4010-peter pears,frederick delius
60-4011,60-4011-peter pears,john dowland
60-4012,60-4012-peter pears,johann sebastian bach
60-4013,60-4013-peter pears,benjamin britten
60-4014,60-4014-peter pears,franz schubert
60-4015,60-4015-peter pears,william shakespeare
60-4016,60-4016-peter pears,domenico scarlatti
60-4017,60-4017-peter pears,bismillah khan
60-4018,60-4018-rachael heyhoe,henry purcell
60-4019,60-4019-rachael heyhoe,the beatles
60-4020,60-4020-rachael heyhoe,joyce grenfell
60-4021,60-4021-rachael heyhoe,engelbert humperdinck
60-4022,60-4022-rachael heyhoe,the st joseph s maori girls choir
60-4023,60-4023-rachael heyhoe,ray conniff
60-4024,60-4024-rachael heyhoe,antonin dvorak
60-4025,60-4025-rachael heyhoe,the seekers
60-4026,60-4026-cyril harmer,franz lehar
60-4027,60-4027-cyril harmer,the band
60-4028,60-4028-cyril harmer,frank crumit
60-4029,60-4029-cyril harmer,ron goodwin
60-4030,60-4030-cyril harmer,leroy van dyke
60-4031,60-4031-cyril harmer,jeremy taylor
60-4032,60-4032-cyril harmer,omar blondahl
60-4033,60-4033-cyril harmer,pyotr ilyich tchaikovsky
60-4034,60-4034-stanley rubinstein,shirley abicair
60-4035,60-4035-stanley rubinstein,arthur sullivan
60-4036,60-4036-stanley rubinstein,henry litolff
60-4037,60-4037-stanley rubinstein,edward elgar
60-4038,60-4038-stanley rubinstein,felix mendelssohn
60-4039,60-4039-stanley rubinstein,sergey rachmaninov
60-4040,60-4040-stanley rubinstein,george frideric handel
60-4041,60-4041-stanley rubinstein,richard wagner
60-4042,60-4042-hermione gingold,richard strauss
60-4043,60-4043-hermione gingold,dionne warwick
60-4044,60-4044-hermione gingold,benjamin britten
60-4045,60-4045-hermione gingold,johann sebastian bach
60-4046,60-4046-hermione gingold,the beatles
60-4047,60-4047-hermione gingold,sergei prokofiev
60-4048,60-4048-hermione gingold,edward elgar
60-4049,60-4049-hermione gingold,kate smith
60-4050,60-4050-olivia manning,laszio tabor and his orchestra
60-4051,60-4051-olivia manning,john mccormack
60-4052,60-4052-olivia manning,jean sibelius
60-4053,60-4053-olivia manning,wolfgang amadeus mozart
60-4054,60-4054-olivia manning,the beatles
60-4055,60-4055-olivia manning,ŒìŒπœéœÅŒ≥ŒøœÇ ŒñŒ±ŒºœÄŒ≠œÑŒ±œÇ
60-4056,60-4056-olivia manning,christoph willibald gluck
60-4057,60-4057-olivia manning,alexandrov song dance ensemble
60-4058,60-4058-des o connor,the mike sammes singers
60-4059,60-4059-des o connor,tony bennett
60-4060,60-4060-des o connor,julie andrews
60-4061,60-4061-des o connor,victor borge
60-4062,60-4062-des o connor,henry mancini
60-4063,60-4063-des o connor,winston churchill
60-4064,60-4064-des o connor,jacques offenbach
60-4065,60-4065-des o connor,frank sinatra
60-4066,60-4066-sir robin day,when the saints go marching in
60-4067,60-4067-sir robin day,john f kennedy
60-4068,60-4068-sir robin day,flanagan and allen
60-4069,60-4069-sir robin day,sergey rachmaninov
60-4070,60-4070-sir robin day,winston churchill
60-4071,60-4071-sir robin day,hawaii calls orchestra
60-4072,60-4072-sir robin day,william shakespeare
60-4073,60-4073-sir robin day,al jolson
60-4074,60-4074-donald zec,wolfgang amadeus mozart
60-4075,60-4075-donald zec,nicolo paganini
60-4076,60-4076-donald zec,wolfgang amadeus mozart
60-4077,60-4077-donald zec,claude debussy
60-4078,60-4078-donald zec,wolfgang amadeus mozart
60-4079,60-4079-donald zec,ludwig van beethoven
60-4080,60-4080-donald zec,erroll garner
60-4081,60-4081-donald zec,johannes brahms
60-4082,60-4082-sir john wolfenden,george frideric handel
60-4083,60-4083-sir john wolfenden,antonio vivaldi
60-4084,60-4084-sir john wolfenden,richard wagner
60-4085,60-4085-sir john wolfenden,ludwig van beethoven
60-4086,60-4086-sir john wolfenden,franz schubert
60-4087,60-4087-sir john wolfenden,george frideric handel
60-4088,60-4088-sir john wolfenden,edward elgar
60-4089,60-4089-sir john wolfenden,coronation of hm queen elizabeth ii
60-4090,60-4090-cliff morgan,shirley bassey
60-4091,60-4091-cliff morgan,meredydd evans maria korchinska
60-4092,60-4092-cliff morgan,hywel davies
60-4093,60-4093-cliff morgan,felix mendelssohn
60-4094,60-4094-cliff morgan,jean sibelius
60-4095,60-4095-cliff morgan,erroll garner
60-4096,60-4096-cliff morgan,nat king cole
60-4097,60-4097-cliff morgan,6500 welsh voices in the royal albert hall
60-4098,60-4098-thea holme,john gay
60-4099,60-4099-thea holme,domenico scarlatti
60-4100,60-4100-thea holme,frederick delius
60-4101,60-4101-thea holme,george frideric handel
60-4102,60-4102-thea holme,wolfgang amadeus mozart
60-4103,60-4103-thea holme,claude debussy
60-4104,60-4104-thea holme,george bernard shaw
60-4105,60-4105-thea holme,george frideric handel
60-4106,60-4106-henry williamson,frederick delius
60-4107,60-4107-henry williamson,ralph vaughan williams
60-4108,60-4108-henry williamson,claude debussy
60-4109,60-4109-henry williamson,maurice ravel
60-4110,60-4110-henry williamson,gustav holst
60-4111,60-4111-henry williamson,igor stravinsky
60-4112,60-4112-henry williamson,sergey rachmaninov
60-4113,60-4113-henry williamson,richard wagner
60-4114,60-4114-max adrian,johann sebastian bach
60-4115,60-4115-max adrian,erno dohnanyi
60-4116,60-4116-max adrian,franz schubert
60-4117,60-4117-max adrian,george frideric handel
60-4118,60-4118-max adrian,george frideric handel
60-4119,60-4119-max adrian,wolfgang amadeus mozart
60-4120,60-4120-max adrian,sergey rachmaninov
60-4121,60-4121-max adrian,frederick delius
60-4122,60-4122-raymond mays,fred emney
60-4123,60-4123-raymond mays,jose collins
60-4124,60-4124-raymond mays,russ conway
60-4125,60-4125-raymond mays,judy garland
60-4126,60-4126-raymond mays,mary ellis
60-4127,60-4127-raymond mays,stranger in paradise
60-4128,60-4128-raymond mays,binnie hale
60-4129,60-4129-raymond mays,franz lehar
60-4130,60-4130-anthony grey,edith piaf
60-4131,60-4131-anthony grey,pyotr ilyich tchaikovsky
60-4132,60-4132-anthony grey,the beatles
60-4133,60-4133-anthony grey,brass band
60-4134,60-4134-anthony grey,art gallery sketch
60-4135,60-4135-anthony grey,edward elgar
60-4136,60-4136-anthony grey,george frideric handel
60-4137,60-4137-anthony grey,frank sinatra
60-4138,60-4138-evelyn rothwell,franz schubert
60-4139,60-4139-evelyn rothwell,franz lehar
60-4140,60-4140-evelyn rothwell,wolfgang amadeus mozart
60-4141,60-4141-evelyn rothwell,johann sebastian bach
60-4142,60-4142-evelyn rothwell,fritz kreisler
60-4143,60-4143-evelyn rothwell,ralph vaughan williams
60-4144,60-4144-evelyn rothwell,johannes brahms
60-4145,60-4145-evelyn rothwell,giuseppe verdi
60-4146,60-4146-dudley moore,johann sebastian bach
60-4147,60-4147-dudley moore,blood sweat tears
60-4148,60-4148-dudley moore,gustav mahler
60-4149,60-4149-dudley moore,dudley moore
60-4150,60-4150-dudley moore,duke ellington
60-4151,60-4151-dudley moore,anton webern
60-4152,60-4152-dudley moore,dudley moore
60-4153,60-4153-dudley moore,ludwig van beethoven
60-4154,60-4154-irmgard seefried,ludwig van beethoven
60-4155,60-4155-irmgard seefried,waltz in g flat major op 70 1
60-4156,60-4156-irmgard seefried,wolfgang amadeus mozart
60-4157,60-4157-irmgard seefried,anton bruckner
60-4158,60-4158-irmgard seefried,ludwig van beethoven
60-4159,60-4159-irmgard seefried,richard strauss
60-4160,60-4160-irmgard seefried,robert schumann
60-4161,60-4161-irmgard seefried,richard strauss
60-4162,60-4162-lillian board,mikis theodorakis
60-4163,60-4163-lillian board,simon garfunkel
60-4164,60-4164-lillian board,nat king cole
60-4165,60-4165-lillian board,the sandpipers
60-4166,60-4166-lillian board,tom paxton
60-4167,60-4167-lillian board,mason williams
60-4168,60-4168-lillian board,jack jones
60-4169,60-4169-lillian board,judy collins
60-4170,60-4170-godfrey baseley,treorchy male choir
60-4171,60-4171-godfrey baseley,richard wagner
60-4172,60-4172-godfrey baseley,close your eyes
60-4173,60-4173-godfrey baseley,jeremiah clarke
60-4174,60-4174-godfrey baseley,claude debussy
60-4175,60-4175-godfrey baseley,arthur sullivan
60-4176,60-4176-godfrey baseley,the seekers
60-4177,60-4177-godfrey baseley,sidney torch his orchestra
60-4178,60-4178-moira anderson,lohengrin act 3 prelude
60-4179,60-4179-moira anderson,kirkintilloch junior choir
60-4180,60-4180-moira anderson,wolfgang amadeus mozart
60-4181,60-4181-moira anderson,andy stewart
60-4182,60-4182-moira anderson,john ellis highland country dance band
60-4183,60-4183-moira anderson,wolfgang amadeus mozart
60-4184,60-4184-moira anderson,elisabeth schwarzkopf
60-4185,60-4185-moira anderson,edward elgar
60-4186,60-4186-viscount montgomery of alamein,the tabernacle choir at temple square
60-4187,60-4187-viscount montgomery of alamein,kenneth mckellar
60-4188,60-4188-viscount montgomery of alamein,franz lehar
60-4189,60-4189-viscount montgomery of alamein,carl maria von weber
60-4190,60-4190-viscount montgomery of alamein,carl zeller
60-4191,60-4191-viscount montgomery of alamein,treorchy male choir
60-4192,60-4192-viscount montgomery of alamein,william clauson
60-4193,60-4193-viscount montgomery of alamein,felix mendelssohn
60-4194,60-4194-tommy steele,clive richardson
60-4195,60-4195-tommy steele,dave king
60-4196,60-4196-tommy steele,lester flatt earl scruggs
60-4197,60-4197-tommy steele,peter lloyd commentary
60-4198,60-4198-tommy steele,pyotr ilyich tchaikovsky
60-4199,60-4199-tommy steele,doris day
60-4200,60-4200-tommy steele,richard strauss
60-4201,60-4201-tommy steele,tina turner
00-1,00-1-andrew lloyd webber,sergei prokofiev
00-2,00-2-andrew lloyd webber,rossano brazzi
00-3,00-3-andrew lloyd webber,the beatles
00-4,00-4-andrew lloyd webber,elvis presley
00-5,00-5-andrew lloyd webber,dmitry shostakovich
00-6,00-6-andrew lloyd webber,john cleese
00-7,00-7-andrew lloyd webber,dil se re
00-8,00-8-michael nyman,duane eddy
00-9,00-9-michael nyman,henry purcell
00-10,00-10-michael nyman,bob dylan
00-11,00-11-michael nyman,cornelius cardew
00-12,00-12-michael nyman,wolfgang amadeus mozart
00-13,00-13-michael nyman,silvestre revueltas
00-14,00-14-michael nyman,gustav mahler
00-15,00-15-dr jane goodall,antonin dvorak
00-16,00-16-dr jane goodall,ludwig van beethoven
00-17,00-17-dr jane goodall,felix mendelssohn
00-18,00-18-dr jane goodall,dylan thomas
00-19,00-19-dr jane goodall,johann sebastian bach
00-20,00-20-dr jane goodall,howard blake
00-21,00-21-dr jane goodall,giacomo puccini
00-22,00-22-ian mcewan,lester young
00-23,00-23-ian mcewan,wolfgang amadeus mozart
00-24,00-24-ian mcewan,freddie king
00-25,00-25-ian mcewan,johann sebastian bach
00-26,00-26-ian mcewan,franz schubert
00-27,00-27-ian mcewan,d l menard
00-28,00-28-ian mcewan,van morrison
00-29,00-29-ian mcewan,gaetano donizetti
00-30,00-30-neil jordan,thelonious monk
00-31,00-31-neil jordan,dion the belmonts
00-32,00-32-neil jordan,charlie parker
00-33,00-33-neil jordan,sam cooke
00-34,00-34-neil jordan,academy of st martin in the fields
00-35,00-35-neil jordan,astrud gilberto
00-36,00-36-neil jordan,john mccormack
00-37,00-37-neil jordan,maurice ravel
00-38,00-38-peter melchett,ewan maccoll
00-39,00-39-peter melchett,bob dylan
00-40,00-40-peter melchett,paint it black
00-41,00-41-peter melchett,stiff little fingers
00-42,00-42-peter melchett,lauryn hill
00-43,00-43-simon callow,pyotr ilyich tchaikovsky
00-44,00-44-simon callow,richard wagner
