Id,Label,std_artist
60-1152,60-1152-fanny johnnie cradock,frédéric chopin
60-1153,60-1153-fanny johnnie cradock,cesar franck
60-1154,60-1154-fanny johnnie cradock,antonin dvorak
60-1155,60-1155-fanny johnnie cradock,ludwig van beethoven
60-1156,60-1156-fanny johnnie cradock,claude debussy
60-1157,60-1157-fanny johnnie cradock,wolfgang amadeus mozart
60-1158,60-1158-fanny johnnie cradock,nikolai rimsky korsakov
60-1159,60-1159-fanny johnnie cradock,pyotr ilyich tchaikovsky
60-1160,60-1160-norman tucker,wolfgang amadeus mozart
60-1161,60-1161-norman tucker,ludwig van beethoven
60-1162,60-1162-norman tucker,johannes brahms
60-1163,60-1163-norman tucker,giuseppe verdi
60-1164,60-1164-norman tucker,jacques offenbach
60-1165,60-1165-norman tucker,ludwig van beethoven
60-1166,60-1166-norman tucker,george frideric handel
60-1167,60-1167-norman tucker,richard strauss
60-1168,60-1168-pamela hansford johnson,d indy
60-1169,60-1169-pamela hansford johnson,yves montand
60-1170,60-1170-pamela hansford johnson,claude debussy
60-1171,60-1171-pamela hansford johnson,shakespeare young
60-1172,60-1172-pamela hansford johnson,johann sebastian bach
60-1173,60-1173-pamela hansford johnson,thomas hardy
60-1174,60-1174-pamela hansford johnson,johann sebastian bach
60-1175,60-1175-pamela hansford johnson,johann sebastian bach
60-1176,60-1176-george shearing,jimmie lunceford and his orchestra
60-1177,60-1177-george shearing,claude debussy
60-1178,60-1178-george shearing,antonin dvorak
60-1179,60-1179-george shearing,sergey rachmaninov
60-1180,60-1180-george shearing,erroll garner
60-1181,60-1181-george shearing,teddy wilson
60-1182,60-1182-george shearing,johann sebastian bach
60-1183,60-1183-george shearing,frederick delius
60-1184,60-1184-val gielgud,strauss desormiere
60-1185,60-1185-val gielgud,edward elgar
60-1186,60-1186-val gielgud,robert schumann
60-1187,60-1187-val gielgud,frederick delius
60-1188,60-1188-val gielgud,ballade no 3 in a flat major op 47
60-1189,60-1189-val gielgud,cesar franck
60-1190,60-1190-val gielgud,william shakespeare
60-1191,60-1191-val gielgud,pyotr ilyich tchaikovsky
60-1192,60-1192-dr robert stopford,john warner
60-1193,60-1193-dr robert stopford,johann sebastian bach
60-1194,60-1194-dr robert stopford,johann sebastian bach
60-1195,60-1195-dr robert stopford,jeremiah clarke
60-1196,60-1196-dr robert stopford,mazurka in b flat major op 7 1
60-1197,60-1197-dr robert stopford,george frideric handel
60-1198,60-1198-dr robert stopford,arthur sullivan
60-1199,60-1199-dr robert stopford,edward elgar
60-1200,60-1200-jack warner,eddie peabody
60-1201,60-1201-jack warner,bernard cribbins
60-1202,60-1202-jack warner,musique de la garde republicaine
60-1203,60-1203-jack warner,sid field
60-1204,60-1204-jack warner,peter dawson
60-1205,60-1205-jack warner,the carousel waltz
60-1206,60-1206-jack warner,billy cotton
60-1207,60-1207-jack warner,walter midgley
60-1208,60-1208-peter saunders,maurice ravel
60-1209,60-1209-peter saunders,art tatum
60-1210,60-1210-peter saunders,percy faith
60-1211,60-1211-peter saunders,pyotr ilyich tchaikovsky
60-1212,60-1212-peter saunders,jack coles and his orchestra
60-1213,60-1213-peter saunders,giacomo puccini
60-1214,60-1214-peter saunders,claude debussy
60-1215,60-1215-peter saunders,judy garland
60-1216,60-1216-anna russell,johann sebastian bach
60-1217,60-1217-anna russell,pyotr ilyich tchaikovsky
60-1218,60-1218-anna russell,george frideric handel
60-1219,60-1219-anna russell,siegfried s rhine journey from gotterdammerung
60-1220,60-1220-anna russell,dylan thomas
60-1221,60-1221-anna russell,gioachino rossini
60-1222,60-1222-anna russell,alban berg
60-1223,60-1223-anna russell,danny kaye
60-1224,60-1224-acker bilk,george lewis his ragtime band
60-1225,60-1225-acker bilk,duke ellington
60-1226,60-1226-acker bilk,jelly roll morton
60-1227,60-1227-acker bilk,new orleans
60-1228,60-1228-acker bilk,edmond hall
60-1229,60-1229-acker bilk,bix beiderbecke
60-1230,60-1230-acker bilk,the famous ward singers
60-1231,60-1231-acker bilk,benny goodman
60-1232,60-1232-a g street,john milton
60-1233,60-1233-a g street,malcolm mceachern
60-1234,60-1234-a g street,arthur rubinstein
60-1235,60-1235-a g street,michael berry
60-1236,60-1236-a g street,shakespeare quilter
60-1237,60-1237-a g street,ludwig van beethoven
60-1238,60-1238-a g street,blue hungarian band
60-1239,60-1239-lord george sanger,vienna symphony orchestra
60-1240,60-1240-lord george sanger,cws manchester band
60-1241,60-1241-lord george sanger,band of hm royal marines
60-1242,60-1242-lord george sanger,muller lampertz and his orchestra
60-1243,60-1243-lord george sanger,l orchestre devereaux
60-1244,60-1244-lord george sanger,jack fina and his orchestra
60-1245,60-1245-lord george sanger,primo scala and his accordian band
60-1246,60-1246-lord george sanger,i ll see you again
60-1247,60-1247-clarkson rose,the band
60-1248,60-1248-clarkson rose,sophie tucker
60-1249,60-1249-clarkson rose,peter dawson
60-1250,60-1250-clarkson rose,clarkson rose
60-1251,60-1251-clarkson rose,june bronhill
60-1252,60-1252-clarkson rose,percy grainger
60-1253,60-1253-clarkson rose,johnny mercer
60-1254,60-1254-clarkson rose,arthur sullivan
60-1255,60-1255-george mitchell,maurice ravel
60-1256,60-1256-george mitchell,richard strauss
60-1257,60-1257-george mitchell,george mitchell choir
60-1258,60-1258-george mitchell,scherzo in c sharp minor op 39
60-1259,60-1259-george mitchell,robert schumann
60-1260,60-1260-george mitchell,johann sebastian bach
60-1261,60-1261-george mitchell,the george mitchell minstrels
60-1262,60-1262-george mitchell,gotterdammerung closing scene
60-1263,60-1263-dorothy squires,claude debussy
60-1264,60-1264-dorothy squires,tony osborne his orchestra
60-1265,60-1265-dorothy squires,russ conway
60-1266,60-1266-dorothy squires,percy faith
60-1267,60-1267-dorothy squires,eddie calvert
60-1268,60-1268-dorothy squires,edmundo ros and his orchestra
60-1269,60-1269-dorothy squires,russ conway
60-1270,60-1270-dorothy squires,kathie kay
60-1271,60-1271-basil boothroyd,giovanni pierluigi da palestrina
60-1272,60-1272-basil boothroyd,vladimir horowitz
60-1273,60-1273-basil boothroyd,coleman hawkins
60-1274,60-1274-basil boothroyd,pyotr ilyich tchaikovsky
60-1275,60-1275-basil boothroyd,wolfgang amadeus mozart
60-1276,60-1276-basil boothroyd,dave brubeck
60-1277,60-1277-basil boothroyd,william shakespeare
60-1278,60-1278-basil boothroyd,bernard cribbins
60-1279,60-1279-gerry lee,franz schubert
60-1280,60-1280-gerry lee,donald peers
60-1281,60-1281-gerry lee,pat kirkwood
60-1282,60-1282-gerry lee,the melachrino strings
60-1283,60-1283-gerry lee,ambrose and his orchestra
60-1284,60-1284-gerry lee,rawicz and landauer
60-1285,60-1285-gerry lee,sir cliff richard
60-1286,60-1286-gerry lee,arthur sullivan
60-1287,60-1287-richard lewis,felix mendelssohn
60-1288,60-1288-richard lewis,wolfgang amadeus mozart
60-1289,60-1289-richard lewis,wolfgang amadeus mozart
60-1290,60-1290-richard lewis,william walton
60-1291,60-1291-richard lewis,william walton
60-1292,60-1292-richard lewis,johannes brahms
60-1293,60-1293-richard lewis,george shearing
60-1294,60-1294-richard lewis,edward elgar
60-1295,60-1295-noel coward,sergey rachmaninov
60-1296,60-1296-noel coward,frank sinatra
60-1297,60-1297-noel coward,noel coward
60-1298,60-1298-noel coward,vincenzo bellini
60-1299,60-1299-noel coward,william shakespeare
60-1300,60-1300-noel coward,irene handl peter sellers
60-1301,60-1301-noel coward,bernard cribbins
60-1302,60-1302-noel coward,giuseppe verdi
60-1303,60-1303-sir learie constantine,raymond quevedo
60-1304,60-1304-sir learie constantine,paul robeson
60-1305,60-1305-sir learie constantine,jules massenet
60-1306,60-1306-sir learie constantine,ludwig van beethoven
60-1307,60-1307-sir learie constantine,camille saint saens
60-1308,60-1308-sir learie constantine,lord beginner
60-1309,60-1309-sir learie constantine,paul robeson
60-1310,60-1310-sir learie constantine,sir henry rowley bishop
60-1311,60-1311-michael bentine,carlos montoya
60-1312,60-1312-michael bentine,heitor villa lobos
60-1313,60-1313-michael bentine,franz liszt
60-1314,60-1314-michael bentine,maurice ravel
60-1315,60-1315-michael bentine,ludwig van beethoven
60-1316,60-1316-michael bentine,igor stravinsky
60-1317,60-1317-michael bentine,nikolai rimsky korsakov
60-1318,60-1318-michael bentine,edith piaf
60-1319,60-1319-quentin reynolds,ludwig van beethoven
60-1320,60-1320-quentin reynolds,ella fitzgerald
60-1321,60-1321-quentin reynolds,richard wagner
60-1322,60-1322-quentin reynolds,flanagan and allen
60-1323,60-1323-quentin reynolds,rex harrison
60-1324,60-1324-quentin reynolds,vaughn meader
60-1325,60-1325-quentin reynolds,frank sinatra
60-1326,60-1326-quentin reynolds,winston churchill
60-1327,60-1327-cyril ornadel,ralph vaughan williams
60-1328,60-1328-cyril ornadel,sergey rachmaninov
60-1329,60-1329-cyril ornadel,wolfgang amadeus mozart
60-1330,60-1330-cyril ornadel,max bruch
60-1331,60-1331-cyril ornadel,frank sinatra
60-1332,60-1332-cyril ornadel,samuel coleridge taylor
60-1333,60-1333-cyril ornadel,arthur sullivan
60-1334,60-1334-cyril ornadel,doretta morrow
60-1335,60-1335-percy thrower,the mantovani orchestra
60-1336,60-1336-percy thrower,eric robinson
60-1337,60-1337-percy thrower,percy grainger
60-1338,60-1338-percy thrower,johann strauss ii
60-1339,60-1339-percy thrower,susan maughan
60-1340,60-1340-percy thrower,gracie fields
60-1341,60-1341-percy thrower,the beverley sisters
60-1342,60-1342-percy thrower,folk dance orchestra
60-1343,60-1343-arthur haynes,the carousel waltz
60-1344,60-1344-arthur haynes,joe loss his orchestra
60-1345,60-1345-arthur haynes,frederick fennell
60-1346,60-1346-arthur haynes,the mantovani orchestra
60-1347,60-1347-arthur haynes,frank chacksfield his orchestra
60-1348,60-1348-arthur haynes,sergei prokofiev
60-1349,60-1349-arthur haynes,steve race
60-1350,60-1350-dudley perkins,johann sebastian bach
60-1351,60-1351-dudley perkins,frederick delius
60-1352,60-1352-dudley perkins,king s college chapel choir
60-1353,60-1353-dudley perkins,wolfgang amadeus mozart
60-1354,60-1354-dudley perkins,ludwig van beethoven
60-1355,60-1355-dudley perkins,johannes brahms
60-1356,60-1356-dudley perkins,giuseppe verdi
60-1357,60-1357-dudley perkins,ludwig van beethoven
60-1358,60-1358-leslie gilbert illingworth,the fron male voice choir
60-1359,60-1359-leslie gilbert illingworth,ludwig van beethoven
60-1360,60-1360-leslie gilbert illingworth,dylan thomas
60-1361,60-1361-leslie gilbert illingworth,wally fawkes and his troglodytes
60-1362,60-1362-leslie gilbert illingworth,andres segovia
60-1363,60-1363-leslie gilbert illingworth,bedrich smetana
60-1364,60-1364-leslie gilbert illingworth,sveshnikov chorus
60-1365,60-1365-leslie gilbert illingworth,peking opera emsemble
60-1366,60-1366-sir harry whitlohn,johannes brahms
60-1367,60-1367-sir harry whitlohn,luigi nono
60-1368,60-1368-sir harry whitlohn,the history of music in sound tibet
60-1369,60-1369-sir harry whitlohn,alec guinness
60-1370,60-1370-sir harry whitlohn,david whitfield
60-1371,60-1371-sir harry whitlohn,the band
60-1372,60-1372-sir harry whitlohn,william shakespeare
60-1373,60-1373-sir harry whitlohn,sound effects
60-1374,60-1374-ted willis,hubert parry
60-1375,60-1375-ted willis,paul robeson
60-1376,60-1376-ted willis,david kossof
60-1377,60-1377-ted willis,jack warner
60-1378,60-1378-ted willis,pyotr ilyich tchaikovsky
60-1379,60-1379-ted willis,lionel long
60-1380,60-1380-ted willis,mike sarne
60-1381,60-1381-ted willis,jean sibelius
60-1382,60-1382-david frost,ballarat city choir
60-1383,60-1383-david frost,georges delerue
60-1384,60-1384-david frost,alan bennett
60-1385,60-1385-david frost,millicent martin
60-1386,60-1386-david frost,oscar peterson
60-1387,60-1387-david frost,helen shapiro
60-1388,60-1388-david frost,joanie sommers
60-1389,60-1389-david frost,edith piaf
60-1390,60-1390-marjorie proops,dave brubeck
60-1391,60-1391-marjorie proops,gaetano donizetti
60-1392,60-1392-marjorie proops,ella fitzgerald
60-1393,60-1393-marjorie proops,eddie lund and his tahitians
60-1394,60-1394-marjorie proops,sergei prokofiev
60-1395,60-1395-marjorie proops,frank sinatra
60-1396,60-1396-marjorie proops,reri grist
60-1397,60-1397-marjorie proops,ludwig van beethoven
60-1398,60-1398-vivienne,max bruch
60-1399,60-1399-vivienne,richard wagner
60-1400,60-1400-vivienne,claude debussy
60-1401,60-1401-vivienne,ludwig van beethoven
60-1402,60-1402-vivienne,gerard hoffnung
60-1403,60-1403-vivienne,richard wagner
60-1404,60-1404-vivienne,engelbert humperdinck
60-1405,60-1405-george chisholm,bobby hackett
60-1406,60-1406-george chisholm,claude debussy
60-1407,60-1407-george chisholm,louis armstrong
60-1408,60-1408-george chisholm,wolfgang amadeus mozart
60-1409,60-1409-george chisholm,spike milligan
60-1410,60-1410-george chisholm,ella fitzgerald
60-1411,60-1411-george chisholm,jack teagarden
60-1412,60-1412-george chisholm,antonin dvorak
60-1413,60-1413-professor l dudley stamp,sir harry lauder
60-1414,60-1414-professor l dudley stamp,erna sack
60-1415,60-1415-professor l dudley stamp,johann strauss ii
60-1416,60-1416-professor l dudley stamp,waltz in e flat major op 18
60-1417,60-1417-professor l dudley stamp,edvard grieg
60-1418,60-1418-professor l dudley stamp,muriel smith
60-1419,60-1419-professor l dudley stamp,ralph vaughan williams
60-1420,60-1420-professor l dudley stamp,george frideric handel
60-1421,60-1421-frank worrell,the victor silvester orchestra
60-1422,60-1422-frank worrell,mighty sparrow
60-1423,60-1423-frank worrell,vera lynn
60-1424,60-1424-frank worrell,the mantovani orchestra
60-1425,60-1425-frank worrell,peter jackson
60-1426,60-1426-frank worrell,frank sinatra
60-1427,60-1427-frank worrell,reg owen his orchestra
60-1428,60-1428-rowland emett,wolfgang amadeus mozart
60-1429,60-1429-rowland emett,franz schubert
60-1430,60-1430-rowland emett,johannes brahms
60-1431,60-1431-rowland emett,sergey rachmaninov
60-1432,60-1432-rowland emett,johann sebastian bach
60-1433,60-1433-rowland emett,ludwig van beethoven
60-1434,60-1434-rowland emett,elton hayes
60-1435,60-1435-rowland emett,george frideric handel
60-1436,60-1436-birgit nilsson,carl maria von weber
60-1437,60-1437-birgit nilsson,franz schubert
60-1438,60-1438-birgit nilsson,birgit nilsson
60-1439,60-1439-birgit nilsson,giacomo puccini
60-1440,60-1440-birgit nilsson,edvard grieg
60-1441,60-1441-birgit nilsson,love duet
60-1442,60-1442-birgit nilsson,richard strauss
60-1443,60-1443-birgit nilsson,richard wagner
60-1444,60-1444-barry bucknell,cleo laine
60-1445,60-1445-barry bucknell,johann sebastian bach
60-1446,60-1446-barry bucknell,paul robeson
60-1447,60-1447-barry bucknell,maurice ravel
60-1448,60-1448-barry bucknell,red banner song dance ensemble
60-1449,60-1449-barry bucknell,henry purcell
60-1450,60-1450-barry bucknell,bill s blues
60-1451,60-1451-barry bucknell,ludwig van beethoven
60-1452,60-1452-eva bartok,franz liszt
60-1453,60-1453-eva bartok,ludwig van beethoven
60-1454,60-1454-eva bartok,magyari imre
60-1455,60-1455-eva bartok,los macarenos
60-1456,60-1456-eva bartok,george gershwin
60-1457,60-1457-eva bartok,johann sebastian bach
60-1458,60-1458-eva bartok,ludwig van beethoven
60-1459,60-1459-eva bartok,frankie laine
60-1460,60-1460-joe loss,glenn miller
60-1461,60-1461-joe loss,louis armstrong
60-1462,60-1462-joe loss,claude debussy
60-1463,60-1463-joe loss,joe loss and his band
60-1464,60-1464-joe loss,jan peerce
60-1465,60-1465-joe loss,chubby checker
60-1466,60-1466-joe loss,ruggero leoncavallo
60-1467,60-1467-joe loss,joe loss his orchestra
60-1468,60-1468-beryl reid,ella fitzgerald
60-1469,60-1469-beryl reid,george frideric handel
60-1470,60-1470-beryl reid,peter sellers
60-1471,60-1471-beryl reid,frank sinatra
60-1472,60-1472-beryl reid,frederick delius
60-1473,60-1473-beryl reid,jimmy durante
60-1474,60-1474-beryl reid,giacomo puccini
60-1475,60-1475-beryl reid,johann sebastian bach
60-1476,60-1476-boyd neel,richard wagner act 3
60-1477,60-1477-boyd neel,franz schubert
60-1478,60-1478-boyd neel,wolfgang amadeus mozart
60-1479,60-1479-boyd neel,benjamin britten
60-1480,60-1480-boyd neel,ludwig van beethoven
60-1481,60-1481-boyd neel,richard strauss
60-1482,60-1482-boyd neel,philharmonic orchestra
60-1483,60-1483-boyd neel,edvard grieg
60-1484,60-1484-juliette greco,wolfgang amadeus mozart
60-1485,60-1485-juliette greco,tony bennett
60-1486,60-1486-juliette greco,wolfgang amadeus mozart
60-1487,60-1487-juliette greco,billie holiday
60-1488,60-1488-juliette greco,charlie parker
60-1489,60-1489-juliette greco,dave brubeck
60-1490,60-1490-juliette greco,johann sebastian bach
60-1491,60-1491-juliette greco,ludwig van beethoven
60-1492,60-1492-ken dodd,peggy lee
60-1493,60-1493-ken dodd,peter dawson
60-1494,60-1494-ken dodd,frédéric chopin
60-1495,60-1495-ken dodd,al jolson
60-1496,60-1496-ken dodd,richard heuberger
60-1497,60-1497-ken dodd,frank sinatra
60-1498,60-1498-ken dodd,beniamino gigli
60-1499,60-1499-geraint evans,richard wagner
60-1500,60-1500-geraint evans,dylan thomas
60-1501,60-1501-geraint evans,richard strauss
60-1502,60-1502-geraint evans,georges guetary
60-1503,60-1503-geraint evans,giuseppe verdi
60-1504,60-1504-geraint evans,tommy steele
60-1505,60-1505-geraint evans,massed choirs
60-1506,60-1506-geraint evans,wolfgang amadeus mozart
60-1507,60-1507-vivienne,jules massenet
60-1508,60-1508-vivienne,giacomo puccini
60-1509,60-1509-vivienne,coronation of hm queen elizabeth ii
60-1510,60-1510-vivienne,frederick delius
60-1511,60-1511-vivienne,giacomo puccini
60-1512,60-1512-vivienne,leslie hutch hutchinson
60-1513,60-1513-vivienne,ludwig van beethoven
60-1514,60-1514-vivienne,franz liszt
60-1515,60-1515-carleton hobbs,the band
60-1516,60-1516-carleton hobbs,george robey violet loraine
60-1517,60-1517-carleton hobbs,fritz kreisler
60-1518,60-1518-carleton hobbs,modest mussorgsky
60-1519,60-1519-carleton hobbs,oscar straus
60-1520,60-1520-carleton hobbs,leslie hutch hutchinson
60-1521,60-1521-carleton hobbs,oscar straus
60-1522,60-1522-carleton hobbs,arthur sullivan
60-1523,60-1523-ian fleming,whispering jack smith
60-1524,60-1524-ian fleming,the revellers
60-1525,60-1525-ian fleming,edith piaf
60-1526,60-1526-ian fleming,the ink spots
60-1527,60-1527-ian fleming,rosemary clooney
60-1528,60-1528-ian fleming,billy vaughn
60-1529,60-1529-ian fleming,anton karas
60-1530,60-1530-ian fleming,joe fingers carr
60-1531,60-1531-sir charles maclean,flanagan and allen
60-1532,60-1532-sir charles maclean,felix mendelssohn
60-1533,60-1533-sir charles maclean,felix mendelssohn
60-1534,60-1534-sir charles maclean,the scots guards
60-1535,60-1535-sir charles maclean,the gang
60-1536,60-1536-sir charles maclean,charles marie widor
60-1537,60-1537-sir charles maclean,danny kaye
60-1538,60-1538-graham hill,judy garland
60-1539,60-1539-graham hill,chris barber
60-1540,60-1540-graham hill,julie andrews
60-1541,60-1541-graham hill,jean sibelius
60-1542,60-1542-graham hill,nat king cole
60-1543,60-1543-graham hill,frédéric chopin
60-1544,60-1544-graham hill,eton college
60-1545,60-1545-graham hill,tony hancock
60-1546,60-1546-scobie breasley,count basie
60-1547,60-1547-scobie breasley,leslie ross singers
60-1548,60-1548-scobie breasley,maurice chevalier
60-1549,60-1549-scobie breasley,the andrews sisters
60-1550,60-1550-scobie breasley,erika feldman heidi benz
60-1551,60-1551-scobie breasley,joni james
60-1552,60-1552-scobie breasley,raymond glendenning
60-1553,60-1553-scobie breasley,hawaiian islanders
60-1554,60-1554-dr reginald jacques,johann sebastian bach
60-1555,60-1555-dr reginald jacques,wolfgang amadeus mozart
60-1556,60-1556-dr reginald jacques,edward elgar
60-1557,60-1557-dr reginald jacques,johann sebastian bach
60-1558,60-1558-dr reginald jacques,johann sebastian bach
60-1559,60-1559-dr reginald jacques,frederick delius
60-1560,60-1560-dr reginald jacques,arthur sullivan
60-1561,60-1561-dr reginald jacques,ralph vaughan williams
60-1562,60-1562-sophie tucker,eydie gorme
60-1563,60-1563-sophie tucker,lena horne
60-1564,60-1564-sophie tucker,shirley bassey
60-1565,60-1565-sophie tucker,frank sinatra
60-1566,60-1566-sophie tucker,frankie vaughan
60-1567,60-1567-sophie tucker,sir cliff richard
60-1568,60-1568-sophie tucker,tommy steele
60-1569,60-1569-sophie tucker,sophie tucker
60-1570,60-1570-raymond baxter,dave brubeck
60-1571,60-1571-raymond baxter,edward elgar
60-1572,60-1572-raymond baxter,mugsy spanier s ragtimers
60-1573,60-1573-raymond baxter,hubert parry
60-1574,60-1574-raymond baxter,jean sibelius
60-1575,60-1575-raymond baxter,the goons
60-1576,60-1576-raymond baxter,sergey rachmaninov
60-1577,60-1577-raymond baxter,max bruch
60-1578,60-1578-norman del mar,johann sebastian bach
60-1579,60-1579-norman del mar,richard wagner
60-1580,60-1580-norman del mar,ludwig van beethoven
60-1581,60-1581-norman del mar,richard strauss
60-1582,60-1582-norman del mar,string quartet no 3
60-1583,60-1583-norman del mar,giuseppe verdi
60-1584,60-1584-norman del mar,pierre boulez
60-1585,60-1585-norman del mar,flanders and swann
60-1586,60-1586-group captain leonard cheshire,bing crosby
60-1587,60-1587-group captain leonard cheshire,claude debussy
60-1588,60-1588-group captain leonard cheshire,leslie ross singers
60-1589,60-1589-group captain leonard cheshire,royal albert hall choral society
60-1590,60-1590-group captain leonard cheshire,ravi shankar
60-1591,60-1591-group captain leonard cheshire,ron goodwin
60-1592,60-1592-group captain leonard cheshire,choir of the carmelite priory london
60-1593,60-1593-group captain leonard cheshire,choir of the institute of st gregory lyon
60-1594,60-1594-bernard cribbins,fats waller
60-1595,60-1595-bernard cribbins,frank lee s tara ceilidh orchestra
60-1596,60-1596-bernard cribbins,maurice ravel
60-1597,60-1597-bernard cribbins,judy garland
60-1598,60-1598-bernard cribbins,hoagy carmichael
60-1599,60-1599-bernard cribbins,johann sebastian bach
60-1600,60-1600-bernard cribbins,the goons
60-1601,60-1601-pat moss,los machucambos
60-1602,60-1602-pat moss,nat king cole
60-1603,60-1603-pat moss,keely smith
60-1604,60-1604-pat moss,charles francois gounod
60-1605,60-1605-pat moss,ray conniff
60-1606,60-1606-pat moss,johnny mathis
60-1607,60-1607-pat moss,marino marini ed il suo quartetto
60-1608,60-1608-norman shelley,claude debussy
60-1609,60-1609-norman shelley,otto nicolai
60-1610,60-1610-norman shelley,paul robeson
60-1611,60-1611-norman shelley,ludwig van beethoven
60-1612,60-1612-norman shelley,norman shelley david davis
60-1613,60-1613-norman shelley,felix mendelssohn
60-1614,60-1614-norman shelley,john gay
60-1615,60-1615-norman shelley,johann sebastian bach
60-1616,60-1616-admiral sir michael maynard denny,coronation of hm queen elizabeth ii
60-1617,60-1617-admiral sir michael maynard denny,antonin dvorak
60-1618,60-1618-admiral sir michael maynard denny,amilcare ponchielli
60-1619,60-1619-admiral sir michael maynard denny,pyotr ilyich tchaikovsky
60-1620,60-1620-admiral sir michael maynard denny,gustav mahler
60-1621,60-1621-admiral sir michael maynard denny,charles francois gounod
60-1622,60-1622-admiral sir michael maynard denny,camille saint saens
60-1623,60-1623-admiral sir michael maynard denny,edward elgar
60-1624,60-1624-patrick moore,jean sibelius
60-1625,60-1625-patrick moore,edvard grieg
60-1626,60-1626-patrick moore,arthur sullivan
60-1627,60-1627-patrick moore,josef strauss
60-1628,60-1628-patrick moore,frédéric chopin
60-1629,60-1629-patrick moore,edvard grieg
60-1630,60-1630-patrick moore,karel komzak ii
60-1631,60-1631-patrick moore,pyotr ilyich tchaikovsky
60-1632,60-1632-joan bennett,you re the top
60-1633,60-1633-joan bennett,giacomo puccini
60-1634,60-1634-joan bennett,harry belafonte
60-1635,60-1635-joan bennett,the road to morocco
60-1636,60-1636-joan bennett,anthony newley
60-1637,60-1637-joan bennett,my romance
60-1638,60-1638-joan bennett,sammy davis jr
60-1639,60-1639-joan bennett,john raitt
60-1640,60-1640-stephen potter,edward elgar
60-1641,60-1641-stephen potter,arthur sullivan
60-1642,60-1642-stephen potter,ludwig van beethoven
60-1643,60-1643-stephen potter,igor stravinsky
60-1644,60-1644-stephen potter,johann sebastian bach
60-1645,60-1645-stephen potter,fred astaire
60-1646,60-1646-stephen potter,johann sebastian bach
60-1647,60-1647-stephen potter,francis poulenc
60-1648,60-1648-gordon pirie,norrie paramor his orchestra
60-1649,60-1649-gordon pirie,edward elgar
60-1650,60-1650-gordon pirie,nina frederik
60-1651,60-1651-gordon pirie,caterina valente
60-1652,60-1652-gordon pirie,jacques offenbach
60-1653,60-1653-gordon pirie,edith piaf
60-1654,60-1654-gordon pirie,petula clark
60-1655,60-1655-gordon pirie,claude debussy
60-1656,60-1656-ron grainer,new york pro musica
60-1657,60-1657-ron grainer,johann sebastian bach
60-1658,60-1658-ron grainer,johannes brahms
60-1659,60-1659-ron grainer,claude debussy
60-1660,60-1660-ron grainer,maurice ravel
60-1661,60-1661-ron grainer,igor stravinsky
60-1662,60-1662-ron grainer,ravi shankar
60-1663,60-1663-ron grainer,charlie parker
60-1664,60-1664-t r robinson,ottorino respighi
60-1665,60-1665-t r robinson,joseph haydn
60-1666,60-1666-t r robinson,antonin dvorak
60-1667,60-1667-t r robinson,franz schubert
60-1668,60-1668-t r robinson,george frideric handel
60-1669,60-1669-t r robinson,country dance players
60-1670,60-1670-t r robinson,king s college chapel choir
60-1671,60-1671-t r robinson,queen s light orchestra
60-1672,60-1672-millicent martin,herb ellis
60-1673,60-1673-millicent martin,edward elgar
60-1674,60-1674-millicent martin,modest mussorgsky
60-1675,60-1675-millicent martin,wardell gray
60-1676,60-1676-millicent martin,giacomo puccini
60-1677,60-1677-millicent martin,dylan thomas
60-1678,60-1678-millicent martin,ronnie carroll
60-1679,60-1679-millicent martin,johann sebastian bach
60-1680,60-1680-harford montgomery hyde,george frideric handel
60-1681,60-1681-harford montgomery hyde,wolfgang amadeus mozart
60-1682,60-1682-harford montgomery hyde,wolfgang amadeus mozart
60-1683,60-1683-harford montgomery hyde,wolfgang amadeus mozart
60-1684,60-1684-harford montgomery hyde,wolfgang amadeus mozart
60-1685,60-1685-harford montgomery hyde,ludwig van beethoven
60-1686,60-1686-harford montgomery hyde,pyotr ilyich tchaikovsky
60-1687,60-1687-harford montgomery hyde,kenneth mckellar
60-1688,60-1688-nicolai poliakoff,ringling brothers barnum bailey circus band
60-1689,60-1689-nicolai poliakoff,red army ensemble
60-1690,60-1690-nicolai poliakoff,pyotr ilyich tchaikovsky
60-1691,60-1691-nicolai poliakoff,joe loss his orchestra
60-1692,60-1692-nicolai poliakoff,giacomo puccini
60-1693,60-1693-nicolai poliakoff,richard tauber
60-1694,60-1694-nicolai poliakoff,balalaika orchestra
60-1695,60-1695-nicolai poliakoff,coco the clown
60-1696,60-1696-phyllis sellick,robert schumann
60-1697,60-1697-phyllis sellick,ralph vaughan williams
60-1698,60-1698-phyllis sellick,johannes brahms
60-1699,60-1699-phyllis sellick,franz schubert
60-1700,60-1700-phyllis sellick,cyril smith
60-1701,60-1701-phyllis sellick,johann sebastian bach
60-1702,60-1702-phyllis sellick,jean sibelius
60-1703,60-1703-phyllis sellick,sergey rachmaninov
60-1704,60-1704-dorita pepe,john williams
60-1705,60-1705-dorita pepe,quintette du hot club de france
60-1706,60-1706-dorita pepe,johann sebastian bach
60-1707,60-1707-dorita pepe,mexico symphony orchestra
60-1708,60-1708-dorita pepe,los paraguayos
60-1709,60-1709-dorita pepe,los panchos
60-1710,60-1710-dorita pepe,johnny dankworth his orchestra
60-1711,60-1711-dorita pepe,los tres reyes
60-1712,60-1712-ethel revnell,tommy steele
60-1713,60-1713-ethel revnell,i remember it well from gigi
