Source,Target,Type,Weight
50-184,50-1129,Undirected,1
50-1089,10-754,Undirected,1
40-274,50-2936,Undirected,1
50-316,10-1067,Undirected,1
50-2684,10-902,Undirected,1
10-501,10-2736,Undirected,1
50-1141,50-2352,Undirected,1
10-1788,10-2600,Undirected,1
50-1199,50-2224,Undirected,1
50-1328,50-1783,Undirected,1
50-2944,10-367,Undirected,1
40-149,40-362,Undirected,1
40-50,10-2118,Undirected,1
50-2280,10-527,Undirected,1
50-2245,50-2859,Undirected,1
10-542,10-557,Undirected,1
50-1087,10-2201,Undirected,1
50-570,50-2013,Undirected,1
50-353,50-2219,Undirected,1
50-1108,10-972,Undirected,1
50-1222,50-1445,Undirected,1
10-1930,10-2584,Undirected,1
50-373,50-2688,Undirected,1
10-1694,10-2913,Undirected,1
50-513,50-1082,Undirected,1
50-2190,10-718,Undirected,1
50-1677,10-902,Undirected,1
40-400,40-518,Undirected,1
20-401,20-406,Undirected,1
50-1172,50-2354,Undirected,1
40-62,50-2310,Undirected,1
50-1826,10-2206,Undirected,1
50-577,50-1409,Undirected,1
50-1759,10-661,Undirected,1
10-2231,20-161,Undirected,1
10-2107,20-116,Undirected,1
10-1154,10-3036,Undirected,1
50-1014,50-1676,Undirected,1
50-1488,10-1213,Undirected,1
10-313,10-1515,Undirected,1
50-1819,50-2550,Undirected,1
50-343,50-402,Undirected,1
50-2247,10-347,Undirected,1
10-174,10-704,Undirected,1
40-385,50-2531,Undirected,1
50-323,50-1286,Undirected,1
50-3063,10-2041,Undirected,1
10-980,10-1904,Undirected,1
50-1559,50-2685,Undirected,1
50-2071,50-2992,Undirected,1
50-1819,50-2450,Undirected,1
50-1226,10-180,Undirected,1
10-166,10-2688,Undirected,1
50-1025,10-351,Undirected,1
40-527,50-3034,Undirected,1
40-380,50-937,Undirected,1
50-556,50-1360,Undirected,1
50-41,10-2606,Undirected,1
40-327,40-470,Undirected,1
50-686,50-833,Undirected,1
40-393,50-1014,Undirected,1
50-963,10-3036,Undirected,1
40-111,50-1966,Undirected,1
50-419,50-2612,Undirected,1
10-2628,20-210,Undirected,1
50-1910,10-1005,Undirected,1
40-344,50-1000,Undirected,1
10-1629,10-2610,Undirected,1
10-936,20-403,Undirected,1
40-273,50-796,Undirected,1
40-9,50-2657,Undirected,1
40-74,50-2040,Undirected,1
40-527,50-2675,Undirected,1
50-1038,10-1728,Undirected,1
50-423,50-1241,Undirected,1
50-2785,50-3177,Undirected,1
50-2232,10-1023,Undirected,1
50-1968,10-1747,Undirected,1
50-125,50-1027,Undirected,1
40-262,10-1711,Undirected,1
50-1204,50-1447,Undirected,1
50-1423,10-2075,Undirected,1
50-2606,10-1930,Undirected,1
50-1917,50-2005,Undirected,1
50-1360,50-1973,Undirected,1
10-272,10-2953,Undirected,1
50-470,50-1088,Undirected,1
50-208,50-2322,Undirected,1
40-438,10-706,Undirected,1
50-969,50-2415,Undirected,1
50-1442,50-2531,Undirected,1
50-2076,50-2965,Undirected,1
50-1971,10-1154,Undirected,1
50-2245,50-2275,Undirected,1
50-937,10-1209,Undirected,1
50-252,10-1604,Undirected,1
50-375,50-1225,Undirected,1
10-1697,20-353,Undirected,1
50-1745,10-708,Undirected,1
10-1431,20-323,Undirected,1
10-1090,10-2361,Undirected,1
10-2452,20-384,Undirected,1
50-1200,50-2235,Undirected,1
50-2592,10-620,Undirected,1
50-1324,50-2977,Undirected,1
50-556,10-1498,Undirected,1
50-599,50-679,Undirected,1
10-1005,10-1593,Undirected,1
50-1614,50-2385,Undirected,1
10-1392,20-357,Undirected,1
10-96,10-253,Undirected,1
50-1014,20-132,Undirected,1
10-312,10-1366,Undirected,1
50-59,50-1247,Undirected,1
40-446,10-1277,Undirected,1
50-2457,10-2712,Undirected,1
40-74,50-1082,Undirected,1
50-1971,50-3181,Undirected,1
50-2777,10-1665,Undirected,1
50-1460,50-1488,Undirected,1
50-823,10-1694,Undirected,1
40-511,50-625,Undirected,1
50-758,50-1209,Undirected,1
50-1869,50-3120,Undirected,1
50-1821,10-2410,Undirected,1
40-343,50-2942,Undirected,1
50-759,10-576,Undirected,1
50-390,50-3177,Undirected,1
50-375,50-823,Undirected,1
50-972,50-3161,Undirected,1
50-2220,10-1428,Undirected,1
50-1015,10-1224,Undirected,1
50-553,50-963,Undirected,1
50-752,50-2211,Undirected,1
40-409,50-2946,Undirected,1
50-1745,20-414,Undirected,1
10-1906,10-2371,Undirected,1
50-643,10-273,Undirected,1
50-914,50-1087,Undirected,1
50-380,50-1205,Undirected,1
40-500,50-1362,Undirected,1
50-309,50-977,Undirected,1
50-607,50-2114,Undirected,1
40-330,50-2931,Undirected,1
50-994,50-1025,Undirected,1
40-409,10-1162,Undirected,1
50-1796,50-3142,Undirected,1
50-1158,50-1314,Undirected,1
10-166,10-1386,Undirected,1
50-2126,10-1609,Undirected,1
40-316,50-2736,Undirected,1
50-41,50-586,Undirected,1
50-150,50-710,Undirected,1
50-1036,50-3009,Undirected,1
50-1599,50-1891,Undirected,1
50-2110,50-2533,Undirected,1
50-1384,50-2703,Undirected,1
50-1051,50-2472,Undirected,1
50-211,50-1908,Undirected,1
10-1697,10-2801,Undirected,1
50-639,10-497,Undirected,1
10-2036,10-2188,Undirected,1
10-464,10-739,Undirected,1
50-432,50-2605,Undirected,1
50-1905,50-2548,Undirected,1
50-2900,10-591,Undirected,1
40-491,50-88,Undirected,1
50-1866,50-1966,Undirected,1
50-150,50-920,Undirected,1
50-1478,10-48,Undirected,1
40-383,10-845,Undirected,1
50-920,10-485,Undirected,1
10-420,10-2383,Undirected,1
50-2577,50-2959,Undirected,1
50-3021,10-2321,Undirected,1
40-54,50-2601,Undirected,1
50-3029,10-1023,Undirected,1
40-151,50-3034,Undirected,1
50-3161,10-1423,Undirected,1
50-1015,20-313,Undirected,1
50-1114,50-2414,Undirected,1
50-28,50-2262,Undirected,1
50-2039,50-2995,Undirected,1
50-904,50-1205,Undirected,1
40-443,10-547,Undirected,1
10-897,10-952,Undirected,1
50-404,10-255,Undirected,1
50-1315,50-3043,Undirected,1
40-244,50-1054,Undirected,1
50-1158,10-390,Undirected,1
10-300,10-1140,Undirected,1
50-378,50-1669,Undirected,1
50-263,50-1103,Undirected,1
50-444,50-1971,Undirected,1
50-1226,10-2606,Undirected,1
50-2506,10-1666,Undirected,1
10-848,10-1451,Undirected,1
50-197,50-1958,Undirected,1
40-488,10-753,Undirected,1
10-782,10-1581,Undirected,1
10-1115,10-2945,Undirected,1
50-739,50-1157,Undirected,1
40-151,50-2675,Undirected,1
40-12,50-1306,Undirected,1
50-2387,20-36,Undirected,1
50-2554,10-257,Undirected,1
50-1135,20-36,Undirected,1
50-168,10-2882,Undirected,1
50-2160,10-17,Undirected,1
10-1507,10-2891,Undirected,1
50-403,50-1353,Undirected,1
40-500,50-1401,Undirected,1
50-2074,10-2210,Undirected,1
50-1717,50-2553,Undirected,1
50-578,50-1622,Undirected,1
50-2158,10-2761,Undirected,1
50-1869,50-2742,Undirected,1
40-473,50-775,Undirected,1
40-209,10-130,Undirected,1
50-426,10-1883,Undirected,1
40-161,40-295,Undirected,1
40-434,50-991,Undirected,1
10-2429,20-231,Undirected,1
50-3183,10-2524,Undirected,1
50-1155,10-1694,Undirected,1
50-84,50-1803,Undirected,1
50-314,10-2882,Undirected,1
50-2867,10-860,Undirected,1
10-1656,10-2037,Undirected,1
40-62,50-867,Undirected,1
50-542,50-1241,Undirected,1
40-132,40-463,Undirected,1
50-1448,50-1774,Undirected,1
40-40,50-2764,Undirected,1
50-416,50-2683,Undirected,1
50-2160,10-2742,Undirected,1
50-692,50-1324,Undirected,1
50-1256,10-2170,Undirected,1
50-1811,50-2203,Undirected,1
50-399,50-2211,Undirected,1
50-1452,10-2845,Undirected,1
50-1910,50-2454,Undirected,1
50-1372,50-2850,Undirected,1
10-1277,10-2712,Undirected,1
50-1422,10-285,Undirected,1
50-238,10-1630,Undirected,1
50-1094,10-1907,Undirected,1
50-2162,50-2769,Undirected,1
50-1127,50-1154,Undirected,1
50-1086,10-1801,Undirected,1
10-2135,10-2798,Undirected,1
10-1218,10-2065,Undirected,1
50-2283,10-717,Undirected,1
40-497,50-95,Undirected,1
50-2304,50-2557,Undirected,1
10-284,10-1709,Undirected,1
50-2338,10-65,Undirected,1
10-203,20-425,Undirected,1
50-1032,50-2616,Undirected,1
50-482,50-1947,Undirected,1
50-446,50-2687,Undirected,1
50-420,50-570,Undirected,1
50-598,50-2348,Undirected,1
50-276,50-1527,Undirected,1
40-439,50-1486,Undirected,1
10-1213,10-1649,Undirected,1
40-167,10-1702,Undirected,1
50-2171,50-2172,Undirected,1
50-577,50-3108,Undirected,1
50-356,50-2024,Undirected,1
10-362,10-1632,Undirected,1
50-963,10-1277,Undirected,1
50-1911,10-1694,Undirected,1
50-45,10-2115,Undirected,1
40-299,50-2139,Undirected,1
50-1883,50-2224,Undirected,1
40-464,50-1943,Undirected,1
50-314,10-174,Undirected,1
50-3182,10-1009,Undirected,1
50-810,50-1890,Undirected,1
50-173,10-63,Undirected,1
50-2913,10-1076,Undirected,1
50-643,10-877,Undirected,1
50-419,10-2694,Undirected,1
50-2416,10-2775,Undirected,1
10-14,10-239,Undirected,1
50-461,50-1353,Undirected,1
50-1745,50-1983,Undirected,1
50-668,10-1722,Undirected,1
50-1156,50-2698,Undirected,1
50-388,10-59,Undirected,1
50-1541,50-1881,Undirected,1
50-1464,10-2488,Undirected,1
10-1976,10-2940,Undirected,1
50-1940,10-1630,Undirected,1
50-1026,50-1506,Undirected,1
50-2010,10-389,Undirected,1
40-409,10-782,Undirected,1
10-1132,10-2568,Undirected,1
40-376,50-3126,Undirected,1
50-3126,10-1394,Undirected,1
50-274,50-3159,Undirected,1
50-776,50-2161,Undirected,1
50-1014,50-1043,Undirected,1
50-194,50-991,Undirected,1
50-2126,10-2815,Undirected,1
10-1471,10-2575,Undirected,1
10-977,10-1873,Undirected,1
40-409,10-3038,Undirected,1
50-2541,20-288,Undirected,1
50-2714,10-299,Undirected,1
50-1072,50-1647,Undirected,1
50-2492,10-2078,Undirected,1
10-1105,10-2461,Undirected,1
50-1486,50-2917,Undirected,1
40-238,50-2419,Undirected,1
50-598,50-2238,Undirected,1
10-262,20-180,Undirected,1
10-877,10-1211,Undirected,1
10-1319,10-2357,Undirected,1
50-1148,50-1436,Undirected,1
10-704,10-1125,Undirected,1
40-435,50-524,Undirected,1
50-639,50-885,Undirected,1
50-1239,50-2451,Undirected,1
40-79,50-2871,Undirected,1
50-1516,50-3184,Undirected,1
10-1451,10-2226,Undirected,1
50-2440,10-2690,Undirected,1
50-71,10-1722,Undirected,1
40-232,50-403,Undirected,1
50-648,50-1965,Undirected,1
50-1677,50-2517,Undirected,1
50-524,50-625,Undirected,1
40-9,40-175,Undirected,1
50-1559,10-2567,Undirected,1
50-775,50-970,Undirected,1
50-168,50-2686,Undirected,1
50-2489,50-2824,Undirected,1
40-105,50-482,Undirected,1
50-90,10-36,Undirected,1
50-1526,10-3039,Undirected,1
50-31,50-2987,Undirected,1
40-518,50-1983,Undirected,1
10-694,10-769,Undirected,1
50-1443,20-399,Undirected,1
10-703,10-1649,Undirected,1
40-119,50-564,Undirected,1
50-281,10-649,Undirected,1
50-2108,50-2758,Undirected,1
10-2907,10-2961,Undirected,1
50-1745,10-1386,Undirected,1
50-1272,50-1487,Undirected,1
40-262,50-2138,Undirected,1
50-28,50-2392,Undirected,1
50-314,50-2686,Undirected,1
50-911,50-1675,Undirected,1
50-2074,50-2707,Undirected,1
50-1398,10-2141,Undirected,1
40-167,50-2063,Undirected,1
40-286,10-283,Undirected,1
50-2682,10-2073,Undirected,1
50-1527,50-3042,Undirected,1
50-1292,10-65,Undirected,1
50-291,10-934,Undirected,1
50-2283,10-686,Undirected,1
10-1720,10-2680,Undirected,1
40-248,10-2994,Undirected,1
50-3066,10-1925,Undirected,1
50-2563,10-2607,Undirected,1
10-1604,10-1798,Undirected,1
40-462,50-571,Undirected,1
50-768,50-1149,Undirected,1
10-880,10-1767,Undirected,1
50-70,50-2158,Undirected,1
40-441,20-353,Undirected,1
40-512,10-914,Undirected,1
50-861,10-2410,Undirected,1
50-3177,10-128,Undirected,1
50-1719,10-2120,Undirected,1
50-1090,10-661,Undirected,1
40-409,50-2606,Undirected,1
10-1697,20-186,Undirected,1
40-61,50-3124,Undirected,1
50-1775,10-2776,Undirected,1
50-2942,10-2612,Undirected,1
50-659,50-3200,Undirected,1
10-1623,10-1802,Undirected,1
50-255,50-2951,Undirected,1
50-3005,10-931,Undirected,1
50-386,50-1025,Undirected,1
40-9,50-2305,Undirected,1
40-64,50-47,Undirected,1
10-868,10-1809,Undirected,1
10-250,10-2707,Undirected,1
50-2755,50-2910,Undirected,1
50-1796,10-1392,Undirected,1
50-260,10-2041,Undirected,1
10-48,10-1662,Undirected,1
40-82,10-111,Undirected,1
50-662,50-1583,Undirected,1
40-494,20-36,Undirected,1
50-1887,50-2474,Undirected,1
50-2139,10-2107,Undirected,1
10-914,10-2509,Undirected,1
10-284,10-1366,Undirected,1
50-71,50-1177,Undirected,1
40-369,50-2991,Undirected,1
40-190,50-1195,Undirected,1
50-1759,10-111,Undirected,1
50-2998,10-794,Undirected,1
10-1127,10-2739,Undirected,1
10-900,10-2998,Undirected,1
50-1954,10-62,Undirected,1
50-1162,50-1233,Undirected,1
50-1570,50-2366,Undirected,1
50-1410,50-2850,Undirected,1
50-1448,50-2559,Undirected,1
50-1342,50-3003,Undirected,1
50-1290,50-1342,Undirected,1
50-712,50-991,Undirected,1
50-79,50-640,Undirected,1
50-999,50-2298,Undirected,1
50-826,50-994,Undirected,1
50-455,50-2050,Undirected,1
10-1876,10-2234,Undirected,1
10-2141,10-2911,Undirected,1
50-830,50-1965,Undirected,1
50-1380,10-2533,Undirected,1
50-332,50-2793,Undirected,1
50-271,50-2917,Undirected,1
40-441,10-2801,Undirected,1
10-304,10-2421,Undirected,1
50-2170,10-2682,Undirected,1
50-1081,10-1009,Undirected,1
50-760,10-1724,Undirected,1
50-2474,10-2695,Undirected,1
40-82,50-2140,Undirected,1
50-27,20-398,Undirected,1
50-989,50-1014,Undirected,1
50-606,10-1117,Undirected,1
10-2216,10-2686,Undirected,1
50-1864,10-349,Undirected,1
50-2363,50-2740,Undirected,1
40-167,10-1629,Undirected,1
40-514,10-423,Undirected,1
40-11,40-363,Undirected,1
50-57,10-717,Undirected,1
50-2720,50-2788,Undirected,1
50-1162,10-2710,Undirected,1
50-1200,50-1808,Undirected,1
50-2822,10-1396,Undirected,1
50-842,10-1964,Undirected,1
50-1966,50-3054,Undirected,1
50-2402,10-1997,Undirected,1
50-1645,10-2828,Undirected,1
50-1151,50-2657,Undirected,1
50-1177,10-594,Undirected,1
50-578,50-1570,Undirected,1
40-301,10-2513,Undirected,1
50-661,10-2083,Undirected,1
50-2005,10-1722,Undirected,1
50-1185,10-120,Undirected,1
50-33,50-526,Undirected,1
50-2232,10-458,Undirected,1
10-1125,10-2883,Undirected,1
40-512,10-2389,Undirected,1
40-149,50-202,Undirected,1
50-2845,10-121,Undirected,1
40-393,40-396,Undirected,1
50-1427,50-2694,Undirected,1
50-2686,10-2203,Undirected,1
50-28,20-43,Undirected,1
50-1321,10-1801,Undirected,1
40-280,10-947,Undirected,1
50-191,50-3067,Undirected,1
50-416,50-2036,Undirected,1
50-538,10-1005,Undirected,1
50-1004,10-1492,Undirected,1
50-2405,10-1560,Undirected,1
10-971,10-1341,Undirected,1
50-320,50-2344,Undirected,1
50-1369,50-2642,Undirected,1
50-278,50-2747,Undirected,1
10-134,10-2558,Undirected,1
50-90,10-2883,Undirected,1
10-121,10-143,Undirected,1
50-1319,10-395,Undirected,1
50-43,50-88,Undirected,1
50-31,50-2005,Undirected,1
50-28,10-388,Undirected,1
50-1812,50-2811,Undirected,1
50-929,10-2742,Undirected,1
50-219,50-380,Undirected,1
40-136,50-2694,Undirected,1
50-564,50-697,Undirected,1
50-424,50-3110,Undirected,1
40-249,10-2711,Undirected,1
40-325,10-2583,Undirected,1
50-2068,50-2859,Undirected,1
10-1400,10-2509,Undirected,1
40-362,50-2268,Undirected,1
50-564,10-1645,Undirected,1
40-192,50-2174,Undirected,1
50-525,10-2828,Undirected,1
50-2841,20-407,Undirected,1
50-130,50-3132,Undirected,1
10-379,10-986,Undirected,1
50-1198,50-1632,Undirected,1
50-2663,50-2989,Undirected,1
40-362,50-598,Undirected,1
50-41,50-1261,Undirected,1
50-2041,10-1045,Undirected,1
50-844,50-1143,Undirected,1
10-739,10-2226,Undirected,1
10-1040,10-2110,Undirected,1
50-337,50-1462,Undirected,1
10-507,10-2530,Undirected,1
50-1812,50-2612,Undirected,1
50-710,10-1068,Undirected,1
50-1087,10-1115,Undirected,1
50-122,50-417,Undirected,1
10-776,10-1420,Undirected,1
50-2845,10-125,Undirected,1
10-84,10-1193,Undirected,1
10-1070,10-2307,Undirected,1
50-1046,10-1341,Undirected,1
50-247,50-271,Undirected,1
50-1395,50-2895,Undirected,1
50-1314,50-1818,Undirected,1
50-896,50-1031,Undirected,1
50-410,50-1276,Undirected,1
50-756,50-2740,Undirected,1
50-1398,50-1802,Undirected,1
40-98,40-492,Undirected,1
10-2606,10-2607,Undirected,1
50-2305,10-406,Undirected,1
50-2606,10-177,Undirected,1
50-1096,50-1640,Undirected,1
50-909,50-1332,Undirected,1
10-1394,10-2804,Undirected,1
50-2278,10-2024,Undirected,1
10-590,10-895,Undirected,1
50-71,50-2995,Undirected,1
50-262,10-798,Undirected,1
50-810,50-1203,Undirected,1
50-970,10-2583,Undirected,1
50-3029,10-458,Undirected,1
10-1209,10-1778,Undirected,1
50-1361,10-208,Undirected,1
50-1383,50-1632,Undirected,1
50-2146,50-2319,Undirected,1
10-138,10-464,Undirected,1
50-2535,50-2871,Undirected,1
50-2773,50-2940,Undirected,1
50-2894,10-1312,Undirected,1
50-2910,10-2710,Undirected,1
50-3184,10-2210,Undirected,1
50-1737,10-2152,Undirected,1
50-576,50-1028,Undirected,1
50-2063,10-2682,Undirected,1
50-1177,50-1916,Undirected,1
10-1930,20-353,Undirected,1
50-57,10-686,Undirected,1
50-144,10-2945,Undirected,1
50-821,50-2883,Undirected,1
50-984,10-2605,Undirected,1
40-499,10-111,Undirected,1
50-574,50-1600,Undirected,1
50-1187,50-2518,Undirected,1
10-979,10-1508,Undirected,1
10-867,10-2445,Undirected,1
40-189,50-2074,Undirected,1
50-1228,10-32,Undirected,1
50-403,50-3003,Undirected,1
10-517,10-710,Undirected,1
50-2811,10-2107,Undirected,1
50-1933,10-111,Undirected,1
50-2707,50-3003,Undirected,1
50-2329,50-3110,Undirected,1
40-318,40-419,Undirected,1
40-344,50-1373,Undirected,1
50-2415,50-3188,Undirected,1
40-174,50-1148,Undirected,1
50-2783,10-527,Undirected,1
10-2145,10-2756,Undirected,1
50-1319,50-1887,Undirected,1
10-849,10-2536,Undirected,1
50-1791,10-2695,Undirected,1
10-1211,10-2676,Undirected,1
50-1493,50-2832,Undirected,1
50-2245,10-703,Undirected,1
50-797,50-2419,Undirected,1
10-1803,10-2882,Undirected,1
50-643,10-2881,Undirected,1
50-920,50-2733,Undirected,1
50-167,50-194,Undirected,1
10-1049,10-1407,Undirected,1
50-2683,10-1801,Undirected,1
10-1068,10-2605,Undirected,1
50-1887,50-2389,Undirected,1
50-2068,50-2275,Undirected,1
50-641,50-1908,Undirected,1
40-90,50-969,Undirected,1
40-489,50-1170,Undirected,1
50-1787,10-1240,Undirected,1
50-1967,50-2766,Undirected,1
50-598,50-978,Undirected,1
40-228,50-2764,Undirected,1
50-760,10-2410,Undirected,1
50-3058,10-1204,Undirected,1
50-589,10-1162,Undirected,1
10-626,10-2819,Undirected,1
40-499,50-2140,Undirected,1
50-47,10-1888,Undirected,1
40-119,10-1998,Undirected,1
40-323,50-2039,Undirected,1
50-2011,10-2710,Undirected,1
10-1285,10-1809,Undirected,1
50-1973,50-2313,Undirected,1
50-770,50-2989,Undirected,1
10-2552,20-336,Undirected,1
50-2286,50-3090,Undirected,1
50-707,50-1342,Undirected,1
40-372,40-533,Undirected,1
50-1933,50-2140,Undirected,1
50-2379,10-2882,Undirected,1
10-1930,10-2801,Undirected,1
40-511,50-929,Undirected,1
40-422,50-1926,Undirected,1
50-2611,10-1724,Undirected,1
50-2058,50-2380,Undirected,1
50-403,50-3194,Undirected,1
50-497,50-2654,Undirected,1
50-2707,50-3194,Undirected,1
50-1141,50-2766,Undirected,1
50-826,50-2653,Undirected,1
10-1115,10-2526,Undirected,1
50-1847,10-649,Undirected,1
10-36,10-1513,Undirected,1
40-393,10-938,Undirected,1
50-1817,10-1801,Undirected,1
10-395,20-250,Undirected,1
10-886,10-2629,Undirected,1
50-1409,50-2419,Undirected,1
50-461,50-3003,Undirected,1
50-168,50-2755,Undirected,1
50-567,50-1090,Undirected,1
50-88,50-1489,Undirected,1
40-441,20-186,Undirected,1
10-310,10-1845,Undirected,1
50-1893,10-1803,Undirected,1
50-2235,10-331,Undirected,1
10-785,20-204,Undirected,1
50-1517,50-2587,Undirected,1
50-1454,50-2870,Undirected,1
50-2456,10-2257,Undirected,1
50-1915,10-393,Undirected,1
50-149,50-1407,Undirected,1
50-63,50-208,Undirected,1
50-752,50-1682,Undirected,1
10-411,20-204,Undirected,1
50-1439,10-1925,Undirected,1
50-2135,10-1663,Undirected,1
50-344,50-1870,Undirected,1
50-2681,10-2410,Undirected,1
50-707,50-1199,Undirected,1
50-41,10-1697,Undirected,1
50-1205,50-2019,Undirected,1
50-2316,50-3097,Undirected,1
50-1175,50-1972,Undirected,1
40-365,50-989,Undirected,1
10-1349,10-1812,Undirected,1
50-1165,50-2566,Undirected,1
50-452,50-2366,Undirected,1
50-316,10-1005,Undirected,1
50-566,10-869,Undirected,1
50-547,50-2585,Undirected,1
40-111,50-2946,Undirected,1
50-2766,10-880,Undirected,1
50-991,50-2407,Undirected,1
10-285,10-2680,Undirected,1
50-2884,10-68,Undirected,1
50-1293,50-2233,Undirected,1
10-786,10-2485,Undirected,1
50-639,50-2554,Undirected,1
50-2925,10-1027,Undirected,1
50-1314,10-1604,Undirected,1
40-511,50-1887,Undirected,1
40-111,10-1162,Undirected,1
50-1158,10-1747,Undirected,1
50-33,50-66,Undirected,1
50-397,50-650,Undirected,1
50-426,10-1077,Undirected,1
40-446,50-1272,Undirected,1
50-3197,10-2081,Undirected,1
40-106,50-3112,Undirected,1
40-325,50-977,Undirected,1
50-2541,10-2262,Undirected,1
50-461,50-3194,Undirected,1
50-1293,10-1173,Undirected,1
40-381,10-539,Undirected,1
50-3183,10-1390,Undirected,1
10-300,20-200,Undirected,1
50-977,50-2926,Undirected,1
50-597,50-2191,Undirected,1
50-277,50-448,Undirected,1
40-500,50-3044,Undirected,1
10-1474,20-36,Undirected,1
50-3181,10-21,Undirected,1
50-1234,50-2898,Undirected,1
50-2946,10-131,Undirected,1
40-532,10-756,Undirected,1
50-151,10-1886,Undirected,1
50-281,50-3182,Undirected,1
50-1801,50-2662,Undirected,1
50-1628,10-1798,Undirected,1
40-98,50-2211,Undirected,1
50-2686,10-708,Undirected,1
50-1237,10-866,Undirected,1
10-1587,20-233,Undirected,1
50-309,10-1666,Undirected,1
10-177,10-1076,Undirected,1
40-120,50-599,Undirected,1
50-66,50-1867,Undirected,1
50-1319,20-266,Undirected,1
50-2353,50-3170,Undirected,1
50-400,10-1724,Undirected,1
50-1785,50-2219,Undirected,1
40-532,10-977,Undirected,1
10-1067,10-2712,Undirected,1
50-546,50-760,Undirected,1
50-2160,10-742,Undirected,1
40-505,50-1020,Undirected,1
40-134,50-2126,Undirected,1
50-2519,10-114,Undirected,1
50-853,50-2439,Undirected,1
50-513,10-423,Undirected,1
50-970,50-977,Undirected,1
50-405,10-1332,Undirected,1
50-167,50-2001,Undirected,1
50-538,50-1192,Undirected,1
50-1812,10-2694,Undirected,1
50-613,50-1328,Undirected,1
50-2386,10-287,Undirected,1
50-1231,20-411,Undirected,1
40-90,50-2222,Undirected,1
50-1090,10-111,Undirected,1
50-1090,50-1155,Undirected,1
10-931,10-2509,Undirected,1
50-2381,10-1593,Undirected,1
50-150,50-668,Undirected,1
10-782,20-357,Undirected,1
40-527,10-258,Undirected,1
50-1826,10-365,Undirected,1
10-2389,10-2509,Undirected,1
50-301,50-2224,Undirected,1
50-1932,50-2132,Undirected,1
50-2785,10-347,Undirected,1
50-943,10-895,Undirected,1
50-2686,20-414,Undirected,1
40-471,50-611,Undirected,1
10-1038,10-2065,Undirected,1
50-2644,50-3145,Undirected,1
50-3054,10-273,Undirected,1
50-2074,10-2056,Undirected,1
40-519,10-2774,Undirected,1
50-399,50-1682,Undirected,1
50-589,10-3038,Undirected,1
50-468,50-2340,Undirected,1
10-2188,20-359,Undirected,1
50-1151,50-2305,Undirected,1
50-50,50-455,Undirected,1
50-2811,10-1428,Undirected,1
50-498,50-1796,Undirected,1
50-2977,50-3038,Undirected,1
50-1375,50-2847,Undirected,1
40-262,10-1257,Undirected,1
50-1866,50-2946,Undirected,1
50-1185,50-2945,Undirected,1
50-2139,10-671,Undirected,1
40-446,50-1488,Undirected,1
50-566,10-613,Undirected,1
50-104,50-2666,Undirected,1
50-2401,50-3000,Undirected,1
50-1660,50-1936,Undirected,1
10-846,10-1200,Undirected,1
40-466,10-2916,Undirected,1
10-858,10-1038,Undirected,1
50-578,50-1996,Undirected,1
50-2534,10-1633,Undirected,1
50-538,50-1910,Undirected,1
50-1866,10-1162,Undirected,1
50-770,50-2128,Undirected,1
50-1342,50-2785,Undirected,1
50-1255,50-2354,Undirected,1
50-1175,50-1271,Undirected,1
40-464,50-2268,Undirected,1
50-1971,50-2859,Undirected,1
40-488,50-3109,Undirected,1
50-2611,10-2410,Undirected,1
50-2024,50-2594,Undirected,1
50-426,50-2683,Undirected,1
50-410,20-339,Undirected,1
10-393,10-1162,Undirected,1
50-269,50-2898,Undirected,1
40-519,10-1192,Undirected,1
40-249,10-869,Undirected,1
40-464,50-598,Undirected,1
50-1038,50-1826,Undirected,1
50-1290,50-1883,Undirected,1
50-2684,10-131,Undirected,1
50-2917,10-1720,Undirected,1
50-725,50-1715,Undirected,1
10-1774,10-2960,Undirected,1
50-66,50-972,Undirected,1
50-1647,50-2230,Undirected,1
50-920,50-2640,Undirected,1
50-977,50-2506,Undirected,1
50-1051,50-1083,Undirected,1
50-1312,10-130,Undirected,1
40-216,50-2139,Undirected,1
50-2262,50-2811,Undirected,1
50-317,50-2875,Undirected,1
10-138,10-3044,Undirected,1
40-396,50-2678,Undirected,1
40-439,50-3126,Undirected,1
10-17,10-1213,Undirected,1
40-161,40-363,Undirected,1
50-2043,10-753,Undirected,1
40-468,50-1278,Undirected,1
50-271,50-482,Undirected,1
50-1666,10-2252,Undirected,1
50-1488,50-2160,Undirected,1
50-848,10-1423,Undirected,1
50-630,10-1432,Undirected,1
50-67,50-977,Undirected,1
50-632,50-2528,Undirected,1
50-936,50-2681,Undirected,1
50-1162,10-1803,Undirected,1
50-1677,10-131,Undirected,1
50-524,50-929,Undirected,1
10-2112,20-210,Undirected,1
50-224,10-490,Undirected,1
50-890,50-1391,Undirected,1
50-1835,50-2788,Undirected,1
50-1472,50-2875,Undirected,1
10-1172,10-2638,Undirected,1
40-509,50-2528,Undirected,1
10-390,10-1604,Undirected,1
50-914,10-931,Undirected,1
40-74,10-423,Undirected,1
10-769,10-1400,Undirected,1
10-1930,20-186,Undirected,1
50-1458,50-2554,Undirected,1
50-482,50-1785,Undirected,1
50-404,10-58,Undirected,1
50-356,50-1995,Undirected,1
50-482,50-2012,Undirected,1
10-703,20-255,Undirected,1
50-991,50-2631,Undirected,1
40-342,10-1724,Undirected,1
50-2345,10-1563,Undirected,1
50-963,50-1272,Undirected,1
