Unique Identifier,episode_ref,track_name,date,decade,decade_episode,decade_episode_castaway_name,castaway_ref,std_artist,std_name
19445,2431,The English Rose by Webster Booth,4/26/1965,60,60-2218,60-2218-bill shankly,304,webster booth,bill shankly
19431,2430,Romeo and Juliet Act 1 by Sergei Prokofiev,5/3/1965,60,60-2219,60-2219-sheila hancock,2481,sergei prokofiev,sheila hancock
19432,2430,Pardon My Blooper by Kermit Schafer,5/3/1965,60,60-2220,60-2220-sheila hancock,2481,kermit schafer,sheila hancock
19433,2430,I Stayed Too Long at the Fair by Barbra Streisand,5/3/1965,60,60-2221,60-2221-sheila hancock,2481,barbra streisand,sheila hancock
19434,2430,Sunday Afternoon at Home (from Hancock's Half Hour) by Tony Hancock & Kenneth Williams,5/3/1965,60,60-2222,60-2222-sheila hancock,2481,tony hancock,sheila hancock
19435,2430,"Ah, fors' è lui (from La traviata) by Giuseppe Verdi",5/3/1965,60,60-2223,60-2223-sheila hancock,2481,giuseppe verdi,sheila hancock
19436,2430,Three Little Fishes by Frankie Howerd,5/3/1965,60,60-2224,60-2224-sheila hancock,2481,frankie howerd,sheila hancock
19437,2430,Blowin' in the Wind by Lena Horne,5/3/1965,60,60-2225,60-2225-sheila hancock,2481,lena horne,sheila hancock
19438,2430,Concierto De Aranjuez,5/3/1965,60,60-2226,60-2226-sheila hancock,2481,joaquin rodrigo,sheila hancock
19423,2429,Theme from A Summer Place by Percy Faith,5/10/1965,60,60-2227,60-2227-hayley mills,1086,percy faith,hayley mills
19424,2429,La Mamma by Georges Jouvin,5/10/1965,60,60-2228,60-2228-hayley mills,1086,georges jouvin,hayley mills
19425,2429,I'm on a See-Saw by John Mills & Louise Brown,5/10/1965,60,60-2229,60-2229-hayley mills,1086,john mills louise brown,hayley mills
19426,2429,Romeo and Juliet Fantasy Overture by Peter Ilyich Tchaikovsky,5/10/1965,60,60-2230,60-2230-hayley mills,1086,pyotr ilyich tchaikovsky,hayley mills
19427,2429,Beer Barrel Polka by Mrs. Mills,5/10/1965,60,60-2231,60-2231-hayley mills,1086,mrs mills,hayley mills
19428,2429,If I Loved You by Richard Anthony,5/10/1965,60,60-2232,60-2232-hayley mills,1086,richard anthony,hayley mills
19429,2429,Piano Concerto No. 2 in C minor by Sergey Rachmaninov,5/10/1965,60,60-2233,60-2233-hayley mills,1086,sergey rachmaninov,hayley mills
19430,2429,Kalinka by Red Army Ensemble,5/10/1965,60,60-2234,60-2234-hayley mills,1086,red army ensemble,hayley mills
19415,2428,Iolanthe by Arthur Sullivan,5/17/1965,60,60-2235,60-2235-julian herbage,1478,arthur sullivan,julian herbage
19416,2428,String Quartet in G minor by Claude Debussy,5/17/1965,60,60-2236,60-2236-julian herbage,1478,claude debussy,julian herbage
19417,2428,Die Fledermaus Overture,5/17/1965,60,60-2237,60-2237-julian herbage,1478,johann strauss ii,julian herbage
19418,2428,Piano Concerto in E Flat Major by John Ireland,5/17/1965,60,60-2238,60-2238-julian herbage,1478,john ireland,julian herbage
19419,2428,Symphony No. 6 in F major 'Pastoral' by Ludwig van Beethoven,5/17/1965,60,60-2239,60-2239-julian herbage,1478,ludwig van beethoven,julian herbage
19420,2428,Cello Concerto in E Minor by Edward Elgar,5/17/1965,60,60-2240,60-2240-julian herbage,1478,edward elgar,julian herbage
19421,2428,Where the bee sucks (from The Tempest) by Shakespeare/Arne,5/17/1965,60,60-2241,60-2241-julian herbage,1478,shakespeare arne,julian herbage
19407,2427,Ebb Tide by Frank Chacksfield & His Orchestra,5/24/1965,60,60-2242,60-2242-robert marx,2322,frank chacksfield his orchestra,robert marx
19408,2427,Virgin of the Sun God by Yma Sumac,5/24/1965,60,60-2243,60-2243-robert marx,2322,yma sumac,robert marx
19409,2427,Cherry Pink and Apple Blossom White by Pérez Prado and His Orchestra,5/24/1965,60,60-2244,60-2244-robert marx,2322,perez prado and his orchestra,robert marx
19410,2427,Stranger in Paradise from Kismet by Tony Martin,5/24/1965,60,60-2245,60-2245-robert marx,2322,tony martin,robert marx
19411,2427,The Song of the High Seas from Victory at Sea by RCA Victor Symphony Orchestra,5/24/1965,60,60-2246,60-2246-robert marx,2322,rca victor symphony orchestra,robert marx
19412,2427,Ave Maria by Charles-François Gounod,5/24/1965,60,60-2247,60-2247-robert marx,2322,charles francois gounod,robert marx
19413,2427,Off Shore by Earl Bostic and his Orchestra,5/24/1965,60,60-2248,60-2248-robert marx,2322,earl bostic,robert marx
19414,2427,Love is a Many Spendoured Thing by Frank Sinatra,5/24/1965,60,60-2249,60-2249-robert marx,2322,frank sinatra,robert marx
22812,2853,String Quintet No. 4 in G minor by Wolfgang Amadeus Mozart,5/31/1965,60,60-2250,60-2250-joseph szigeti,1449,wolfgang amadeus mozart,joseph szigeti
22813,2853,Klänge der Heimat (Czardas) (from Die Fledermaus),5/31/1965,60,60-2251,60-2251-joseph szigeti,1449,johann strauss ii,joseph szigeti
22814,2853,Symphony in C major by Georges Bizet,5/31/1965,60,60-2252,60-2252-joseph szigeti,1449,georges bizet,joseph szigeti
22815,2853,"Piano Trio No. 2 in E-flat major, Op. 100, D. 929 by Franz Schubert",5/31/1965,60,60-2253,60-2253-joseph szigeti,1449,franz schubert,joseph szigeti
22816,2853,Violin Concerto in E Minor by Felix Mendelssohn,5/31/1965,60,60-2254,60-2254-joseph szigeti,1449,felix mendelssohn,joseph szigeti
22817,2853,Suite for Solo Cello No. 5 in C minor by Johann Sebastian Bach,5/31/1965,60,60-2255,60-2255-joseph szigeti,1449,johann sebastian bach,joseph szigeti
22818,2853,Symphony No. 4 In B Flat Major by Ludwig van Beethoven,5/31/1965,60,60-2256,60-2256-joseph szigeti,1449,ludwig van beethoven,joseph szigeti
22819,2853,Rhapsody No. 1,5/31/1965,60,60-2257,60-2257-joseph szigeti,1449,rhapsody no 1,joseph szigeti
19399,2426,Ruy Blas Overture by Felix Mendelssohn,6/5/1965,60,60-2258,60-2258-maurice denham,1813,felix mendelssohn,maurice denham
19400,2426,Brightly dawns our wedding day (from The Mikado) by Arthur Sullivan,6/5/1965,60,60-2259,60-2259-maurice denham,1813,arthur sullivan,maurice denham
19401,2426,Rhapsody in Blue by George Gershwin,6/5/1965,60,60-2260,60-2260-maurice denham,1813,george gershwin,maurice denham
19402,2426,Symphony No. 9 in E minor 'From the New World' by Antonín Dvořák,6/5/1965,60,60-2261,60-2261-maurice denham,1813,antonin dvorak,maurice denham
19403,2426,Red Sails in the Sunset by Al Bowlly,6/5/1965,60,60-2262,60-2262-maurice denham,1813,al bowlly,maurice denham
19404,2426,Symphony No. 36 in C major 'Linz' - rehearsal by Wolfgang Amadeus Mozart,6/5/1965,60,60-2263,60-2263-maurice denham,1813,wolfgang amadeus mozart,maurice denham
19405,2426,Piano Concerto in A Minor by Edvard Grieg,6/5/1965,60,60-2264,60-2264-maurice denham,1813,edvard grieg,maurice denham
19406,2426,Symphony No. 2 in D major by Jean Sibelius,6/5/1965,60,60-2265,60-2265-maurice denham,1813,jean sibelius,maurice denham
19391,2425,Teach Me Tonight by Erroll Garner,6/7/1965,60,60-2266,60-2266-hugh lloyd,1137,erroll garner,hugh lloyd
19392,2425,He Who Would Valiant Be by Templars Octet,6/7/1965,60,60-2267,60-2267-hugh lloyd,1137,templars octet,hugh lloyd
19393,2425,Blaze Away by Abe Holzmann,6/7/1965,60,60-2268,60-2268-hugh lloyd,1137,abe holzmann,hugh lloyd
19394,2425,The Blood Donor (from Hancock's Half Hour) by Tony Hancock & June Whitfield,6/7/1965,60,60-2269,60-2269-hugh lloyd,1137,tony hancock,hugh lloyd
19395,2425,Lollipops and Roses by Jack Jones,6/7/1965,60,60-2270,60-2270-hugh lloyd,1137,jack jones,hugh lloyd
19396,2425,The Lord's Prayer by The Tabernacle Choir at Temple Square,6/7/1965,60,60-2271,60-2271-hugh lloyd,1137,the tabernacle choir at temple square,hugh lloyd
19397,2425,Let Me Entertain You by Sandra Church,6/7/1965,60,60-2272,60-2272-hugh lloyd,1137,sandra church,hugh lloyd
19398,2425,Romeo and Juliet Fantasy Overture by Peter Ilyich Tchaikovsky,6/7/1965,60,60-2273,60-2273-hugh lloyd,1137,pyotr ilyich tchaikovsky,hugh lloyd
19383,2424,Brandenburg Concerto No. 4 In G Major by Johann Sebastian Bach,6/14/1965,60,60-2274,60-2274-harold pinter,1071,johann sebastian bach,harold pinter
19384,2424,Orchestral Suite No. 3 in D major by Johann Sebastian Bach,6/14/1965,60,60-2275,60-2275-harold pinter,1071,johann sebastian bach,harold pinter
19385,2424,Funky Blues by Charlie Parker,6/14/1965,60,60-2276,60-2276-harold pinter,1071,charlie parker,harold pinter
19386,2424,Pyramid by The Modern Jazz Quartet,6/14/1965,60,60-2277,60-2277-harold pinter,1071,the modern jazz quartet,harold pinter
19387,2424,Round Midnight,6/14/1965,60,60-2278,60-2278-harold pinter,1071,round midnight,harold pinter
19388,2424,Flamenco Sketches by Charlie Parker's Reboppers,6/14/1965,60,60-2279,60-2279-harold pinter,1071,charlie parker,harold pinter
19389,2424,Brandenburg Concerto No. 6 in B flat major by Johann Sebastian Bach,6/14/1965,60,60-2280,60-2280-harold pinter,1071,johann sebastian bach,harold pinter
19390,2424,"String Quartet No. 15 in A minor, Op. 132 by Ludwig van Beethoven",6/14/1965,60,60-2281,60-2281-harold pinter,1071,ludwig van beethoven,harold pinter
19375,2423,Private Lives Act 1 by Noel Coward & Gertrude Lawrence,6/21/1965,60,60-2282,60-2282-ginette spanier,1011,noel coward,ginette spanier
19376,2423,You're Sensational by Frank Sinatra,6/21/1965,60,60-2283,60-2283-ginette spanier,1011,frank sinatra,ginette spanier
19377,2423,Now! by Lena Horne,6/21/1965,60,60-2284,60-2284-ginette spanier,1011,lena horne,ginette spanier
19378,2423,On the Death of King George VI by Sir Laurence Olivier,6/21/1965,60,60-2285,60-2285-ginette spanier,1011,sir laurence olivier,ginette spanier
19379,2423,Go Away From My Window by Marlene Dietrich,6/21/1965,60,60-2286,60-2286-ginette spanier,1011,marlene dietrich,ginette spanier
19380,2423,Harpsichord Concerto No. 1 in D minor by Johann Sebastian Bach,6/21/1965,60,60-2287,60-2287-ginette spanier,1011,johann sebastian bach,ginette spanier
19381,2423,Brandenburg Concerto No. 1 in F Major by Johann Sebastian Bach,6/21/1965,60,60-2288,60-2288-ginette spanier,1011,johann sebastian bach,ginette spanier
19382,2423,London is a Little Bit of All Right by Tessie O'Shea,6/21/1965,60,60-2289,60-2289-ginette spanier,1011,tessie o shea,ginette spanier
19367,2422,March Of The Men Of Harlech by Morriston Orpheus Choir,6/28/1965,60,60-2290,60-2290-maxwell knight,1826,morriston orpheus choir,maxwell knight
19368,2422,King Porter Stomp by Jelly Roll Morton,6/28/1965,60,60-2291,60-2291-maxwell knight,1826,jelly roll morton,maxwell knight
19369,2422,"The Waiter, the Porter and the Upstairs Maid by Bing Crosby & Mary Martin",6/28/1965,60,60-2292,60-2292-maxwell knight,1826,mary martin,maxwell knight
19370,2422,Mon coeur s'ouvre à ta voix (from Samson and Delilah) by Camille Saint-Saëns,6/28/1965,60,60-2293,60-2293-maxwell knight,1826,camille saint saens,maxwell knight
19371,2422,I've Lost My Heart to Dixieland by Original Dixieland Jazz Band,6/28/1965,60,60-2294,60-2294-maxwell knight,1826,original dixieland jazz band,maxwell knight
19372,2422,Preachin' Blues by Sidney Bechet and His New Orleans Feetwarmers,6/28/1965,60,60-2295,60-2295-maxwell knight,1826,sidney bechet,maxwell knight
19373,2422,Downhearted Blues by Mildred Bailey & Her Alley Cats,6/28/1965,60,60-2296,60-2296-maxwell knight,1826,mildred bailey her alley cats,maxwell knight
19374,2422,Junk Man by Jack Teagarden and His Orchestra,6/28/1965,60,60-2297,60-2297-maxwell knight,1826,jack teagarden,maxwell knight
19359,2421,Soldiers of the Queen by Josef Locke,7/5/1965,60,60-2298,60-2298-mary stocks,1800,josef locke,mary stocks
19360,2421,Intermezzo (from Cavalleria rusticana) by Pietro Mascagni,7/5/1965,60,60-2299,60-2299-mary stocks,1800,pietro mascagni,mary stocks
19361,2421,Liebestod (from Tristan und Isolde),7/5/1965,60,60-2300,60-2300-mary stocks,1800,richard wagner,mary stocks
19362,2421,Valse allemande (from Carnaval) by Robert Schumann,7/5/1965,60,60-2301,60-2301-mary stocks,1800,robert schumann,mary stocks
19363,2421,The Little Puddin' Basin by Gracie Fields,7/5/1965,60,60-2302,60-2302-mary stocks,1800,gracie fields,mary stocks
19364,2421,Love Song from Sanders of the River by Paul Robeson,7/5/1965,60,60-2303,60-2303-mary stocks,1800,paul robeson,mary stocks
19365,2421,Transatlantic Lullaby by Turner Layton,7/5/1965,60,60-2304,60-2304-mary stocks,1800,turner layton,mary stocks
19366,2421,St Matthew Passion - Wir setzen uns mit Tränen nieder by Johann Sebastian Bach,7/5/1965,60,60-2305,60-2305-mary stocks,1800,johann sebastian bach,mary stocks
19351,2420,"Toccata and Fugue in D Minor, BWV 565 by Johann Sebastian Bach",7/12/1965,60,60-2306,60-2306-sir lewis casson,2599,johann sebastian bach,sir lewis casson
19352,2420,War March of the Priest (from Athalie) by Felix Mendelssohn,7/12/1965,60,60-2307,60-2307-sir lewis casson,2599,felix mendelssohn,sir lewis casson
19353,2420,Ave verum corpus by Wolfgang Amadeus Mozart,7/12/1965,60,60-2308,60-2308-sir lewis casson,2599,wolfgang amadeus mozart,sir lewis casson
19354,2420,"Warum? (from Fantasiestücke, Op. 12) by Robert Schumann",7/12/1965,60,60-2309,60-2309-sir lewis casson,2599,robert schumann,sir lewis casson
19355,2420,Symphony No. 8 in B minor 'Unfinished' by Franz Schubert,7/12/1965,60,60-2310,60-2310-sir lewis casson,2599,franz schubert,sir lewis casson
19356,2420,The Rite of Spring by Igor Stravinsky,7/12/1965,60,60-2311,60-2311-sir lewis casson,2599,igor stravinsky,sir lewis casson
19357,2420,Sleep by Peter Warlock,7/12/1965,60,60-2312,60-2312-sir lewis casson,2599,peter warlock,sir lewis casson
19358,2420,Now Thank We All Our God by The Choir of Temple Church,7/12/1965,60,60-2313,60-2313-sir lewis casson,2599,the choir of temple church,sir lewis casson
19343,2419,Pulcinella by Igor Stravinsky,7/19/1965,60,60-2314,60-2314-sir william walton,2662,igor stravinsky,sir william walton
19344,2419,Piano Concerto No. 19 in F major by Wolfgang Amadeus Mozart,7/19/1965,60,60-2315,60-2315-sir william walton,2662,wolfgang amadeus mozart,sir william walton
19345,2419,"Piano Sonata No. 29 in B flat major, Op. 106 'Hammerklavier by Ludwig van Beethoven",7/19/1965,60,60-2316,60-2316-sir william walton,2662,ludwig van beethoven,sir william walton
19346,2419,Five Neapolitan Songs (No 2) by Hans Werner Henze,7/19/1965,60,60-2317,60-2317-sir william walton,2662,hans werner henze,sir william walton
19347,2419,Come per me sereno (from La Sonnambula) by Vincenzo Bellini,7/19/1965,60,60-2318,60-2318-sir william walton,2662,vincenzo bellini,sir william walton
19348,2419,Pour invoquer Pan (from Epigraphes antiques) by Claude Debussy,7/19/1965,60,60-2319,60-2319-sir william walton,2662,claude debussy,sir william walton
19349,2419,Variations for Orchestra by Arnold Schoenberg,7/19/1965,60,60-2320,60-2320-sir william walton,2662,arnold schoenberg,sir william walton
19350,2419,Symphony No. 2 by William Walton,7/19/1965,60,60-2321,60-2321-sir william walton,2662,william walton,sir william walton
19335,2418,Teddy the Road by Count Basie & His Orchestra,7/26/1965,60,60-2322,60-2322-annie ross,145,count basie,annie ross
19336,2418,Just Friends by Charlie Parker,7/26/1965,60,60-2323,60-2323-annie ross,145,charlie parker,annie ross
19337,2418,Bachianas brasileiras No. 5 by Heitor Villa-Lobos,7/26/1965,60,60-2324,60-2324-annie ross,145,heitor villa lobos,annie ross
19338,2418,Chelsea Bridge by Duke Ellington & His Orchestra,7/26/1965,60,60-2325,60-2325-annie ross,145,duke ellington,annie ross
19339,2418,Last Night When We Were Young by Judy Garland,7/26/1965,60,60-2326,60-2326-annie ross,145,judy garland,annie ross
19340,2418,Surabaya Johnny by Georgia Brown,7/26/1965,60,60-2327,60-2327-annie ross,145,georgia brown,annie ross
19341,2418,Mein Herr Marquis (Laughing Song)(from Die Fledermaus),7/26/1965,60,60-2328,60-2328-annie ross,145,johann strauss ii,annie ross
19342,2418,"Good Morning, Heartache by Billie Holiday",7/26/1965,60,60-2329,60-2329-annie ross,145,billie holiday,annie ross
19327,2417,Copenhagen by Ambrose and His Orchestra,8/2/1965,60,60-2330,60-2330-ambrose,93,ambrose and his orchestra,ambrose
19328,2417,Caprice Viennois by Fritz Kreisler,8/2/1965,60,60-2331,60-2331-ambrose,93,fritz kreisler,ambrose
19329,2417,Rhapsody in Blue by George Gershwin,8/2/1965,60,60-2332,60-2332-ambrose,93,george gershwin,ambrose
19330,2417,The Moon was Yellow by Ambrose and His Orchestra,8/2/1965,60,60-2333,60-2333-ambrose,93,ambrose and his orchestra,ambrose
19331,2417,The Blue Danube by Johann Strauss II,8/2/1965,60,60-2334,60-2334-ambrose,93,johann strauss ii,ambrose
19332,2417,Secret Love by Kathy Kirby,8/2/1965,60,60-2335,60-2335-ambrose,93,kathy kirby,ambrose
19333,2417,When Gimble Hits the Cymbal by Ambrose and His Orchestra,8/2/1965,60,60-2336,60-2336-ambrose,93,ambrose and his orchestra,ambrose
19334,2417,When Day is Done by Ambrose and His Orchestra,8/2/1965,60,60-2337,60-2337-ambrose,93,ambrose and his orchestra,ambrose
19319,2416,There will Never Be Another You by Andre Previn and Rhythm Group,8/9/1965,60,60-2338,60-2338-harry corbett,1075,andre previn,harry corbett
19320,2416,Symphony No. 5 in C minor by Ludwig van Beethoven,8/9/1965,60,60-2339,60-2339-harry corbett,1075,ludwig van beethoven,harry corbett
19321,2416,Nymphs and Shepherds (from The Libertine) by Henry Purcell,8/9/1965,60,60-2340,60-2340-harry corbett,1075,henry purcell,harry corbett
19322,2416,Piano Concerto No. 2 in C minor by Sergey Rachmaninov,8/9/1965,60,60-2341,60-2341-harry corbett,1075,sergey rachmaninov,harry corbett
19323,2416,The Pobble Who Had No Toes by Stanley Holloway,8/9/1965,60,60-2342,60-2342-harry corbett,1075,stanley holloway,harry corbett
19324,2416,The Lost Chord by Arthur Sullivan,8/9/1965,60,60-2343,60-2343-harry corbett,1075,arthur sullivan,harry corbett
19325,2416,My Favourite Things by Julie Andrews,8/9/1965,60,60-2344,60-2344-harry corbett,1075,julie andrews,harry corbett
19326,2416,Londonderry Air (Danny Boy) by The Mantovani Orchestra,8/9/1965,60,60-2345,60-2345-harry corbett,1075,the mantovani orchestra,harry corbett
22804,2852,Echo Song by Amelita Galli-Curci,8/16/1965,60,60-2346,60-2346-macdonald hastings,1704,amelita galli curci,macdonald hastings
22805,2852,The Mikado by Arthur Sullivan,8/16/1965,60,60-2347,60-2347-macdonald hastings,1704,arthur sullivan,macdonald hastings
22806,2852,Song Of The Flea by Modest Mussorgsky,8/16/1965,60,60-2348,60-2348-macdonald hastings,1704,modest mussorgsky,macdonald hastings
22807,2852,Song of the Vagabonds from The Vagabond King by Alfred Drake,8/16/1965,60,60-2349,60-2349-macdonald hastings,1704,alfred drake,macdonald hastings
22808,2852,La Vie En Rose by Édith Piaf,8/16/1965,60,60-2350,60-2350-macdonald hastings,1704,edith piaf,macdonald hastings
22809,2852,A Bachelor Gay from The Maid of the Mountains by John Hanson,8/16/1965,60,60-2351,60-2351-macdonald hastings,1704,john hanson,macdonald hastings
22810,2852,La Mer by Charles Trenet,8/16/1965,60,60-2352,60-2352-macdonald hastings,1704,charles trenet,macdonald hastings
22811,2852,Mass in B minor  - Gloria in excelsis by Johann Sebastian Bach,8/16/1965,60,60-2353,60-2353-macdonald hastings,1704,johann sebastian bach,macdonald hastings
19311,2415,Trees by Paul Robeson,8/23/1965,60,60-2354,60-2354-william hartnell,2917,paul robeson,william hartnell
19312,2415,Polovtsian Dances (from Prince Igor) by Alexander Borodin,8/23/1965,60,60-2355,60-2355-william hartnell,2917,alexander borodin,william hartnell
19313,2415,"Violin Sonata No. 9 in A major, Op. 47 'Kreutzer' by Ludwig van Beethoven",8/23/1965,60,60-2356,60-2356-william hartnell,2917,ludwig van beethoven,william hartnell
19314,2415,El Alamein Concerto by Albert Arlen,8/23/1965,60,60-2357,60-2357-william hartnell,2917,albert arlen,william hartnell
19315,2415,"Lawd, You Made the Night Too Long by Louis Armstrong",8/23/1965,60,60-2358,60-2358-william hartnell,2917,louis armstrong,william hartnell
19316,2415,Piano Concerto No. 2 in C minor by Sergey Rachmaninov,8/23/1965,60,60-2359,60-2359-william hartnell,2917,sergey rachmaninov,william hartnell
19317,2415,Underneath The Arches by Flanagan and Allen,8/23/1965,60,60-2360,60-2360-william hartnell,2917,flanagan and allen,william hartnell
19318,2415,The Spring Song from A King in New York by Charlie Chaplin,8/23/1965,60,60-2361,60-2361-william hartnell,2917,charlie chaplin,william hartnell
19303,2414,To a Wild Rose from Woodland Sketches Opus 51 by Edward MacDowell,8/30/1965,60,60-2362,60-2362-william connor,2911,edward macdowell,william connor
19304,2414,Concerto symphonique No. 4 in D minor - 2nd movement (Scherzo) by Henry Litolff,8/30/1965,60,60-2363,60-2363-william connor,2911,henry litolff,william connor
19305,2414,Stardust by Glenn Miller and the Army Air Force Band,8/30/1965,60,60-2364,60-2364-william connor,2911,the band,william connor
19306,2414,Harpsichord Sonata in D minor by Domenico Scarlatti,8/30/1965,60,60-2365,60-2365-william connor,2911,domenico scarlatti,william connor
19307,2414,Is life a boon? (from The Yeoman of the Guard) by Arthur Sullivan,8/30/1965,60,60-2366,60-2366-william connor,2911,arthur sullivan,william connor
19308,2414,Honeysuckle Rose by Fats Waller,8/30/1965,60,60-2367,60-2367-william connor,2911,fats waller,william connor
19309,2414,The Italian Girl in Algiers Overture by Gioachino Rossini,8/30/1965,60,60-2368,60-2368-william connor,2911,gioachino rossini,william connor
19310,2414,I Quatro Rusteghi (Act 2 Intermezzo) by Ermanno Wolf-Ferrari,8/30/1965,60,60-2369,60-2369-william connor,2911,ermanno wolf ferrari,william connor
19295,2413,Partita in E by Johann Sebastian Bach/Wood,9/6/1965,60,60-2370,60-2370-rae jenkins,2213,johann sebastian bach,rae jenkins
19296,2413,When Evening's Twilight Falls by Massed Choirs,9/6/1965,60,60-2371,60-2371-rae jenkins,2213,massed choirs,rae jenkins
19297,2413,Morning Bird by Fanica Luca & Barbu Lautaru,9/6/1965,60,60-2372,60-2372-rae jenkins,2213,fanica luca barbu lautaru,rae jenkins
19298,2413,All the Things You Are by André Kostelanetz Orchestra,9/6/1965,60,60-2373,60-2373-rae jenkins,2213,andre kostelanetz orchestra,rae jenkins
19299,2413,Klänge der Heimat (Czardas) (from Die Fledermaus),9/6/1965,60,60-2374,60-2374-rae jenkins,2213,johann strauss ii,rae jenkins
19300,2413,Alborada del gracioso (from Miroirs) by Maurice Ravel,9/6/1965,60,60-2375,60-2375-rae jenkins,2213,maurice ravel,rae jenkins
19301,2413,Horn Concerto No. 4 In E flat major by Wolfgang Amadeus Mozart,9/6/1965,60,60-2376,60-2376-rae jenkins,2213,wolfgang amadeus mozart,rae jenkins
19302,2413,Dies irae (from Requiem Mass) by Giuseppe Verdi,9/6/1965,60,60-2377,60-2377-rae jenkins,2213,giuseppe verdi,rae jenkins
19287,2412,Che farò senza Euridice (What is Life?) (from Orpheus and Euridice) by Christoph Willibald Gluck,9/13/1965,60,60-2378,60-2378-ian hunter,1153,christoph willibald gluck,ian hunter
19288,2412,Der Rosenkavalier Suite by Richard Strauss,9/13/1965,60,60-2379,60-2379-ian hunter,1153,richard strauss,ian hunter
19289,2412,John of Gaunt's Speech (from Richard II) by William Shakespeare,9/13/1965,60,60-2380,60-2380-ian hunter,1153,william shakespeare,ian hunter
19290,2412,The Yeoman of the Guard Overture by Arthur Sullivan,9/13/1965,60,60-2381,60-2381-ian hunter,1153,arthur sullivan,ian hunter
19291,2412,A World of Our Own by The Seekers,9/13/1965,60,60-2382,60-2382-ian hunter,1153,the seekers,ian hunter
19292,2412,Zemire et Azor by Gretry/Beecham,9/13/1965,60,60-2383,60-2383-ian hunter,1153,gretry beecham,ian hunter
19293,2412,Sanctus (from War Requiem) by Benjamin Britten,9/13/1965,60,60-2384,60-2384-ian hunter,1153,benjamin britten,ian hunter
19294,2412,Partita for Solo Violin No. 2 in D minor by Johann Sebastian Bach,9/13/1965,60,60-2385,60-2385-ian hunter,1153,johann sebastian bach,ian hunter
19279,2411,Concerto for Violin & Cello in A minor by Johannes Brahms,9/20/1965,60,60-2386,60-2386-rita tushingham,2304,johannes brahms,rita tushingham
19280,2411,I Don't Want To Play In Your Yard by Peggy Lee,9/20/1965,60,60-2387,60-2387-rita tushingham,2304,peggy lee,rita tushingham
19281,2411,Cortege by The Modern Jazz Quartet,9/20/1965,60,60-2388,60-2388-rita tushingham,2304,the modern jazz quartet,rita tushingham
19282,2411,O Mistress Mine by Shakespeare/Morley,9/20/1965,60,60-2389,60-2389-rita tushingham,2304,shakespeare morley,rita tushingham
19283,2411,String Sextet No. 1 in B flat major by Johannes Brahms,9/20/1965,60,60-2390,60-2390-rita tushingham,2304,johannes brahms,rita tushingham
19284,2411,His Eye is on the Sparrow by Della Reese,9/20/1965,60,60-2391,60-2391-rita tushingham,2304,della reese,rita tushingham
19285,2411,Symphony No. 4 in A minor by Jean Sibelius,9/20/1965,60,60-2392,60-2392-rita tushingham,2304,jean sibelius,rita tushingham
19286,2411,Help! by The Beatles,9/20/1965,60,60-2393,60-2393-rita tushingham,2304,the beatles,rita tushingham
19271,2410,"An Silvia (Who is Sylvia?), D891 by Franz Schubert",9/27/1965,60,60-2394,60-2394-reverend david sheppard,2255,franz schubert,reverend david sheppard
19272,2410,Piano Concerto No. 20 in D minor by Wolfgang Amadeus Mozart,9/27/1965,60,60-2395,60-2395-reverend david sheppard,2255,wolfgang amadeus mozart,reverend david sheppard
19273,2410,"Cricket, Lovely Cricket by Lord Beginner & the Calypso Rhythm Kings",9/27/1965,60,60-2396,60-2396-reverend david sheppard,2255,rhythm kings,reverend david sheppard
19274,2410,"St Matthew Passion - Mache dich, mein Herze by Johann Sebastian Bach",9/27/1965,60,60-2397,60-2397-reverend david sheppard,2255,johann sebastian bach,reverend david sheppard
19275,2410,Some Enchanted Evening from South Pacific by Giorgio Tozzi,9/27/1965,60,60-2398,60-2398-reverend david sheppard,2255,giorgio tozzi,reverend david sheppard
19276,2410,I'm Forever Blowing Bubbles by Pat Dodd,9/27/1965,60,60-2399,60-2399-reverend david sheppard,2255,pat dodd,reverend david sheppard
19277,2410,I'm Into Something Good by Herman’s Hermits,9/27/1965,60,60-2400,60-2400-reverend david sheppard,2255,herman s hermits,reverend david sheppard
19278,2410,Gentle Christ from A Man Dies by Valerie Mountain,9/27/1965,60,60-2401,60-2401-reverend david sheppard,2255,valerie mountain,reverend david sheppard
19263,2409,Rock-a-Bye Your Baby by Judy Garland,10/4/1965,60,60-2402,60-2402-robert carrier,2313,judy garland,robert carrier
19264,2409,Paper Moon by Ethel Waters,10/4/1965,60,60-2403,60-2403-robert carrier,2313,ethel waters,robert carrier
19265,2409,Emporte-moi by Édith Piaf,10/4/1965,60,60-2404,60-2404-robert carrier,2313,edith piaf,robert carrier
19266,2409,When I Fall In Love by Nat King Cole,10/4/1965,60,60-2405,60-2405-robert carrier,2313,nat king cole,robert carrier
19267,2409,Les Forains by Henri Sauguet,10/4/1965,60,60-2406,60-2406-robert carrier,2313,henri sauguet,robert carrier
19268,2409,Doctor Blues by Jimmy Rushing,10/4/1965,60,60-2407,60-2407-robert carrier,2313,jimmy rushing,robert carrier
19269,2409,Zorba's Dance (from Zorba the Greek) by Mikis Theodorakis,10/4/1965,60,60-2408,60-2408-robert carrier,2313,mikis theodorakis,robert carrier
