Unique Identifier,episode_ref,track_name,date,decade,decade_episode,decade_episode_castaway_name,castaway_ref,std_artist,std_name
21479,2686,Crudel perchè finora (from The Marriage of Figaro) by Wolfgang Amadeus Mozart,2/22/1960,60,60-60,60-60-sir arthur bryant,2528,wolfgang amadeus mozart,sir arthur bryant
21480,2686,Brandenburg Concerto No. 6 in B flat major by Johann Sebastian Bach,2/22/1960,60,60-61,60-61-sir arthur bryant,2528,johann sebastian bach,sir arthur bryant
21481,2686,Pat-a-cake Pat-a-cake by The Singing Dogs,2/22/1960,60,60-62,60-62-sir arthur bryant,2528,the singing dogs,sir arthur bryant
21482,2686,Cello Concerto in E Minor by Edward Elgar,2/22/1960,60,60-63,60-63-sir arthur bryant,2528,edward elgar,sir arthur bryant
21483,2686,Sweet Nightingale by Alfred Deller & Desmond Dupre,2/22/1960,60,60-64,60-64-sir arthur bryant,2528,alfred deller,sir arthur bryant
21468,2685,He's A Tramp by Peggy Lee,2/29/1960,60,60-65,60-65-jack jackson,1202,peggy lee,jack jackson
21469,2685,So Little Time by Peter Sellers,2/29/1960,60,60-66,60-66-jack jackson,1202,peter sellers,jack jackson
21470,2685,In A Mist by Bix Beiderbecke,2/29/1960,60,60-67,60-67-jack jackson,1202,bix beiderbecke,jack jackson
21471,2685,On Hearing The First Cuckoo In Spring by Frederick Delius,2/29/1960,60,60-68,60-68-jack jackson,1202,frederick delius,jack jackson
21472,2685,Yesterdays by George Shearing,2/29/1960,60,60-69,60-69-jack jackson,1202,george shearing,jack jackson
21473,2685,The gnome (from Pictures at an Exhibition) by Modest Mussorgsky,2/29/1960,60,60-70,60-70-jack jackson,1202,modest mussorgsky,jack jackson
21474,2685,Tenderly by Maynard Ferguson and His Orchestra,2/29/1960,60,60-71,60-71-jack jackson,1202,maynard ferguson and his orchestra,jack jackson
21475,2685,Symphony No. 94 in G major 'Surprise' (from Hoffnung Music Festival) by Joseph Haydn,2/29/1960,60,60-72,60-72-jack jackson,1202,joseph haydn,jack jackson
21460,2684,1812 Overture by Peter Ilyich Tchaikovsky,3/5/1960,60,60-73,60-73-marty wilde,1786,pyotr ilyich tchaikovsky,marty wilde
21461,2684,La Cumparsita by André Kostelanetz Orchestra,3/5/1960,60,60-74,60-74-marty wilde,1786,andre kostelanetz orchestra,marty wilde
21462,2684,Elvis Presley - Don't Be Cruel,3/5/1960,60,60-75,60-75-marty wilde,1786,elvis presley,marty wilde
21463,2684,Swan Lake - Act 2 by Peter Ilyich Tchaikovsky,3/5/1960,60,60-76,60-76-marty wilde,1786,pyotr ilyich tchaikovsky,marty wilde
21464,2684,Elvis Presley - That's All Right,3/5/1960,60,60-77,60-77-marty wilde,1786,elvis presley,marty wilde
21465,2684,It's All Right With Me by Sammy Davis Jr.,3/5/1960,60,60-78,60-78-marty wilde,1786,sammy davis jr,marty wilde
21466,2684,La Bamba by Ritchie Valens,3/5/1960,60,60-79,60-79-marty wilde,1786,ritchie valens,marty wilde
21467,2684,Let It Be Me by The Everly Brothers,3/5/1960,60,60-80,60-80-marty wilde,1786,the everly brothers,marty wilde
21452,2683,Symphony No. 4 in E minor by Johannes Brahms,3/7/1960,60,60-81,60-81-prince chula chakrabongse of thailand,2146,johannes brahms,prince chula chakrabongse of thailand
21453,2683,"String Quartet No. 14 in G major, K387 by Wolfgang Amadeus Mozart",3/7/1960,60,60-82,60-82-prince chula chakrabongse of thailand,2146,wolfgang amadeus mozart,prince chula chakrabongse of thailand
21454,2683,And Her Mother Came Too by Jack Buchanan,3/7/1960,60,60-83,60-83-prince chula chakrabongse of thailand,2146,jack buchanan,prince chula chakrabongse of thailand
21455,2683,Private Lives Act 1 by Noel Coward & Gertrude Lawrence,3/7/1960,60,60-84,60-84-prince chula chakrabongse of thailand,2146,noel coward,prince chula chakrabongse of thailand
21456,2683,Night and Day by André Kostelanetz Orchestra,3/7/1960,60,60-85,60-85-prince chula chakrabongse of thailand,2146,andre kostelanetz orchestra,prince chula chakrabongse of thailand
21457,2683,Some Enchanted Evening by Wilbur Evans,3/7/1960,60,60-86,60-86-prince chula chakrabongse of thailand,2146,wilbur evans,prince chula chakrabongse of thailand
21458,2683,Vilja (from The Merry Widow) by Franz Lehár,3/7/1960,60,60-87,60-87-prince chula chakrabongse of thailand,2146,franz lehar,prince chula chakrabongse of thailand
21459,2683,A Thai Wedding Overture by Private Recording,3/7/1960,60,60-88,60-88-prince chula chakrabongse of thailand,2146,private recording,prince chula chakrabongse of thailand
22948,2870,Song of the Clyde by Kenneth McKellar,3/14/1960,60,60-89,60-89-russ conway,2438,kenneth mckellar,russ conway
22949,2870,Far Away by Gracie Fields,3/14/1960,60,60-90,60-90-russ conway,2438,gracie fields,russ conway
22950,2870,Sabre Dance (from Gayaneh) by Aram Khachaturian,3/14/1960,60,60-91,60-91-russ conway,2438,aram khachaturian,russ conway
22951,2870,Fings Ain't Wot They Used ter Be by Billy Cotton,3/14/1960,60,60-92,60-92-russ conway,2438,billy cotton,russ conway
22952,2870,Summertime (from Porgy & Bess) by Humphrey Lyttelton and His Band,3/14/1960,60,60-93,60-93-russ conway,2438,humphrey lyttelton,russ conway
22953,2870,Dean Martin & Jerry Lewis - Every Street's a Boulevard in Old New York,3/14/1960,60,60-94,60-94-russ conway,2438,jerry lewis,russ conway
22954,2870,The Young Have No Time to Lose by Eddie Falcon,3/14/1960,60,60-95,60-95-russ conway,2438,eddie falcon,russ conway
22955,2870,Pomp & Circumstance March No. 1 in D major 'Land of Hope and Glory' by Edward Elgar,3/14/1960,60,60-96,60-96-russ conway,2438,edward elgar,russ conway
21444,2682,Symphonie Fantastique by Hector Berlioz,3/21/1960,60,60-97,60-97-michael somes,1870,hector berlioz,michael somes
21445,2682,Pas De Deux by Peter Ilyich Tchaikovsky,3/21/1960,60,60-98,60-98-michael somes,1870,pyotr ilyich tchaikovsky,michael somes
21446,2682,Bacchanale (from Horoscope) by Constant Lambert,3/21/1960,60,60-99,60-99-michael somes,1870,constant lambert,michael somes
21447,2682,Love Me a Little Today by Binnie Hale,3/21/1960,60,60-100,60-100-michael somes,1870,binnie hale,michael somes
21448,2682,Paris: the Song of a Great City by Frederick Delius,3/21/1960,60,60-101,60-101-michael somes,1870,frederick delius,michael somes
21449,2682,Birthday Offering by Glazunov/Irving,3/21/1960,60,60-102,60-102-michael somes,1870,glazunov irving,michael somes
21450,2682,Beim Schlafengehen (from Four Last Songs) by Richard Strauss,3/21/1960,60,60-103,60-103-michael somes,1870,richard strauss,michael somes
21451,2682,The Firebird by Igor Stravinsky,3/21/1960,60,60-104,60-104-michael somes,1870,igor stravinsky,michael somes
21436,2681,Symphony No. 36 in C major 'Linz' - rehearsal by Wolfgang Amadeus Mozart,3/28/1960,60,60-105,60-105-sir adrian boult,2513,wolfgang amadeus mozart,sir adrian boult
21437,2681,Horn Concerto in E flat major by Wolfgang Amadeus Mozart,3/28/1960,60,60-106,60-106-sir adrian boult,2513,wolfgang amadeus mozart,sir adrian boult
21438,2681,Der Freischütz Overture by Carl Maria von Weber,3/28/1960,60,60-107,60-107-sir adrian boult,2513,carl maria von weber,sir adrian boult
21439,2681,"Der Schmied, Op. 19/4 by Johannes Brahms",3/28/1960,60,60-108,60-108-sir adrian boult,2513,johannes brahms,sir adrian boult
21440,2681,Silver Jubilee Message to the Empire (6 May 1935) by King George V,3/28/1960,60,60-109,60-109-sir adrian boult,2513,king george v,sir adrian boult
21441,2681,O Taste and See by Ralph Vaughan Williams,3/28/1960,60,60-110,60-110-sir adrian boult,2513,ralph vaughan williams,sir adrian boult
21442,2681,The Silken Ladder Overture by Gioachino Rossini,3/28/1960,60,60-111,60-111-sir adrian boult,2513,gioachino rossini,sir adrian boult
21443,2681,Galliard of the Sons of  Morning (from Job) by Ralph Vaughan Williams,3/28/1960,60,60-112,60-112-sir adrian boult,2513,ralph vaughan williams,sir adrian boult
21428,2680,Can-Can (from La Boutique Fantasque) by Ottorino Respighi,4/4/1960,60,60-113,60-113-sidney james,2497,ottorino respighi,sidney james
21429,2680,I Got Plenty of Nuttin' by Sammy Davis Jr.,4/4/1960,60,60-114,60-114-sidney james,2497,sammy davis jr,sidney james
21430,2680,Malaguena by Ted Heath & His Orchestra,4/4/1960,60,60-115,60-115-sidney james,2497,ted heath his orchestra,sidney james
21431,2680,Polovtsian Dances (from Prince Igor) by Alexander Borodin,4/4/1960,60,60-116,60-116-sidney james,2497,alexander borodin,sidney james
21432,2680,The Surrey with the Fringe on Top by Lena Horne,4/4/1960,60,60-117,60-117-sidney james,2497,lena horne,sidney james
21433,2680,Scheherazade - 2nd movement by Nikolai Rimsky-Korsakov,4/4/1960,60,60-118,60-118-sidney james,2497,nikolai rimsky korsakov,sidney james
21434,2680,I Enjoy Being a Girl by Pat Suzuki,4/4/1960,60,60-119,60-119-sidney james,2497,pat suzuki,sidney james
21435,2680,"Sunday Afternoon at Home (from Hancock's Half Hour) by Tony Hancock, Sidney James & Bill Kerr",4/4/1960,60,60-120,60-120-sidney james,2497,tony hancock,sidney james
21420,2679,Violin Concerto in D major by Johannes Brahms,4/11/1960,60,60-121,60-121-john freeman,1371,johannes brahms,john freeman
21421,2679,Che farò senza Euridice (What is Life?) (from Orpheus and Euridice) by Christoph Willibald Gluck,4/11/1960,60,60-122,60-122-john freeman,1371,christoph willibald gluck,john freeman
21422,2679,"Bing Crosby - Brother, Can You Spare a Dime?",4/11/1960,60,60-123,60-123-john freeman,1371,bing crosby,john freeman
21423,2679,Les Francs-juges Overture by Hector Berlioz,4/11/1960,60,60-124,60-124-john freeman,1371,hector berlioz,john freeman
21424,2679,And Death Shall Have No Dominion by Dylan Thomas,4/11/1960,60,60-125,60-125-john freeman,1371,dylan thomas,john freeman
21425,2679,Piano Concerto No. 5 in E flat major 'Emperor' by Ludwig van Beethoven,4/11/1960,60,60-126,60-126-john freeman,1371,ludwig van beethoven,john freeman
21426,2679,Strange Fruit by Billie Holiday,4/11/1960,60,60-127,60-127-john freeman,1371,billie holiday,john freeman
21427,2679,Agnus Dei (from Requiem Mass) by Giuseppe Verdi,4/11/1960,60,60-128,60-128-john freeman,1371,giuseppe verdi,john freeman
21412,2678,Summer (from The Seasons) by Alexander Glazunov,4/18/1960,60,60-129,60-129-anne heywood,136,alexander glazunov,anne heywood
21413,2678,Daphnis and Chloe -Daybreak by Maurice Ravel,4/18/1960,60,60-130,60-130-anne heywood,136,maurice ravel,anne heywood
21414,2678,Violin Concerto in D Minor by Jean Sibelius,4/18/1960,60,60-131,60-131-anne heywood,136,jean sibelius,anne heywood
21415,2678,Symphony No. 2 in D major by Jean Sibelius,4/18/1960,60,60-132,60-132-anne heywood,136,jean sibelius,anne heywood
21416,2678,The Walk to the Paradise Garden (from A Village Romeo and Juliet) by Frederick Delius,4/18/1960,60,60-133,60-133-anne heywood,136,frederick delius,anne heywood
21417,2678,The Lark in the Clear Air by Melodi Light Orchestra,4/18/1960,60,60-134,60-134-anne heywood,136,melodi light orchestra,anne heywood
21418,2678,Carina by Natalino Otto,4/18/1960,60,60-135,60-135-anne heywood,136,natalino otto,anne heywood
21419,2678,The Lark Ascending by Ralph Vaughan Williams,4/18/1960,60,60-136,60-136-anne heywood,136,ralph vaughan williams,anne heywood
22940,2869,Sevillanas by Carmen Amaya & Alvarado,4/25/1960,60,60-137,60-137-anthony newley,160,carmen amaya alvarado,anthony newley
22941,2869,"Reaping, Reaping was the Little Girl by E Osipova",4/25/1960,60,60-138,60-138-anthony newley,160,e osipova,anthony newley
22942,2869,A la Claire Fontaine by Mixed Choir,4/25/1960,60,60-139,60-139-anthony newley,160,mixed choir,anthony newley
22943,2869,Scheherazade by Nikolai Rimsky-Korsakov,4/25/1960,60,60-140,60-140-anthony newley,160,nikolai rimsky korsakov,anthony newley
22944,2869,Misionera by Los Paraguayos,4/25/1960,60,60-141,60-141-anthony newley,160,los paraguayos,anthony newley
22945,2869,O Fortuna (from Carmina Burana) by Carl Orff,4/25/1960,60,60-142,60-142-anthony newley,160,carl orff,anthony newley
22946,2869,Fantasia On A Theme By Thomas Tallis by Ralph Vaughan Williams,4/25/1960,60,60-143,60-143-anthony newley,160,ralph vaughan williams,anthony newley
22947,2869,1812 Overture by Peter Ilyich Tchaikovsky,4/25/1960,60,60-144,60-144-anthony newley,160,pyotr ilyich tchaikovsky,anthony newley
21404,2677,Recondita armonia (from Tosca) by Giacomo Puccini,5/2/1960,60,60-145,60-145-david langdon,610,giacomo puccini,david langdon
21405,2677,My Very Good Friend the Milkman by Fats Waller,5/2/1960,60,60-146,60-146-david langdon,610,fats waller,david langdon
21406,2677,Bei Männern (from The Magic Flute) by Wolfgang Amadeus Mozart,5/2/1960,60,60-147,60-147-david langdon,610,wolfgang amadeus mozart,david langdon
21407,2677,The Way You Look Tonight by Eddie Condon and His Orchestra,5/2/1960,60,60-148,60-148-david langdon,610,eddie condon,david langdon
21408,2677,Symphony No. 1 in E minor by Jean Sibelius,5/2/1960,60,60-149,60-149-david langdon,610,jean sibelius,david langdon
21409,2677,Sov'vuni by Israel Itzhaki,5/2/1960,60,60-150,60-150-david langdon,610,israel itzhaki,david langdon
21410,2677,Béla Bartók - Violin Concerto No. 2,5/2/1960,60,60-151,60-151-david langdon,610,bela bartok,david langdon
21411,2677,"I Feel Pretty (from West Side Story) by Carol Lawrence, Marilyn Cooper et al",5/2/1960,60,60-152,60-152-david langdon,610,carol lawrence marilyn cooper et al,david langdon
21397,2676,Because of You by Sammy Davis Jr.,5/9/1960,60,60-153,60-153-shirley bassey,2491,sammy davis jr,shirley bassey
21398,2676,The Chipmunk Song by The Chipmunks,5/9/1960,60,60-154,60-154-shirley bassey,2491,the chipmunks,shirley bassey
21399,2676,Lonely Town by Frank Sinatra,5/9/1960,60,60-155,60-155-shirley bassey,2491,frank sinatra,shirley bassey
21400,2676,Clair de lune (from Suite bergamasque) by Claude Debussy,5/9/1960,60,60-156,60-156-shirley bassey,2491,claude debussy,shirley bassey
21401,2676,Life Is Just A Bowl Of Cherries by Judy Garland,5/9/1960,60,60-157,60-157-shirley bassey,2491,judy garland,shirley bassey
21402,2676,We'll Keep A Welcome by Harry Secombe,5/9/1960,60,60-158,60-158-shirley bassey,2491,harry secombe,shirley bassey
21403,2676,A Foggy Day by Shirley Bassey,5/9/1960,60,60-159,60-159-shirley bassey,2491,shirley bassey,shirley bassey
21388,2675,The Whistler and his Dog by The Band of the Coldstream Guards,5/16/1960,60,60-160,60-160-brian rix,352,the band,brian rix
21389,2675,String Quartet No 1 in D major - Andante Cantabile by Peter Ilyich Tchaikovsky,5/16/1960,60,60-161,60-161-brian rix,352,pyotr ilyich tchaikovsky,brian rix
21390,2675,Sugar Mixture by Tommy Watt and his Orchestra,5/16/1960,60,60-162,60-162-brian rix,352,tommy watt and his orchestra,brian rix
21391,2675,"Baubles, Bangles and Beads by Frank Sinatra",5/16/1960,60,60-163,60-163-brian rix,352,frank sinatra,brian rix
21392,2675,On a Slow Boat to China by Sammy Davis Jr.,5/16/1960,60,60-164,60-164-brian rix,352,sammy davis jr,brian rix
21393,2675,April In Paris by Count Basie & His Orchestra,5/16/1960,60,60-165,60-165-brian rix,352,count basie,brian rix
21394,2675,Let's Put Out the Lights and Go to Sleep by Billy May & His Orchestra,5/16/1960,60,60-166,60-166-brian rix,352,billy may his orchestra,brian rix
21395,2675,The Party's Over by Nat King Cole,5/16/1960,60,60-167,60-167-brian rix,352,nat king cole,brian rix
21380,2674,Rhapsody on a Theme of Paganini by Sergey Rachmaninov,5/23/1960,60,60-168,60-168-liberace,1609,sergey rachmaninov,liberace
21381,2674,Violin Concerto in D major by Peter Ilyich Tchaikovsky,5/23/1960,60,60-169,60-169-liberace,1609,pyotr ilyich tchaikovsky,liberace
21382,2674,Scheherazade by Nikolai Rimsky-Korsakov,5/23/1960,60,60-170,60-170-liberace,1609,nikolai rimsky korsakov,liberace
21383,2674,Hallelujah by Glenn Miller Orchestra,5/23/1960,60,60-171,60-171-liberace,1609,glenn miller,liberace
21384,2674,September Song by The Mantovani Orchestra,5/23/1960,60,60-172,60-172-liberace,1609,the mantovani orchestra,liberace
21385,2674,Tod und Verklärung (Death and Transfiguration) by Richard Strauss,5/23/1960,60,60-173,60-173-liberace,1609,richard strauss,liberace
21386,2674,Act 4 Duet (from La Bohème) by Giacomo Puccini,5/23/1960,60,60-174,60-174-liberace,1609,giacomo puccini,liberace
21387,2674,Lost in the Stars by Frank Sinatra,5/23/1960,60,60-175,60-175-liberace,1609,frank sinatra,liberace
21372,2673,The Little Quail by Mazowsze Choral Ensemble,5/30/1960,60,60-176,60-176-marie rambert,1750,mazowsze choral ensemble,marie rambert
21373,2673,I have attained the highest power (from Boris Godunov) by Modest Mussorgsky,5/30/1960,60,60-177,60-177-marie rambert,1750,modest mussorgsky,marie rambert
21374,2673,Capriol Suite - 2nd movement by Peter Warlock,5/30/1960,60,60-178,60-178-marie rambert,1750,peter warlock,marie rambert
21375,2673,Poème by Ernest Chausson,5/30/1960,60,60-179,60-179-marie rambert,1750,ernest chausson,marie rambert
21376,2673,Che farò senza Euridice (What is Life?) (from Orpheus and Euridice) by Christoph Willibald Gluck,5/30/1960,60,60-180,60-180-marie rambert,1750,christoph willibald gluck,marie rambert
21378,2673,To be or not to be (from Hamlet) by William Shakespeare,5/30/1960,60,60-181,60-181-marie rambert,1750,william shakespeare,marie rambert
21379,2673,Mass in B minor - Sanctus by Johann Sebastian Bach,5/30/1960,60,60-182,60-182-marie rambert,1750,johann sebastian bach,marie rambert
21364,2672,Moonlight Serenade by Glenn Miller Orchestra,6/6/1960,60,60-183,60-183-dickie henderson,690,glenn miller,dickie henderson
21365,2672,The Last Dance by Frank Sinatra,6/6/1960,60,60-184,60-184-dickie henderson,690,frank sinatra,dickie henderson
21366,2672,I Went to Your Wedding by Spike Jones and His City Slickers,6/6/1960,60,60-185,60-185-dickie henderson,690,spike jones and his city slickers,dickie henderson
21367,2672,The Surrey With the Fringe on Top by Howard Keel,6/6/1960,60,60-186,60-186-dickie henderson,690,howard keel,dickie henderson
21368,2672,Laura by Erroll Garner,6/6/1960,60,60-187,60-187-dickie henderson,690,erroll garner,dickie henderson
21369,2672,Shall We Dance? by Deborah Kerr,6/6/1960,60,60-188,60-188-dickie henderson,690,deborah kerr,dickie henderson
21370,2672,I'm Glad I'm Not Young Anymore by Maurice Chevalier,6/6/1960,60,60-189,60-189-dickie henderson,690,maurice chevalier,dickie henderson
21371,2672,There's No Business Like Show Business by Ethel Merman,6/6/1960,60,60-190,60-190-dickie henderson,690,ethel merman,dickie henderson
22932,2868,Sonata in E Major by Ludwig van Beethoven,6/13/1960,60,60-191,60-191-professor a c b lovell,2150,ludwig van beethoven,professor a c b lovell
22933,2868,Sonata in F Minor by Johannes Brahms,6/13/1960,60,60-192,60-192-professor a c b lovell,2150,johannes brahms,professor a c b lovell
22934,2868,"Toccata and Fugue in D Minor, BWV 565 by Johann Sebastian Bach",6/13/1960,60,60-193,60-193-professor a c b lovell,2150,johann sebastian bach,professor a c b lovell
22935,2868,Symphony No. 3 in F major by Johannes Brahms,6/13/1960,60,60-194,60-194-professor a c b lovell,2150,johannes brahms,professor a c b lovell
22936,2868,Symphony No. 2 in D major by Jean Sibelius,6/13/1960,60,60-195,60-195-professor a c b lovell,2150,jean sibelius,professor a c b lovell
